Timestep,Node_0
0,23637.644679999986693
1,22273.145110000026762
2,21864.021500000002561
3,21490.171849999987899
4,21233.428970000019035
5,21871.156809999989491
6,23536.884200000014971
7,26127.859019999974407
8,29155.89889000002222
9,31526.556469999977708
10,32706.897829999987152
11,32831.866419999983918
12,33435.995860000017274
13,32966.604189999983646
14,33044.091639999976906
15,32773.700360000060755
16,31889.668910000018514
17,32148.169909999953234
18,32881.639459999998508
19,33710.965159999999742
20,33925.60960999999952
21,33436.501940000009199
22,31215.08115999999427
23,28327.964749999977357
