Timestep,Node_0
0,47.695643372616267186
1,47.695643372616267186
2,47.695643372616267186
3,47.695643372616267186
4,47.695643372616267186
5,47.695643372616267186
6,47.695643372616267186
7,47.695643372616267186
8,47.695643372616267186
9,47.695643372616267186
10,47.695643372616267186
11,47.695643372616267186
12,47.695643372616267186
13,47.695643372616267186
14,47.695643372616267186
15,47.695643372616267186
16,47.695643372616267186
17,47.695643372616267186
18,47.695643372616267186
19,47.695643372616267186
20,47.695643372616267186
21,55.075800661219702192
22,47.695643372616267186
23,47.695643372616267186
