Timestep,Node_0
0,93.132527777777781353
1,93.132527777777781353
2,93.132527777777781353
3,93.132527777777781353
4,93.128361111111118475
5,93.132527777777781353
6,93.132527777777781353
7,93.132527777777781353
8,93.132527777777781353
9,93.132527777777781353
10,93.132527777777781353
11,93.132527777777781353
12,93.132527777777781353
13,93.132527777777781353
14,93.132527777777781353
15,93.132527777777781353
16,93.132527777777781353
17,93.132527777777781353
18,93.132527777777781353
19,93.132527777777781353
20,93.132527777777781353
21,93.132527777777781353
22,93.132527777777781353
23,93.132527777777781353
