Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
4261,7233151.9447229187936,8185775.764384040609,41862.370573818632693,355722.0141522292397,302710.36379887541989,8933.7670465500013961
4262,7239922.4667206732556,8188477.8812292227522,42326.804219633610046,374267.52148656925419,354780.37253089091973,11716.415800000000672
4263,7246692.9887184277177,8191179.9980744048953,42326.804219633610046,392813.02882090926869,385508.93862925865687,11716.415800000000672
4264,7253463.5107161821797,8193882.1149195870385,42326.804219633610046,411358.53615524928318,387909.01659999997355,11716.415800000000672
4265,7260234.0327139366418,8192342.778558049351,42326.804219633610046,429904.04348958929768,387909.01659999997355,11716.415800000000672
4266,7267004.5547116911039,8188103.9254032317549,37812.653651860062382,448449.55082392931217,387877.43107662640978,10422.067667017750864
4267,7273775.0767094455659,8183865.0722484141588,33892.892701938828395,466995.05815826932667,378987.99386966082966,7492.9637160177508122
4268,7280545.598707200028,8179626.2190935965627,30174.128582765835745,485540.56549260934116,371971.6621784203453,4563.8597650177507603
4269,7287316.1207049544901,8175387.3659387789667,25129.733878242674109,504086.07282694935566,365562.87786672642687,4563.8597650177507603
4270,7294086.6427027089521,8171148.5127839613706,24593.262352802405076,511878.87791331118206,365562.87786672642687,1634.7558140177507084
4271,7300857.1647004634142,8166909.6596291437745,24593.262352802405076,530424.38524765113834,344614.12431238393765,0
4272,7307627.6866982178763,8166048.9834080804139,24593.262352802405076,548969.89258199115284,313634.07233298482606,0
4273,7314398.2086959723383,8168751.1002532625571,24593.262352802405076,567515.39991633116733,296839.58162932738196,0
4274,7321168.7306937268004,8171453.2170984447002,24593.262352802405076,586060.90725067118183,284861.28457800665637,0
4275,7327939.2526914812624,8174155.3339436268434,24593.262352802405076,604606.41458501119632,288229.15786274848506,0
4276,7334709.7746892357245,8176857.4507888089865,24593.262352802405076,623151.92191935121082,304059.3608180534211,2782.6487534499997309
4277,7341480.2966869901866,8179559.5676339911297,28750.524813278996589,641697.42925369122531,324713.206720465736,2782.6487534499997309
4278,7348250.8186847446486,8182261.6844791732728,30772.880662912135449,660242.93658803123981,341072.68688677001046,5565.2975068999994619
4279,7355021.3406824991107,8184963.801324355416,30772.880662912135449,678788.4439223712543,332305.328977959638,6127.0285524672208339
4280,7361791.8626802535728,8187665.9181695375592,30772.880662912135449,678885.56811122084036,331070.34615072951419,6127.0285524672208339
4281,7368562.3846780080348,8190368.0350147197023,30772.880662912135449,685195.61068503023125,331070.34615072951419,6127.0285524672208339
4282,7375332.9066757624969,8193070.1518599018455,30772.880662912135449,703741.11801937024575,326401.90247378329514,6127.0285524672208339
4283,7382103.428673516959,8195772.2687050839886,30772.880662912135449,722286.62535371026024,338950.64870534994407,6127.0285524672208339
4284,7388873.950671271421,8198474.3855502661318,31150.494387218564952,740832.13268805027474,365021.63670183275826,8909.6773059172210196
4285,7395644.4726690258831,8201176.5023954482749,33035.265964470811014,759377.64002239028923,387909.01659999997355,11692.326059367220296
4286,7402414.9946667803451,8203878.6192406304181,35923.61947668580251,776538.01840949931648,387909.01659999997355,11716.415800000000672
4287,7409185.5166645348072,8206580.7360858125612,35923.61947668580251,776538.01840949931648,387909.01659999997355,11716.415800000000672
4288,7415956.0386622892693,8209282.8529309947044,35923.61947668580251,776538.01840949931648,387909.01659999997355,11716.415800000000672
4289,7422726.5606600437313,8210338.6085585923865,35923.61947668580251,776538.01840949931648,387909.01659999997355,11716.415800000000672
4290,7429497.0826577981934,8206099.7554037747905,35160.543734896942624,773770.54393865785096,387909.01659999997355,8787.3118490000015299
4291,7436267.6046555526555,8201860.9022489571944,32828.457760311779566,758604.08388254034799,387909.01659999997355,5858.2078980000014781
4292,7443038.1266533071175,8197622.0490941395983,27656.659109688582248,743485.73095462599304,387909.01659999997355,5760.8483095089914059
4293,7449808.6486510615796,8193383.1959393220022,26344.567118611579644,727650.50566897739191,387909.01659999997355,2831.744358508991354
4294,7456579.1706488160416,8189144.3427845044062,26344.567118611579644,711778.35770866577514,387909.01659999997355,0
4295,7463349.6926465705037,8184905.4896296868101,24987.126023141980113,690363.22221866576001,379767.65358086396009,0
4296,7470120.2146443249658,8184814.6494407877326,24987.126023141980113,668948.08672866574489,375762.69343960628612,0
4297,7476890.7366420794278,8187516.7662859698758,24987.126023141980113,653287.41578955342993,375762.69343960628612,0
4298,7483661.2586398338899,8190218.8831311520189,24987.126023141980113,638545.08457318181172,375762.69343960628612,0
4299,7490431.780637588352,8192920.9999763341621,24987.126023141980113,638545.08457318181172,375762.69343960628612,0
4300,7497202.302635342814,8195623.1168215163052,24987.126023141980113,638545.08457318181172,375762.69343960628612,2782.6487534499997309
4301,7503972.8246330972761,8198325.2336666984484,24987.126023141980113,638545.08457318181172,375762.69343960628612,5565.2975068999994619
4302,7510743.3466308517382,8201027.3505118805915,24987.126023141980113,638545.08457318181172,375762.69343960628612,5565.2975068999994619
4303,7517513.8686286062002,8203729.4673570627347,24987.126023141980113,617129.9490831817966,375762.69343960628612,5565.2975068999994619
4304,7524284.3906263606623,8206431.5842022448778,24987.126023141980113,595714.81359318178147,360557.79792438232107,5565.2975068999994619
4305,7531054.9126241151243,8209133.701047427021,24987.126023141980113,574299.67810318176635,357887.23151318810415,5565.2975068999994619
4306,7537825.4346218695864,8211835.8178926091641,24987.126023141980113,571849.67280025046784,357887.23151318810415,5565.2975068999994619
4307,7544595.9566196240485,8214537.9347377913073,24987.126023141980113,571849.67280025046784,357887.23151318810415,5565.2975068999994619
4308,7551366.4786173785105,8217240.0515829734504,24987.126023141980113,571849.67280025046784,357887.23151318810415,8347.9462603499996476
4309,7558137.0006151329726,8219942.1684281555936,24987.126023141980113,571849.67280025046784,357887.23151318810415,11130.595013799998924
4310,7564907.5226128874347,8222644.2852733377367,24987.126023141980113,571849.67280025046784,357887.23151318810415,11716.415800000000672
4311,7571678.0446106418967,8225346.4021185198799,24987.126023141980113,571849.67280025046784,357887.23151318810415,11716.415800000000672
4312,7578448.5666083963588,8228048.518963702023,24987.126023141980113,550434.53731025045272,355618.34577250445727,11716.415800000000672
4313,7585219.0886061508209,8226690.4473112225533,24987.126023141980113,529019.40182025043759,321493.97273055405822,11716.415800000000672
4314,7591989.6106039052829,8222451.5941564049572,22266.162961689064105,507604.26633025042247,277881.75935189833399,8787.3118490000015299
4315,7598760.132601659745,8218212.7410015873611,17808.951093236846646,486189.13084025040735,235035.03540152451023,5858.2078980000014781
4316,7605530.654599414207,8213973.887846769765,13195.893179139413405,464773.99535025039222,204693.48435548972338,2929.1039510000000519
4317,7612301.1765971686691,8209735.0346919521689,6775.2290510583770811,443358.8598602503771,184816.05590400091023,2929.1039510000000519
4318,7619071.6985949231312,8205496.1815371345729,1285.4318826054732199,421943.72437025036197,168200.8337580683874,2929.1039510000000519
4319,7625842.2205926775932,8201257.3283823169768,0,400528.58888025034685,143676.54785075705149,0
4320,7632612.7425904320553,8197659.8974817432463,0,379113.45339025033172,128803.11481099226512,0
4321,7639383.2645881865174,8198912.0684775505215,0,357880.62090980750509,128803.11481099226512,0
4322,7646153.7865859409794,8201614.1853227326646,0,343483.22047796379775,128803.11481099226512,0
4323,7652924.3085836954415,8204316.3021679148078,0,343483.22047796379775,128803.11481099226512,0
4324,7659694.8305814499035,8207018.4190130969509,0,343483.22047796379775,128803.11481099226512,0
4325,7666465.3525792043656,8209720.5358582790941,0,343483.22047796379775,128803.11481099226512,0
4326,7673235.8745769588277,8212422.6527034612373,0,343483.22047796379775,128803.11481099226512,469.18743883479703527
4327,7680006.3965747132897,8215124.7695486433804,0,342987.43284478981514,128803.11481099226512,469.18743883479703527
4328,7686776.9185724677518,8217826.8863938255236,0,332033.02158201858401,128803.11481099226512,469.18743883479703527
4329,7693547.4405702222139,8220529.0032390076667,0,332033.02158201858401,128803.11481099226512,469.18743883479703527
4330,7700317.9625679766759,8223231.1200841898099,0,332033.02158201858401,128803.11481099226512,469.18743883479703527
4331,7707088.484565731138,8225933.236929371953,0,332033.02158201858401,128803.11481099226512,469.18743883479703527
4332,7713859.0065634856001,8228635.3537745540962,0,332033.02158201858401,128803.11481099226512,1001.6588314620005349
4333,7720629.5285612400621,8231337.4706197362393,0,332033.02158201858401,128803.11481099226512,1001.6588314620005349
4334,7727400.0505589945242,8234039.5874649183825,0,332033.02158201858401,128803.11481099226512,1001.6588314620005349
4335,7734170.5725567489862,8236741.7043101005256,0,332033.02158201858401,128803.11481099226512,1001.6588314620005349
4336,7740941.0945545034483,8239443.8211552826688,0,332033.02158201858401,128803.11481099226512,1001.6588314620005349
4337,7747711.6165522579104,8242145.9380004648119,0,316369.681902201497,128803.11481099226512,1001.6588314620005349
4338,7754482.1385500123724,8237907.0848456472158,0,294954.54641220148187,121013.94638577863225,1001.6588314620005349
4339,7761252.6605477668345,8235166.615466450341,0,273539.41092220146675,102858.0517738614144,1001.6588314620005349
4340,7768023.1825455212966,8230927.762311632745,0,252124.27543220145162,90154.218968663641135,1001.6588314620005349
4341,7774793.7045432757586,8226688.9091568151489,0,230709.1399422014365,81846.205071951422724,1001.6588314620005349
4342,7781564.2265410302207,8222450.0560019975528,0,209294.00445220142137,65943.935247654706473,1001.6588314620005349
4343,7788334.7485387846828,8218211.2028471799567,0,187878.86896220140625,38541.499885541641561,1001.6588314620005349
4344,7795105.2705365391448,8218738.0363734094426,0,166463.73347220139112,11506.62616339853048,1001.6588314620005349
4345,7801875.7925342936069,8218084.4575867392123,0,145048.597982201376,3075.2076959129408351,1001.6588314620005349
4346,7808646.3145320480689,8220424.6927256202325,0,123633.46249220137543,468.92574732657249115,1001.6588314620005349
4347,7815416.836529802531,8223126.8095708023757,0,118521.54862641492218,468.92574732657249115,1001.6588314620005349
4348,7822187.3585275569931,8225828.9264159845188,0,118521.54862641492218,468.92574732657249115,1001.6588314620005349
4349,7828957.8805253114551,8228531.043261166662,0,118521.54862641492218,468.92574732657249115,1001.6588314620005349
4350,7835728.4025230659172,8231233.1601063488051,0,118521.54862641492218,468.92574732657249115,2786.9757323546687076
4351,7842498.9245208203793,8233935.2769515309483,0,114120.11948134565318,468.92574732657249115,2786.9757323546687076
4352,7849269.4465185748413,8236637.3937967130914,0,106090.94192853348795,468.92574732657249115,2786.9757323546687076
4353,7856039.9685163293034,8239339.5106418952346,0,106090.94192853348795,468.92574732657249115,2786.9757323546687076
4354,7862810.4905140837654,8242041.6274870773777,0,106090.94192853348795,468.92574732657249115,2786.9757323546687076
4355,7869581.0125118382275,8244743.7443322595209,0,106090.94192853348795,468.92574732657249115,2786.9757323546687076
4356,7876351.5345095926896,8247445.861177441664,0,106090.94192853348795,5436.9242534221675669,2786.9757323546687076
4357,7883122.0565073471516,8250147.9780226238072,0,106090.94192853348795,8042.3378602984121244,5569.6244858046684385
4358,7889892.5785051016137,8252850.0948678059503,0,106090.94192853348795,8042.3378602984121244,5569.6244858046684385
4359,7896663.1005028560758,8255552.2117129880935,0,106090.94192853348795,8042.3378602984121244,5569.6244858046684385
4360,7903433.6225006105378,8258254.3285581702366,0,106090.94192853348795,8042.3378602984121244,5569.6244858046684385
4361,7910204.1444983649999,8260956.4454033523798,0,106090.94192853348795,8042.3378602984121244,5569.6244858046684385
4362,7916974.666496119462,8261339.8343890029937,0,92630.292640659507015,8042.3378602984121244,5569.6244858046684385
4363,7923745.188493873924,8258401.6336959376931,0,72809.152308039396303,8042.3378602984121244,5569.6244858046684385
4364,7930515.7104916283861,8254162.780541120097,0,55235.111419179113,8042.3378602984121244,5054.0542364358025225
4365,7937286.2324893828481,8249923.927386302501,0,40390.234479134436697,8042.3378602984121244,3538.7853190875903238
4366,7944056.7544871373102,8245685.0742314849049,0,21415.135490000000573,8042.3378602984121244,1403.6201392405664592
4367,7950827.2764848917723,8241446.2210766673088,0,0,0,0
4368,7921715.2136851930991,8237207.3679218497127,0,0,0,0
4369,7910940.3691484928131,8232968.5147670321167,0,0,0,0
4370,7908605.5606897724792,8228729.6616122145206,0,0,0,0
4371,7915376.0826875269413,8231431.7784573966637,0,0,0,0
4372,7922146.6046852814034,8234133.8953025788069,2988.9164194511367896,0,1855.3850614916575523,2782.6487534499997309
4373,7928917.1266830358654,8236836.01214776095,7247.5797636723518735,0,6485.7112322111806861,5565.2975068999994619
4374,7935687.6486807903275,8239538.1289929430932,11163.858336941368179,0,6485.7112322111806861,6151.1182931000021199
4375,7933541.6025114199147,8237187.3045514589176,11163.858336941368179,0,6485.7112322111806861,6151.1182931000021199
4376,7918157.0922632794827,8232948.4513966413215,11163.858336941368179,0,6485.7112322111806861,6151.1182931000021199
4377,7914396.1861295392737,8228709.5982418237254,11163.858336941368179,0,6485.7112322111806861,6151.1182931000021199
4378,7921166.7081272937357,8231411.7150870058686,11163.858336941368179,0,6485.7112322111806861,6151.1182931000021199
4379,7927937.2301250481978,8234113.8319321880117,14629.460437233208722,0,8970.6469485263914976,6151.1182931000021199
4380,7934707.7521228026599,8236815.9487773701549,16022.023192459178972,0,26004.059903992605541,8933.7670465500013961
4381,7941478.2741205571219,8239518.065622552298,22910.932805913522316,0,32265.821445983518061,11716.415800000000672
4382,7948248.796118311584,8242220.1824677344412,22910.932805913522316,0,32265.821445983518061,11716.415800000000672
4383,7954006.1305588744581,8243347.7578197885305,22910.932805913522316,0,32265.821445983518061,11716.415800000000672
4384,7934732.1479993220419,8239108.9046649709344,22910.932805913522316,0,32265.821445983518061,11716.415800000000672
4385,7899585.6496670767665,8234870.0515101533383,22910.932805913522316,0,21543.673589050504233,11716.415800000000672
4386,7864439.1513348314911,8230631.1983553357422,20420.482378970715217,0,5802.2692964896377816,8787.3118490000015299
4387,7829292.6530025862157,8226392.3452005181462,16118.762966220303497,0,0,5858.2079020000001037
4388,7807580.6919958116487,8222153.4920457005501,11619.021012918528868,0,0,2929.1039510000000519
4389,7802582.389015278779,8217914.638890882954,8093.9429589514111285,0,0,0
4390,7801971.7757446439937,8213675.7857360653579,3094.6925949526630575,0,0,0
4391,7799049.8346656188369,8209436.9325812477618,0,0,0,0
4392,7805820.3566633732989,8210918.2361807273701,0,0,0,0
4393,7812590.878661127761,8213620.3530259095132,0,0,0,0
4394,7819361.4006588822231,8216322.4698710916564,0,0,0,0
4395,7826131.9226566366851,8219024.5867162737995,0,0,0,0
4396,7832902.4446543911472,8221726.7035614559427,0,0,0,0
4397,7839672.9666521456093,8224428.8204066380858,1196.5143581054137485,0,0,0
4398,7846443.4886499000713,8227130.937251820229,1196.5143581054137485,2607.6259697403074824,0,2782.6487534499997309
4399,7853214.0106476545334,8229833.0540970023721,2742.7453769765343168,4341.6870054205937777,0,2782.6487534499997309
4400,7859984.5326454089954,8232535.1709421845153,3115.7172976696856495,4341.6870054205937777,0,2782.6487534499997309
4401,7866755.0546431634575,8235237.2877873666584,3115.7172976696856495,4341.6870054205937777,0,2782.6487534499997309
4402,7873525.5766409179196,8237939.4046325488016,3115.7172976696856495,22887.194339760593721,2711.5691206848227921,2782.6487534499997309
4403,7880296.0986386723816,8240641.5214777309448,3115.7172976696856495,22887.194339760593721,48354.974691358256678,2782.6487534499997309
4404,7887066.6206364268437,8243343.6383229130879,3115.7172976696856495,41432.701674100593664,78195.706008946159272,2965.8165988554696924
4405,7893837.1426341813058,8246045.7551680952311,3115.7172976696856495,41432.701674100593664,111194.75030254099693,5292.4484191473075043
4406,7900607.6646319357678,8248747.8720132773742,3394.5419001696154737,41432.701674100593664,125542.47562120482326,8075.0971725973067805
4407,7907378.1866296902299,8251449.9888584595174,3394.5419001696154737,41432.701674100593664,125542.47562120482326,8933.7670465500013961
4408,7914148.708627444692,8254152.1057036416605,3394.5419001696154737,41432.701674100593664,125542.47562120482326,8933.7670465500013961
4409,7920919.230625199154,8256854.2225488238037,3394.5419001696154737,41432.701674100593664,119395.81802941793285,8933.7670465500013961
4410,7927689.7526229536161,8259556.3393940059468,3394.5419001696154737,41432.701674100593664,101757.84881932682765,8933.7670465500013961
4411,7934460.2746207080781,8259391.2915489953011,3394.5419001696154737,41432.701674100593664,83607.120227212551981,8933.7670465500013961
4412,7941230.7966184625402,8257258.1053282488137,3394.5419001696154737,41432.701674100593664,74626.382036118069664,8933.7670465500013961
4413,7948001.3186162170023,8253977.5800788551569,3394.5419001696154737,41432.701674100593664,74626.382036118069664,8933.7670465500013961
4414,7954771.8406139714643,8250627.0275276713073,3394.5419001696154737,41432.701674100593664,74626.382036118069664,8933.7670465500013961
4415,7961542.3626117259264,8247766.1327011836693,3394.5419001696154737,41432.701674100593664,74626.382036118069664,8933.7670465500013961
4416,7968312.8846094803885,8244997.8798650670797,3394.5419001696154737,41432.701674100593664,65142.172265516775951,8933.7670465500013961
4417,7975083.4066072348505,8247142.5369468526915,3394.5419001696154737,41432.701674100593664,65142.172265516775951,8933.7670465500013961
4418,7981853.9286049893126,8249844.6537920348346,3394.5419001696154737,41432.701674100593664,65142.172265516775951,8933.7670465500013961
4419,7988624.4506027437747,8252546.7706372169778,3394.5419001696154737,47945.468138375312265,65142.172265516775951,8933.7670465500013961
4420,7995394.9726004982367,8255248.8874823991209,6059.2621433426702424,47945.468138375312265,90188.967915165878367,8933.7670465500013961
4421,8002165.4945982526988,8257951.0043275812641,7638.532383190406108,47945.468138375312265,125491.37751710883458,11716.415800000000672
4422,8008936.0165960071608,8260653.1211727634072,11882.280494708145852,66490.975472715304932,139708.21489724100684,11716.415800000000672
4423,8015706.5385937616229,8263355.2380179455504,11882.280494708145852,77468.456609281303827,139708.21489724100684,11716.415800000000672
4424,8022477.060591516085,8266057.3548631276935,11882.280494708145852,77468.456609281303827,139708.21489724100684,11716.415800000000672
4425,8029247.582589270547,8268759.4717083098367,11882.280494708145852,77468.456609281303827,139708.21489724100684,11716.415800000000672
4426,8036018.1045870250091,8271461.5885534919798,11882.280494708145852,82270.614687197667081,139708.21489724100684,11716.415800000000672
4427,8042788.6265847794712,8274163.705398674123,11882.280494708145852,82270.614687197667081,160688.17584836593596,11716.415800000000672
4428,8049559.1485825339332,8276865.8222438562661,13894.343716480718285,82270.614687197667081,196213.68540321307955,11716.415800000000672
4429,8056329.6705802883953,8279567.9390890384093,18777.421143521820341,82270.614687197667081,223667.03879109345144,11716.415800000000672
4430,8063100.1925780428573,8282270.0559342205524,22866.656850544542976,98413.528952156091691,223667.03879109345144,11716.415800000000672
4431,8069870.7145757973194,8284972.1727794026956,23440.360793395528162,98413.528952156091691,223667.03879109345144,11716.415800000000672
4432,8076641.2365735517815,8287674.2896245848387,23440.360793395528162,98413.528952156091691,223667.03879109345144,11716.415800000000672
4433,8083411.7585713062435,8287334.8419134709984,23440.360793395528162,98413.528952156091691,223667.03879109345144,11716.415800000000672
4434,8090182.2805690607056,8283095.9887586534023,21282.834026054748392,98413.528952156091691,220725.72065778909018,8787.3118490000015299
4435,8096952.8025668151677,8278857.1356038358063,16690.546787932034931,98413.528952156091691,215701.01416595114279,5858.2079020000001037
4436,8103723.3245645696297,8274618.2824490182102,11755.181562912235677,98413.528952156091691,215701.01416595114279,2929.1039510000000519
4437,8110493.8465623240918,8270379.4292942006141,5060.1313363910667249,98413.528952156091691,215701.01416595114279,2929.1039510000000519
4438,8117264.3685600785539,8266140.576139383018,68.24704544193809852,101130.20417226054997,215701.01416595114279,2929.1039510000000519
4439,8124034.8905578330159,8261901.7229845654219,0,101130.20417226054997,215701.01416595114279,0
4440,8130805.412555587478,8260139.4453655770048,0,101130.20417226054997,215701.01416595114279,0
4441,8137575.93455334194,8262841.562210759148,0,101130.20417226054997,215701.01416595114279,0
4442,8144346.4565510964021,8265543.6790559412912,0,101130.20417226054997,220503.99213189177681,0
4443,8151116.9785488508642,8268245.7959011234343,0,119675.71150660054991,220503.99213189177681,0
4444,8157887.5005466053262,8270947.9127463055775,138.65541597813117392,138221.21884094056441,233129.3572271312587,0
4445,8164658.0225443597883,8273650.0295914877206,138.65541597813117392,156766.7261752805789,248518.88930478497059,1795.2638912461789005
4446,8171428.5445421142504,8276352.1464366698638,138.65541597813117392,175312.2335096205934,254139.15249633023632,3954.725966733338737
4447,8178199.0665398687124,8279054.2632818520069,138.65541597813117392,175312.2335096205934,254139.15249633023632,3954.725966733338737
4448,8184969.5885376231745,8281756.3801270341501,138.65541597813117392,175312.2335096205934,254139.15249633023632,3954.725966733338737
4449,8191740.1105353776366,8284458.4969722162932,138.65541597813117392,175312.2335096205934,254139.15249633023632,3954.725966733338737
4450,8198510.6325331320986,8287160.6138173984364,138.65541597813117392,175312.2335096205934,280419.93773987080203,3954.725966733338737
4451,8205281.1545308865607,8289862.7306625805795,138.65541597813117392,193857.74084396060789,304421.29285458719824,3954.725966733338737
4452,8212051.6765286410227,8292564.8475077627227,196.28840201088962658,205837.79531852988293,347122.36140725208679,3954.725966733338737
4453,8218822.1985263954848,8295266.9643529448658,196.28840201088962658,205837.79531852988293,387909.01659999997355,6737.3747201833384679
4454,8225592.7205241499469,8297969.081198127009,698.79962183509633178,212278.35190187528497,387909.01659999997355,8488.0929065559175797
4455,8232363.2425219044089,8300671.1980433091521,698.79962183509633178,192736.21941000001971,387909.01659999997355,8488.0929065559175797
4456,8239133.764519658871,8303373.3148884912953,698.79962183509633178,171321.08392000000458,354526.63453718484379,8488.0929065559175797
4457,8245904.2865174133331,8306075.4317336734384,698.79962183509633178,149905.94842999998946,283562.53578527556965,8488.0929065559175797
4458,8252674.8085151677951,8301836.5785788558424,698.79962183509633178,128490.81294000000344,206670.32835314644035,7197.6275008199281729
4459,8259445.3305129222572,8297597.7254240382463,126.6863208694558125,107075.67745000000286,135297.00908694538521,4268.523549819928121
4460,8266215.8525106767192,8293358.8722692206502,0,85660.541960000002291,80525.907822380861035,1339.4195988199280691
4461,8272986.3745084311813,8289120.0191144030541,0,64245.406470000001718,43996.959735563847062,0
4462,8279756.8965061856434,8285546.1131274877116,0,42830.270980000001146,19005.948343495801964,0
4463,8286527.4185039401054,8283628.6905204439536,0,21415.135490000000573,0,0
4464,8293297.9405016945675,8286330.8073656260967,0,0,0,0
4465,8300068.4624994490296,8289032.9242108082399,0,0,0,0
4466,8306838.9844972034916,8291735.041055990383,0,0,0,0
4467,8313609.5064949579537,8294437.1579011725262,0,0,14492.51129447499261,0
4468,8320380.0284927124158,8297139.2747463546693,0,0,41087.134496931241301,0
4469,8327150.5504904668778,8299841.3915915368125,0,0,68559.659273252022103,0
4470,8333921.0724882213399,8302543.5084367189556,0,0,86849.444568236169289,0
4471,8340691.5944859758019,8305245.6252819010988,0,0,86849.444568236169289,0
4472,8347462.116483730264,8307947.7421270832419,0,0,77057.314632841502316,0
4473,8354232.6384814847261,8310649.8589722653851,0,0,74471.281440131773707,0
4474,8361003.1604792391881,8313351.9758174475282,0,0,74471.281440131773707,0
4475,8367773.6824769936502,8316054.0926626296714,0,0,85063.158201817263034,0
4476,8374544.2044747481123,8318756.2095078118145,0,0,107123.23309985027299,0
4477,8381314.7264725025743,8321458.3263529939577,0,0,134867.57241952806362,0
4478,8388085.2484702570364,8324160.4431981761009,0,0,144515.40566820729873,0
4479,8394855.7704680114985,8326862.560043358244,0,0,144515.40566820729873,0
4480,8401626.2924657668918,8329564.6768885403872,0,0,130143.18576283103903,0
4481,8408396.8144635222852,8332266.7937337225303,0,0,95408.330567111886921,0
4482,8415167.3364612776786,8334223.8845286983997,0,0,59462.094374283202342,0
4483,8421937.858459033072,8333806.0411943309009,0,0,32328.634266901179217,0
4484,8428708.3804567884654,8333500.275163189508,0,0,22097.393980266897415,0
4485,8435478.9024545438588,8333144.1988862771541,0,0,22097.393980266897415,0
4486,8442249.4244522992522,8332717.4588565574959,0,0,18422.096568950983055,0
4487,8449019.9464500546455,8332443.6492576478049,0,0,7462.576408067245211,0
4488,8455790.4684478100389,8333683.3738641254604,0,0,0,0
4489,8462560.9904455654323,8336385.4907093076035,0,0,0,0
4490,8469331.5124433208257,8339087.6075544897467,0,0,0,0
4491,8476102.0344410762191,8341789.7243996718898,0,0,0,0
4492,8482872.5564388316125,8344491.841244854033,0,0,0,0
4493,8489643.0784365870059,8347193.9580900361761,0,0,0,0
4494,8496413.6004343423992,8349896.0749352183193,0,0,0,0
4495,8503184.1224320977926,8352598.1917804004624,0,0,0,0
4496,8509954.644429853186,8355300.3086255826056,0,0,0,0
4497,8516725.1664276085794,8358002.4254707647488,0,0,0,0
4498,8523495.6884253639728,8360704.5423159468919,0,0,13793.396405870780654,0
4499,8530266.2104231193662,8363406.6591611290351,0,0,55547.425139293722168,0
4500,8537036.7324208747596,8366108.7760063111782,0,0,113125.42998526917654,0
4501,8543807.2544186301529,8368810.8928514933214,0,0,155221.07035247093881,0
4502,8550577.7764163855463,8371513.0096966754645,0,0,174745.90107251924928,0
4503,8557348.2984141409397,8374215.1265418576077,0,0,174745.90107251924928,0
4504,8564118.8204118963331,8376917.2433870397508,0,0,174745.90107251924928,0
4505,8570889.3424096517265,8379619.360232221894,0,0,158828.26225663808873,0
4506,8577659.8644074071199,8382321.4770774040371,0,0,131059.04767271826859,0
4507,8584430.3864051625133,8385023.5939225861803,0,0,100329.74791149665543,0
4508,8591200.9084029179066,8387052.1784985614941,0,0,78729.564220477463095,0
4509,8597971.4304006733,8389087.622948911041,0,0,65975.522638692214969,0
4510,8604741.9523984286934,8391789.7397940922529,0,0,50791.928524010174442,0
4511,8611512.4743961840868,8394491.8566392734647,0,0,26597.22654907690594,0
4512,8618282.9963939394802,8397193.9734844546765,0,0,6657.9277921416942263,0
4513,8625053.5183916948736,8399896.0903296358883,0,0,816.13237497966110823,0
4514,8631824.040389450267,8402598.2071748171002,0,0,0,0
4515,8638594.5623872056603,8405300.324019998312,0,0,0,0
4516,8645365.0843849610537,8408002.4408651795238,0,0,0,0
4517,8652135.6063827164471,8410704.5577103607357,0,0,10801.305609517725316,0
4518,8658906.1283804718405,8413406.6745555419475,0,0,33205.584608522774943,0
4519,8665676.6503782272339,8416108.7914007231593,0,0,46478.246205686031317,0
4520,8672447.1723759826273,8418810.9082459043711,0,0,52008.411220953421434,0
4521,8679217.6943737380207,8421513.025091085583,0,0,60853.676089135493385,0
4522,8685988.216371493414,8424215.1419362667948,0,0,83507.035239862452727,0
4523,8692758.7383692488074,8426917.2587814480066,0,0,121237.93165819061687,0
4524,8699529.2603670042008,8429619.3756266292185,0,0,173724.38844955229433,0
4525,8706299.7823647595942,8432321.4924718104303,0,0,226285.17261459305882,0
4526,8713070.3043625149876,8435023.6093169916421,0,0,272132.64789600303629,0
4527,8719840.826360270381,8437725.7261621728539,0,0,296614.08852081123041,0
4528,8726611.3483580257744,8440427.8430073540658,0,0,296614.08852081123041,0
4529,8733381.8703557811677,8443129.9598525352776,0,0,289045.38135207543382,0
4530,8740152.3923535365611,8445832.0766977164894,0,0,261733.35492214397527,0
4531,8746922.9143512919545,8448534.1935428977013,0,0,221867.87706552026793,0
4532,8753693.4363490473479,8451236.3103880789131,0,0,177628.56818596657831,0
4533,8760463.9583468027413,8453938.4272332601249,0,0,129248.20184638282808,0
4534,8767234.4803445581347,8456640.5440784413368,0,0,71400.450718117557699,0
4535,8774005.0023423135281,8459342.6609236225486,0,0,0,0
4536,8739249.7561543602496,8462923.5072498712689,0,0,0,0
4537,8746411.53029640764,8466504.3535761199892,0,0,0,0
4538,8753573.3044384550303,8470085.1999023687094,0,0,0,0
4539,8760735.0785805024207,8473666.0462286174297,0,0,7477.0725241603158793,0
4540,8767896.852722549811,8477246.89255486615,0,0,26229.378973022467108,0
4541,8775058.6268645972013,8480827.7388811148703,0,0,45235.085690432591946,491.87648964925529071
4542,8782220.4010066445917,8484408.5852073635906,0,0,52159.518825644321623,491.87648964925529071
4543,8789382.175148691982,8487989.4315336123109,0,0,52159.518825644321623,491.87648964925529071
