Timestep,Node_0
0,45.131999999999997897
1,45.131999999999997897
2,45.131999999999997897
3,45.131999999999997897
4,45.131999999999997897
5,45.131999999999997897
6,45.131999999999997897
7,45.131999999999997897
8,45.131999999999997897
9,45.131999999999997897
10,45.131999999999997897
11,45.131999999999997897
12,45.131999999999997897
13,45.131999999999997897
14,45.131999999999997897
15,45.131999999999997897
16,52.115473441108541408
17,52.115473441108541408
18,52.115473441108541408
19,52.115473441108541408
20,52.115473441108541408
21,52.115473441108541408
22,52.115473441108541408
23,45.131999999999997897
