Timestep,ES>PT,ES>FR,PT>FR
0,2676.6017036311068296,-664.9319092087143872,0
1,2420.6100305253548868,1833.6644855430295138,0
2,2402.0853466532244056,3243.2866365378831688,0
3,2037.712380305419174,5276.9092317574395565,0
4,1617.9596615848058718,5652.8940000000002328,0
5,1409.2640411366246553,5652.8940000000002328,0
6,1570.1059397765811809,5652.8940000000002328,0
7,1963.0830642384653402,5652.8940000000002328,0
8,2025.397571664937459,5652.8940000000002328,0
9,1857.9786377969930982,-5652.8940000000002328,0
10,1321.7125713648974852,-5652.8940000000002328,0
11,253.9737179733983794,-5652.8940000000002328,0
12,-135.9151581417372654,-5652.8940000000002328,0
13,-1044.9467561047822528,-5652.8940000000002328,0
14,-1100.4112524716256303,-5652.8940000000002328,0
15,-1248.913583116749578,5652.8940000000002328,0
16,-1243.4558440715281904,5652.8940000000002328,0
17,-1175.8327269073597563,4812.6456623020967527,0
18,-856.18860729843981971,1655.9842765327248344,0
19,-46.624905352768109879,-1817.6746883447594882,0
20,279.87249032225918199,-3350.1338464440905227,0
21,530.42499829626649444,-3599.954881340448992,0
22,55.566045760519045871,-5652.8940000000002328,0
23,1941.5353570778752328,-5652.8940000000002328,0
24,2771.3155275112858362,-3713.9695640535628627,0
25,2463.6040785859495372,-699.03352378696399683,0
26,2393.3667546541191768,1243.3205652213573558,0
27,2245.4013053187100013,3190.9036239415636373,0
28,2034.4411363761055327,4790.2682041055131776,0
29,1911.7261430913540607,5636.0380039078372647,0
30,1599.3745100633150287,5652.8940000000002328,0
31,1196.2883246934225099,5652.8940000000002328,0
32,1060.0594322569850192,5652.8940000000002328,0
33,703.6668530550741707,-448.9784626008477062,0
34,-479.02922715869863168,-5652.8940000000002328,0
35,-1221.6977312736544263,-5652.8940000000002328,0
36,-1451.336468574416358,-5652.8940000000002328,0
37,-1711.3742583514504076,-5652.8940000000002328,0
38,-1681.1412838968044525,-5652.8940000000002328,0
39,-1384.0411901529296301,5652.8940000000002328,0
40,-887.41938201200537151,5652.8940000000002328,0
41,-53.644474320804874878,3211.631809686710767,0
42,1067.4677098858264799,-1146.2860321007938182,0
43,2637.1146964044337437,-5424.6662250068284266,0
44,1910.7584665898539242,-5652.8940000000002328,0
45,1611.9097373330932896,-4656.5946677734373225,0
46,801.99212384798374842,-5652.8940000000002328,0
47,1948.9349215961701702,-5652.8940000000002328,0
48,3509.336337297366299,-4573.2291567041947928,0
49,3107.0304303718721712,-1561.7393607761687235,0
50,2892.9916397206161491,471.90397520820442878,0
51,2497.0045439004261425,2777.9452906714268465,0
52,2139.0283359930399456,4632.184379662045103,0
53,1810.7452204666833495,5652.8940000000002328,0
54,1401.3538050636061598,5652.8940000000002328,0
55,1231.6362625883994042,5652.8940000000002328,0
56,1319.628510571793413,5652.8940000000002328,0
57,184.07398832923536247,5652.8940000000002328,0
58,-1132.0884773807720194,-5652.8940000000002328,0
59,-2283.4644285806098196,-5652.8940000000002328,0
60,-3070.7464127757957613,-5652.8940000000002328,0
61,-3509.8777299769153615,-5652.8940000000002328,0
62,-3524.1293839250247402,-5652.8940000000002328,0
63,-3012.9080701492493972,-4677.6160056099179201,0
64,-2263.0850825099223584,5652.8940000000002328,0
65,-1299.3760676654983399,5652.8940000000002328,0
66,-8.032856731992069399,2810.2451586961797148,0
67,1265.6800781020301656,-1512.0277716172513465,0
68,1542.2964280278920342,-2168.0498617481734982,0
69,1562.4280547318194294,-1506.0886478027241537,0
70,2607.7415705121748033,-5652.8940000000002328,0
71,2810.256045376036127,-4634.8296051534471189,0
72,2419.1943153996235196,-1936.8686771038755978,0
73,1897.4256614876303502,911.73889169010180922,0
74,1605.7000315017985486,2655.4687946272561021,0
75,1495.587940488174354,4559.3606430781837844,0
76,1511.5116488088733604,5652.8940000000002328,0
77,1585.8476862070419884,5652.8940000000002328,0
78,1559.2198653176210428,5652.8940000000002328,0
79,1678.9039351825413178,5652.8940000000002328,0
80,1746.1237686078320621,5652.8940000000002328,0
81,941.32187255137614557,5652.8940000000002328,0
82,-43.855469289832399227,-5652.8940000000002328,0
83,-795.07024424917472061,-5652.8940000000002328,0
84,-1240.3031816930924833,-5652.8940000000002328,0
85,-1799.2107413542416907,-5652.8940000000002328,0
86,-1970.6242697162233526,-5652.8940000000002328,0
87,-1948.9695300019193382,4656.6161029565264471,0
88,-1626.0514610268601245,5652.8940000000002328,0
89,-691.75330759544158354,5652.8940000000002328,0
90,557.30650557898479747,3372.884752429141372,0
91,1912.9257481950744477,-1480.0570469742015121,0
92,2277.0966266849036401,-2285.1063997011997344,0
93,2279.4007402055203784,-1839.3508934457786381,0
94,3015.3886865285894601,-5258.1335021443737787,0
95,2743.1521659888494469,-3548.7556475970413885,0
96,2332.3539455637856008,-614.56797089798601519,0
97,1755.5488739165830339,2430.0398180623869848,0
98,1252.9506979787156524,4401.2698450559255434,0
99,743.63736057608457486,5652.8940000000002328,0
100,588.59321584798271942,5652.8940000000002328,0
101,454.58172157911303657,5652.8940000000002328,0
102,454.01640665034938138,5652.8940000000002328,0
103,918.74220021237306355,5652.8940000000002328,0
104,1050.3831396854757259,105.75434322998626158,0
105,437.85324066808789212,-5652.8940000000002328,0
106,-324.91419988319285039,-5652.8940000000002328,0
107,-758.36219989470737346,-5652.8940000000002328,0
108,-979.65408743505213351,-5652.8940000000002328,0
109,-1252.8248819760101469,-5652.8940000000002328,0
110,-1210.6070660957720975,-5652.8940000000002328,0
111,-956.9479272386233788,-5652.8940000000002328,0
112,-333.99162070308375405,-5652.8940000000002328,0
113,612.69951547680648218,5652.8940000000002328,0
114,1769.2470596910006861,610.35497508786465914,0
115,3108.4127256349484014,-3798.5095396757051276,0
116,3360.0522666626384307,-4101.6042306624876801,0
117,3547.5861533203515137,-3668.5735072566985764,0
118,2456.7203393844465609,-5652.8940000000002328,0
119,2824.9652477368581458,-5652.8940000000002328,0
120,4525.0987708228476549,-5354.5707167516502523,0
121,3961.618354685317172,-2355.8659091036861355,0
122,3471.3928414032434375,-177.04607154803125013,0
123,2993.9091960791038218,2230.6819237741592588,0
124,2890.3496297915658033,3853.5634472956953687,0
125,2860.3867780097052673,4942.5072911353272502,0
126,2590.4841615471218574,5652.8940000000002328,0
127,1867.1504088359306479,-5333.3730423938832246,0
128,1071.5648561161224279,-5652.8940000000002328,0
129,352.42135807240083523,-5652.8940000000002328,0
130,-544.22194775890420715,-5652.8940000000002328,0
131,-1279.5592853699108673,-5652.8940000000002328,0
132,-413.03202604952093679,-5652.8940000000002328,0
133,-292.63996599572419655,-5652.8940000000002328,0
134,-378.83177997580060037,-5652.8940000000002328,0
135,-1193.6021281999092025,-5652.8940000000002328,0
136,-1257.8445183489102419,-5652.8940000000002328,0
137,-48.506653449399891542,5652.8940000000002328,0
138,1157.9624337260011089,5652.8940000000002328,0
139,2693.2577358123362501,268.1343820511829108,0
140,3662.4636942742654355,-2174.9909753828760586,0
141,3891.0661437843318708,-2428.8848371739222785,0
142,4498.1883011647951207,-5652.8940000000002328,0
143,1815.8426558364362791,-2758.2536507498070932,0
144,1993.6932098136749119,-1335.2153948196501005,0
145,3915.8113065617244501,-521.30665533360570407,0
146,3398.88705640011176,2070.3741784419617034,0
147,2767.429321364851603,4864.1409130436777559,0
148,2328.8939317262211262,5652.8940000000002328,0
149,2025.5447513830777098,5652.8940000000002328,0
150,1421.0326329318086209,3742.9857933221792337,0
151,722.42157281086929288,-5652.8940000000002328,0
152,-411.70671768843203608,-5652.8940000000002328,0
153,-283.67916576203060686,-5652.8940000000002328,0
