Timestep,ES>PT,ES>FR,PT>FR
0,835.38109960648307606,3358.7239773834398875,0
1,468.39659385081449727,5652.8940000000002328,0
2,246.36468734594291163,3889.1159437716414686,0
3,-17.652464323033200344,-5652.8940000000002328,0
4,-279.79922661023829278,-5652.8940000000002328,0
5,-425.93453272463830217,-5652.8940000000002328,0
6,-393.37650389621467184,-5652.8940000000002328,0
7,293.2495093423040089,-5652.8940000000002328,0
8,1228.2014930767390979,-5652.8940000000002328,0
9,378.83934266158939863,-5652.8940000000002328,0
10,-645.60592171986354515,-4905.9959162380546331,0
11,-1809.8747930051886215,-5652.8940000000002328,0
12,-2309.167614620502718,-5652.8940000000002328,0
13,-2440.4613230403101625,-5652.8940000000002328,0
14,-2162.9130346762067347,-5652.8940000000002328,0
15,-1549.9389644347265858,-5652.8940000000002328,0
16,-674.94175856759829912,-5652.8940000000002328,0
17,683.08579046542763535,5652.8940000000002328,0
18,2349.9698709971044082,1412.0338186374146972,0
19,3943.479095138658522,-4083.5394585657268181,0
20,4318.2111246301265055,-4947.1056247133583383,0
21,3966.7038453281111288,-3913.1482486656532274,0
22,3274.7777544487980776,-5652.8940000000002328,0
23,4269.379551741774776,-5652.8940000000002328,0
24,4329.7970611065584308,-3790.8330868260427451,0
25,3496.5445461640629219,-718.70285128129762597,0
26,3033.5755486926946105,1161.2280867815925376,0
27,2711.0127291951366715,3142.4917567646325551,0
28,2316.6207878858349432,4947.8846520521601633,0
29,2021.3671112345837173,5652.8940000000002328,0
30,1489.3234479384263977,5652.8940000000002328,0
31,1522.288913755237445,5652.8940000000002328,0
32,1886.1946499714304082,-5652.8940000000002328,0
33,949.00724438665019989,-5652.8940000000002328,0
34,247.4585979599323764,-5652.8940000000002328,0
35,-296.81229486163829279,-5652.8940000000002328,0
36,-373.03639708042283019,-5652.8940000000002328,0
37,-510.52272250909118156,-5652.8940000000002328,0
38,-159.30124127317503735,-5652.8940000000002328,0
39,420.53414201032865094,-5652.8940000000002328,0
40,1247.5600765748695267,-5652.8940000000002328,0
41,2444.7510850064973056,2484.5885609963952447,0
42,3731.0320470307169671,-3153.7074024878211276,0
43,3279.156992124117096,-5652.8940000000002328,0
44,3282.8876987120165722,-5652.8940000000002328,0
45,3326.5287640890510374,-5033.5474086297817848,0
46,2795.4688965506229579,-5652.8940000000002328,0
47,2683.4194459405662201,-5652.8940000000002328,0
48,5187.2999394536964246,-5652.8940000000002328,0
49,5013.4477429385678988,-3118.4108079001616716,0
50,4449.6071129541151095,-1159.0971853356886641,0
51,3787.010832913095328,1178.8157225267796093,0
52,3272.1355191760835623,3101.0783761654215596,0
53,3001.5328839435810551,4145.8483517358490644,0
54,3037.7661861392498395,4885.3309342902703065,0
55,3375.5301122294235938,4474.7281825712270802,0
56,3204.6319958455769665,4886.5220689325869898,0
57,2279.5800333927791144,-5652.8940000000002328,0
58,860.56056401383466437,-5652.8940000000002328,0
59,-266.42170335219998378,-5652.8940000000002328,0
60,-974.78916028425192053,-5652.8940000000002328,0
61,-1578.4844349308914389,-5652.8940000000002328,0
62,-1349.4839652601785929,-5652.8940000000002328,0
63,-1191.2558677101569629,-5049.7493985890760086,0
64,-477.08729874166419904,5652.8940000000002328,0
65,625.37945556578597461,5652.8940000000002328,0
66,1900.6676091292874844,1105.405890127530256,0
67,3544.1762475942941819,-3767.2118436498039955,0
68,4377.0202441547080525,-5236.1381603408153751,0
69,5320.0518350746569922,-5652.8940000000002328,0
70,3588.6487425800878555,-5652.8940000000002328,0
71,4498.3671325545874424,-5652.8940000000002328,0
72,6206.2780784718343057,-4960.9493765386941959,0
73,5815.7733521969803405,-2642.1790291142697242,0
74,5552.7315054614891778,-1308.6817413559119814,0
75,5165.1421717040520889,445.87376512527953309,0
76,4856.8121439078349795,1837.6549131963583932,0
77,4688.6608351016811866,2351.4847964903119646,0
78,4581.0189891510999587,2896.7611609011946712,0
79,4433.2315426463665062,2541.9165251023514429,0
80,4223.1429314748465913,2926.423619730034261,0
81,3642.2310981998134594,3705.4522848087435705,0
82,2556.3866687456593354,-5652.8940000000002328,0
83,1493.4221996377436881,-5652.8940000000002328,0
84,555.28028200681364979,-5652.8940000000002328,0
85,-520.0924481015154015,-5652.8940000000002328,0
86,-466.53570903113541135,1325.7828622082597576,0
87,-84.376814024766645161,5652.8940000000002328,0
88,85.233383041468187002,5652.8940000000002328,0
89,971.51145416249892151,5052.5941571105668118,0
90,2242.2647627974974966,-1099.5688030099436219,0
91,3158.454552801544196,-5652.8940000000002328,0
92,2099.0503127415649942,-5652.8940000000002328,0
93,2090.8147941050192458,-5652.8940000000002328,0
94,2538.2884301718931965,-5652.8940000000002328,0
95,2906.7017353306728182,-5652.8940000000002328,0
96,3506.4215950548095861,-5652.8940000000002328,0
97,5902.5632308974263651,-5282.3961945691362416,0
98,5638.485301567323404,-3144.682229016581914,0
99,5305.2693249299227318,-1605.7617950254316384,0
100,4967.0380702927523089,315.52934858885964786,0
101,4821.5014048412194825,1626.8169067850831198,0
102,4711.0627127475345333,2402.1211419517203467,0
103,4429.7144541587313142,2308.3785939371518907,0
