Timestep,ES>PT,ES>FR,PT>FR
0,1645.8447531080009867,1145.0127660048601683,0
1,1114.6890546602962786,3960.9619852765172254,0
2,683.26320558468341915,5652.8940000000002328,0
3,294.19935874154361954,5652.8940000000002328,0
4,-148.4448055268603639,1778.4325339065690059,0
5,-365.61286933092833351,-2915.7485419344739057,0
6,-496.86267402809971827,325.94518907647579908,0
7,-304.56454707606098964,5244.6765219377411995,0
8,-1102.9721318122865341,-5652.8940000000002328,0
9,-2145.6966506350563577,-5652.8940000000002328,0
10,-3188.8857534650851449,-5652.8940000000002328,0
11,-4407.7546812068285362,-5652.8940000000002328,0
12,-5506.0963351923001028,-5652.8940000000002328,0
13,-6581.3859127757095848,-5652.8940000000002328,0
14,-7204.5098406334545871,-5652.8940000000002328,0
15,-7367.3516038864418078,-5652.8940000000002328,0
16,-7151.0581605152856355,-5652.8940000000002328,0
17,-6315.6440171922695299,-5652.8940000000002328,0
18,-5082.6110563639722386,-5652.8940000000002328,0
19,-3584.7218591198325157,-5652.8940000000002328,0
20,-2979.910023036372877,-5652.8940000000002328,0
21,-2534.4882639430234121,-5652.8940000000002328,0
22,164.5915038320235908,-5652.8940000000002328,0
23,474.42597878950437007,-5652.8940000000002328,0
24,270.29480728646012722,-5652.8940000000002328,0
25,-200.2712723854028809,-5652.8940000000002328,0
26,-320.42292092277148186,-5652.8940000000002328,0
27,-649.8618854333381023,-5652.8940000000002328,0
28,-716.2888168255740311,-5652.8940000000002328,0
29,-487.20959347639654879,-5652.8940000000002328,0
30,-222.73206516077243577,-5652.8940000000002328,0
31,337.56149013535650738,-5652.8940000000002328,0
32,448.46593172073244205,-5652.8940000000002328,0
33,239.18416109898134891,-5652.8940000000002328,0
34,-173.08319500188736129,-5652.8940000000002328,0
35,-812.28816685731726466,-5652.8940000000002328,0
36,-847.1077535858257761,-5652.8940000000002328,0
37,-983.44847892052894167,-5652.8940000000002328,0
38,-721.64455749109947647,-5652.8940000000002328,0
39,-994.57477404948622279,-5652.8940000000002328,0
40,-1127.5416605803766288,-5652.8940000000002328,0
41,-773.26494281574741763,-5652.8940000000002328,0
42,296.77584938242580392,-5652.8940000000002328,0
43,1556.9743375763409858,-5652.8940000000002328,0
44,2330.6335036941736689,-5652.8940000000002328,0
45,2684.0971425460475075,-5652.8940000000002328,0
46,2438.9329390184648219,-5652.8940000000002328,0
47,3950.6615844933330663,-5652.8940000000002328,0
48,3658.5700587617857309,-5652.8940000000002328,0
49,3516.0087643883553028,-5652.8940000000002328,0
50,3604.5447804623145203,-5652.8940000000002328,0
51,3400.9926118068246979,-5652.8940000000002328,0
52,3182.2268576379256046,-5652.8940000000002328,0
53,3029.6066897966356919,-5652.8940000000002328,0
54,2818.7044382043577571,-5652.8940000000002328,0
55,2686.2547778694870431,-5652.8940000000002328,0
56,2618.0503023950632269,-5652.8940000000002328,0
57,1962.0320559033270911,-5652.8940000000002328,0
58,784.73304528216613107,-5652.8940000000002328,0
59,-618.4081078321669338,-5652.8940000000002328,0
60,-840.56820951494592009,-5652.8940000000002328,0
61,612.11893200851591246,-5652.8940000000002328,0
62,613.2281155974324065,-5652.8940000000002328,0
63,-321.47394356176664587,-5652.8940000000002328,0
64,-2064.7525042284596566,-5652.8940000000002328,0
65,-1505.2048321007241611,-5652.8940000000002328,0
66,-484.56176740633782174,-5652.8940000000002328,0
67,478.99137722157502139,-5652.8940000000002328,0
68,1755.8277648923303786,-5652.8940000000002328,0
69,2497.8543670532371834,-5652.8940000000002328,0
70,1298.0867241315718275,-5652.8940000000002328,0
71,1908.383660528153996,-5652.8940000000002328,0
72,4580.3060563411236217,-5652.8940000000002328,0
73,4467.0517960198403671,-5652.8940000000002328,0
74,3632.3518931586386316,-5652.8940000000002328,0
75,3148.5986765568686678,-5652.8940000000002328,0
76,2999.9230074042779961,-5652.8940000000002328,0
77,2943.4938004259183799,-5652.8940000000002328,0
78,2854.155007740212568,-5652.8940000000002328,0
79,2607.4272970878300839,-5652.8940000000002328,0
80,1510.0659671151233852,-5652.8940000000002328,0
81,1084.576493881283568,-5652.8940000000002328,0
82,-143.17440215060560149,-5652.8940000000002328,0
83,-935.27785371362369915,-5652.8940000000002328,0
84,-2506.6889206263513188,-5652.8940000000002328,0
85,-962.86432738586518099,-5652.8940000000002328,0
86,-1407.9715563438894605,-5652.8940000000002328,0
87,-2317.7464342422172194,-5652.8940000000002328,0
88,-4109.0984417941072024,-5652.8940000000002328,0
