Timestep,ES>PT,ES>FR,PT>FR
0,2455.6128930704808226,918.37329890465389326,0
1,2176.8147109702758826,3198.8547455633242862,0
2,2005.369861971096725,4403.2338314199396336,0
3,2077.404778339454424,5652.8940000000002328,0
4,2165.6644759280825383,5652.8940000000002328,0
5,2348.2311302372677346,5652.8940000000002328,0
6,2412.4565644026924929,5652.8940000000002328,0
7,2345.1567764467517918,5652.8940000000002328,0
8,1767.6541178979232427,5652.8940000000002328,0
9,880.94175348675344139,-5652.8940000000002328,0
10,-319.11629146071391006,-5652.8940000000002328,0
11,-1390.5481517975331371,-5652.8940000000002328,0
12,-2146.9252025446712651,-5652.8940000000002328,0
13,-2789.2314876375749009,-5652.8940000000002328,0
14,-3199.8151157657721342,-5652.8940000000002328,0
15,-3196.9795087064030668,5652.8940000000002328,0
16,-3261.1225742525839451,5652.8940000000002328,0
17,-2740.4448989356842503,5652.8940000000002328,0
18,-2271.8306195300792751,5652.8940000000002328,0
19,-1075.1651222974596749,1647.8652424509618868,0
20,-168.75776252074865624,-593.22419602891750401,0
21,1088.9655844628414343,-1902.5394620231672889,0
22,1724.6365897036012029,-5652.8940000000002328,0
23,3035.5390647645617719,-5652.8940000000002328,0
24,2966.60771532382023,-3539.7620571542774996,0
25,2391.4174103761133665,-654.14212805751867563,0
26,2162.6555371030708557,955.90667247882720403,0
27,2098.2290332926640986,2672.9345718456970644,0
28,2054.8300900753592941,4150.1927309726161184,0
29,2081.5257399252795949,4940.4064426486338562,0
30,1978.8589653571298186,5652.8940000000002328,0
31,2165.1596024690461491,5652.8940000000002328,0
32,2021.3211617405167999,5652.8940000000002328,0
33,1247.235489038801461,5652.8940000000002328,0
34,-29.097380457338658744,-3179.1753581294906326,0
35,-844.57175263961471501,-5652.8940000000002328,0
36,-1444.2038069244863436,-5652.8940000000002328,0
37,-2023.6945544733225688,-5652.8940000000002328,0
38,-2063.7502838252694346,-5652.8940000000002328,0
39,-1699.7588677554340393,5652.8940000000002328,0
40,-1025.1397583866801142,5652.8940000000002328,0
41,159.23697667211126827,5652.8940000000002328,0
42,1438.2690339652081093,1530.4766740331278925,0
