Timestep,ES>PT,ES>FR,PT>FR
0,3174.4527392745221732,-163.03754656988166971,0
1,2837.3030657273766337,2552.4735910382441944,0
2,2581.7841608525341144,4568.7170094270768459,0
3,2226.916066847973525,5652.8940000000002328,0
4,1902.6517126176449892,5652.8940000000002328,0
5,1854.5523500820336267,5652.8940000000002328,0
6,1899.3258448544065686,5652.8940000000002328,0
7,1953.7586771175110698,5652.8940000000002328,0
8,1513.4294091751653468,5652.8940000000002328,0
9,1490.0932553717320843,5652.8940000000002328,0
10,591.6732339265763585,-5652.8940000000002328,0
11,88.622767478844252764,-5652.8940000000002328,0
12,301.28898009797921986,-5652.8940000000002328,0
13,-224.93783135284320451,-5652.8940000000002328,0
14,-509.37941057860916771,-5652.8940000000002328,0
15,-1028.8468745278714778,5652.8940000000002328,0
16,-1186.9841309629846364,5652.8940000000002328,0
17,-496.50448653105740959,5652.8940000000002328,0
18,600.89222575247913483,5652.8940000000002328,0
19,1970.1985872537998148,546.84894273518057162,0
20,3069.7039384745130519,-2610.1863150969784328,0
21,3394.0260178892986005,-3578.1551802180310915,0
22,2573.2082807686019805,-5652.8940000000002328,0
23,3466.7869565202563535,-5652.8940000000002328,0
24,3878.475316061155354,-3803.0209048849619649,0
25,3357.4739738439220673,-705.90547420571056136,0
26,3086.5980507048170693,1100.9798348415934015,0
27,2612.2622917312464779,3479.1053925502428683,0
28,2116.9527971891529887,5532.7465750109386136,0
29,1741.5874341855642342,5652.8940000000002328,0
30,1504.3725174871669878,5652.8940000000002328,0
31,1120.3919811528294304,5652.8940000000002328,0
32,682.61795859308676881,5652.8940000000002328,0
33,488.51082584667165065,5652.8940000000002328,0
34,-235.88694577169735567,-5652.8940000000002328,0
35,-1278.9012793969850463,-5652.8940000000002328,0
36,-1829.9185868231561471,-5652.8940000000002328,0
37,115.64636715592314431,-4813.0214681729266886,0
38,-690.71704143633542117,-3363.8820290314833983,0
39,-3618.3847373506196163,5652.8940000000002328,0
40,-3406.8320008788050473,5652.8940000000002328,0
41,-2842.5274293126876728,5652.8940000000002328,0
42,-1547.5593976836862566,5652.8940000000002328,0
43,397.89425874350490631,5652.8940000000002328,0
44,1967.2386845753417219,3085.0820921679769526,0
45,2347.042348640839009,1689.0923857526149732,0
46,3952.3045943489760248,-4147.4990487865197792,0
47,4174.0486850957149727,-3552.8616266455701407,0
48,3928.2466400661160151,-813.87914758029546647,0
49,3634.1157137550999323,1856.3496990469138836,0
50,3351.179195711137254,3299.255537304682548,0
51,2983.542686382631473,4993.3688541363635522,0
52,2781.416451043496636,5652.8940000000002328,0
53,2750.7790817158875143,5652.8940000000002328,0
54,2823.6326466611512842,5652.8940000000002328,0
55,2907.0095411971988142,5652.8940000000002328,0
56,2215.9441475757857916,5652.8940000000002328,0
57,1540.2788577395176617,3930.51958640065277,0
58,693.43106113489011477,-5652.8940000000002328,0
59,-107.37599585290627147,-5652.8940000000002328,0
60,-563.12708035737341561,-5652.8940000000002328,0
61,-1546.9979857139369415,-5652.8940000000002328,0
62,-1999.0638919819211878,-5652.8940000000002328,0
63,-1516.1382226023706608,-5652.8940000000002328,0
64,-921.21135567820965662,-3038.986172269214876,0
65,-366.82303466513076273,5652.8940000000002328,0
66,563.62706952711778285,635.2057620610921731,0
67,1566.2981023759157324,-4248.5448247557824288,0
68,1511.106724423828382,-5564.2287478649586774,0
69,1254.072555836986794,-5118.0546030080204218,0
70,-366.722849949306692,-5652.8940000000002328,0
71,1128.3663209564474528,-5652.8940000000002328,0
72,2461.7155291710732854,-4132.656384768015414,0
73,2261.221427141525055,-1242.8904038488763035,0
74,2206.8682327532696945,561.59658312167812255,0
75,2094.5019655966416394,-1938.6211495547031518,0
76,2013.6715702550727656,-5652.8940000000002328,0
77,2064.6008741699588427,-5652.8940000000002328,0
78,2101.7322110134509785,-5652.8940000000002328,0
79,2396.0765185338796073,-5652.8940000000002328,0
80,1938.5421869899701051,-5652.8940000000002328,0
81,1249.6189638708474376,-5652.8940000000002328,0
82,240.52841112815622182,-5652.8940000000002328,0
83,-476.82294884244402056,-5652.8940000000002328,0
84,-920.0161308305177954,-5652.8940000000002328,0
85,-1299.9247242395031208,-5652.8940000000002328,0
86,-1174.5247624558051029,-5652.8940000000002328,0
87,-843.22019137241659337,-5652.8940000000002328,0
88,5.4141610187289188616,-5652.8940000000002328,0
89,1064.5220108804824122,5652.8940000000002328,0
90,2269.330326624256486,457.88014712557378516,0
91,3510.1596282880773288,-4941.564363696138571,0
92,2777.854336794509436,-5652.8940000000002328,0
93,2576.1664785411849152,-5652.8940000000002328,0
94,579.18016567052836763,-5652.8940000000002328,0
95,2108.0156184181832941,-5652.8940000000002328,0
96,5031.8915761086391285,-5652.8940000000002328,0
97,4623.1727586172955853,-2403.3759781754151845,0
98,4299.532840164440131,-240.3387447625718778,0
99,3931.074790220360228,2142.027008870476493,0
100,3570.7408852882726933,4138.5091547965275822,0
101,3397.8017148163071397,5098.8424932114085095,0
102,3283.4416411124338993,5652.8940000000002328,0
103,3179.0002906807458203,5652.8940000000002328,0
104,2677.6853973559336737,5652.8940000000002328,0
105,1493.7335854646153166,-1857.8254468269296922,0
106,-227.45770963324866898,-5652.8940000000002328,0
107,-1702.3011126919445815,-5652.8940000000002328,0
108,-744.09779463730228599,-5652.8940000000002328,0
109,-1205.4593547669828695,-2242.1186093241740309,0
110,-4460.4109960762907576,2068.6143345296477492,0
111,-1294.3050826826056436,-1913.2566371573411743,0
112,-4095.8051180782094889,5652.8940000000002328,0
113,-2925.6911601737610908,5652.8940000000002328,0
114,-1437.9186478313476982,5652.8940000000002328,0
115,-1255.9473488461881061,5652.8940000000002328,0
116,1602.0080655846641093,859.29304107404914248,0
117,2301.0758440118570434,-797.79199658342986368,0
118,3798.9004357720068583,-5222.7283459347845564,0
119,882.77861965957526991,-2780.3695122766857821,0
120,778.25116236693611427,-1193.7518096734420396,0
121,3145.3423550561847151,-1356.0515225771150654,0
122,3033.7013834552199114,321.15111373401305173,0
123,2493.2251121194267398,2696.5555566666953382,0
124,1962.055181629362778,4801.039080842238036,0
125,1668.1429216245005591,5652.8940000000002328,0
126,1309.3549646106548607,1544.5639007897407282,0
127,1075.8409641305133846,-5652.8940000000002328,0
128,24.529179631867009448,-5652.8940000000002328,0
129,-543.91718221578867087,-5652.8940000000002328,0
130,-843.93149332760003745,-5652.8940000000002328,0
