Timestep,ES>PT,ES>FR,PT>FR
0,-778.05387406922727678,-966.25958085036836565,0
1,-944.87788530394391273,-5652.8940000000002328,0
2,-973.15707733086674125,-5652.8940000000002328,0
3,-1231.1559152754216484,-5652.8940000000002328,0
4,-1500.632853342852286,-5652.8940000000002328,0
5,-1635.0420869299232436,-5652.8940000000002328,0
6,-1600.5084676060614584,-5652.8940000000002328,0
7,-701.15780990965777164,-5652.8940000000002328,0
8,-1258.5454753657859328,-5652.8940000000002328,0
9,-2243.0132510284183809,-5652.8940000000002328,0
10,-3077.7568380825032364,-5652.8940000000002328,0
11,-4077.7118957929978933,-5652.8940000000002328,0
12,-4535.5840104255494225,-5652.8940000000002328,0
13,-3305.9658333801853587,-5652.8940000000002328,0
14,-3915.147139923326904,-5652.8940000000002328,0
15,-4477.2861957754739706,-5652.8940000000002328,0
16,-4413.1705023888571304,-5652.8940000000002328,0
17,-3791.3980785848634696,-5652.8940000000002328,0
18,-2837.4492725046129635,-5652.8940000000002328,0
19,-1465.741078988135996,-5652.8940000000002328,0
20,-1402.5539576920891705,-5652.8940000000002328,0
21,-926.19516727209884266,-5652.8940000000002328,0
22,1934.7607271791302992,-5652.8940000000002328,0
23,1446.6627495986740541,-5652.8940000000002328,0
24,1078.3125226992879107,-5652.8940000000002328,0
25,740.15122121418971801,-5652.8940000000002328,0
26,447.68241616912746395,-5652.8940000000002328,0
27,37.564195894975455303,-5652.8940000000002328,0
28,-364.68485484784650907,-5652.8940000000002328,0
29,-194.58848644430690911,-5652.8940000000002328,0
30,190.58759997646211559,-5652.8940000000002328,0
31,1314.4310839493264211,-5652.8940000000002328,0
32,1108.1324681731484816,-5652.8940000000002328,0
33,417.5291935764853406,-5652.8940000000002328,0
34,-795.93138707627440454,-5652.8940000000002328,0
35,-1692.2761552274550922,-5652.8940000000002328,0
36,-2263.6692938597516331,-5652.8940000000002328,0
37,-2711.5823701589361008,-5652.8940000000002328,0
38,-2668.779393195760349,-5652.8940000000002328,0
39,-2498.637844737726482,-5652.8940000000002328,0
40,-2336.3864599174430623,-5652.8940000000002328,0
41,-1857.0149181564320315,-5652.8940000000002328,0
42,-992.24272299670883513,-5652.8940000000002328,0
43,205.28968379624166118,-5652.8940000000002328,0
44,340.44422620144723624,-5652.8940000000002328,0
45,531.89234086380747613,-5652.8940000000002328,0
46,1232.558410805206222,-5652.8940000000002328,0
47,2220.2964334222542675,-5652.8940000000002328,0
48,2403.7157054382878414,-5652.8940000000002328,0
49,2485.5278788479736249,-5652.8940000000002328,0
50,2547.0312457534255373,-5652.8940000000002328,0
51,2178.106784287057053,-5652.8940000000002328,0
52,1876.8332518036877445,-5652.8940000000002328,0
53,1786.9181855741217078,-5652.8940000000002328,0
54,1866.7821925021298739,-5652.8940000000002328,0
55,2382.5556239445049869,-5652.8940000000002328,0
56,1897.0999842366445591,-5652.8940000000002328,0
57,871.88236940604656411,-5652.8940000000002328,0
58,-241.96923735867676442,-5652.8940000000002328,0
59,-1204.2152209526702791,-5652.8940000000002328,0
60,-1955.9048937181505607,-5652.8940000000002328,0
61,-2613.3080554273292364,-5652.8940000000002328,0
62,-2912.0717847293508385,-5652.8940000000002328,0
63,-3065.1353384228532377,-5652.8940000000002328,0
64,-3108.2006677974386548,-5652.8940000000002328,0
65,-2506.3297724877702422,5652.8940000000002328,0
66,-1385.1873472851912084,5652.8940000000002328,0
67,337.75310810849077825,819.57303220294670609,0
68,1123.3555083127002945,-1147.9198628361491501,0
69,800.73248751969367731,-928.04774508396076271,0
70,2712.2653175033346997,-5525.0876395370587488,0
71,2807.1547107890601183,-4624.9098357942730217,0
72,2525.0818851039166475,-1825.3607872021239018,0
73,2069.1905709460615981,994.60926383566493314,0
74,1963.6933929080023518,2516.2886953395372984,0
75,1875.8232614485805243,4117.1536529922177579,0
76,2015.0493782796447704,5126.1006642001011642,0
77,2178.3631322681012534,5568.8402075537251221,0
78,2090.3759035596422109,5652.8940000000002328,0
79,2507.7338138244795118,3346.6559954524855129,0
80,2206.5778906835539601,-5652.8940000000002328,0
81,1394.3770204490911055,-5652.8940000000002328,0
82,88.484430774213251425,-5652.8940000000002328,0
83,-780.54373128512634139,-5652.8940000000002328,0
84,-1163.1247626048116217,-5652.8940000000002328,0
85,-1667.3931364317777479,-5652.8940000000002328,0
86,-1839.7648521260889538,-5652.8940000000002328,0
87,-2025.8323663987939653,-5652.8940000000002328,0
88,-2388.8325986420877598,-5652.8940000000002328,0
89,-2158.3331944721448963,5652.8940000000002328,0
90,-1531.9489281779024168,5652.8940000000002328,0
91,-473.45426379383388849,1918.2728641969133605,0
92,283.49042195338915917,141.63192823542340193,0
93,879.54028063142322935,-415.04131000892084558,0
94,1152.4582744889139576,-1077.1385668606380932,0
95,1864.8938825054274275,-1246.0582886407055412,0
96,1649.9526485768110433,1031.4464710760767048,0
97,957.70136996445762634,4241.3670485080165236,0
98,408.6802477811334029,5469.6682038192329856,0
99,403.02783542227825819,5652.8940000000002328,0
100,539.68057786304234469,5652.8940000000002328,0
101,733.58924697619477229,5652.8940000000002328,0
102,938.61495360352910211,5652.8940000000002328,0
103,585.2603493204287588,-1844.0370320666115731,0
104,362.36251507323231635,-5652.8940000000002328,0
105,-532.51779630054807058,-5652.8940000000002328,0
106,-2739.0390015320426755,-5652.8940000000002328,0
107,-3647.1602064564285683,-5652.8940000000002328,0
108,-5079.78336894822678,-4875.52621752606683,0
109,-6531.1425417280061083,-2095.7636580027519813,0
110,-7883.0704828233829176,-799.9129781584306329,0
111,-8910.0605980056097906,-1335.9147437541614636,0
112,-9164.3185243770276429,-2980.8892410751723219,0
