Timestep,ES>PT,ES>FR,PT>FR
0,3755.3007911440363387,-343.01383642283326481,0
1,3542.746244482079419,1836.431022437142019,0
2,3439.0326725562408683,3083.4201827436554595,0
3,3262.2038705291197402,4711.8517286232417973,0
4,3131.5195633095013363,5652.8940000000002328,0
5,3211.8565510722332874,5652.8940000000002328,0
6,3303.4795271464436155,5652.8940000000002328,0
7,3305.069717300193588,5652.8940000000002328,0
8,2993.8368072009789103,5652.8940000000002328,0
9,2472.3528263622401937,-5652.8940000000002328,0
10,1477.5630369411110223,-5652.8940000000002328,0
11,877.23852208008065645,-5652.8940000000002328,0
12,-197.15322957950957061,-5652.8940000000002328,0
13,-1369.4396691678812203,-5652.8940000000002328,0
14,-922.937444463634165,-5652.8940000000002328,0
15,-1184.853390463948017,-5652.8940000000002328,0
16,-3205.288031858353861,5652.8940000000002328,0
17,-1764.819755574577357,5652.8940000000002328,0
18,-149.68739034018290113,5652.8940000000002328,0
19,1744.6231071760230407,4174.2404138161909941,0
20,3187.4764082692418015,135.92668706567928893,0
21,4121.880767241702415,-1866.1483884044064325,0
22,4381.8929376067317207,-5652.8940000000002328,0
23,5287.7374415633112221,-4761.4498210788169672,0
24,4815.4800615236026715,-1818.1020015516342028,0
25,4201.011980339031652,1552.4441457421435189,0
26,3922.4737609084468204,3304.9247342864264283,0
27,3479.9941385406827976,5453.6796814887347864,0
28,3245.3308191456699205,5652.8940000000002328,0
29,3240.2445727357071519,2446.9747611468774267,0
30,3278.2006541501459651,-5652.8940000000002328,0
31,3066.4466216711807647,-3776.7687259949743748,0
32,2576.982746099391079,-2351.1691029529320076,0
33,2101.1605779136734782,-5652.8940000000002328,0
34,1360.8523862371630457,-5652.8940000000002328,0
35,459.93814947310784191,-5652.8940000000002328,0
36,-603.17907989248851663,-5652.8940000000002328,0
37,-1876.5271992613252223,-5652.8940000000002328,0
38,-2924.9277808983370051,-5652.8940000000002328,0
39,-3868.1480161580948334,-5652.8940000000002328,0
40,-3318.6964579438827059,5652.8940000000002328,0
41,-2262.8065544150013011,5652.8940000000002328,0
42,-1367.5747073600177828,5652.8940000000002328,0
43,301.3734200664657692,3435.6938680076236778,0
44,1325.2025911220753187,102.97445375108691223,0
45,2109.656989551949664,-1521.3462264620684437,0
46,3582.3175447591929697,-5652.8940000000002328,0
47,3974.0730864336710511,-4809.8153569082205649,0
48,3654.120335579258608,-2075.9566040418558259,0
49,3183.8259622979021515,484.75554611706320429,0
50,2819.3852232182671287,2024.8241424148145597,0
51,2435.5682086486503977,3774.2012338222029939,0
52,2183.1010614015021929,5194.7176256885441035,0
53,2263.3189176487940131,5432.3995825770107331,0
54,2242.4621038677514662,4306.9454734369064681,0
55,2222.5908940731615075,-2622.6003381182381418,0
56,1269.5153088853940062,-5652.8940000000002328,0
57,513.26551484543415427,-5652.8940000000002328,0
58,216.36853022232753574,-5652.8940000000002328,0
59,-420.40048530575404584,-5652.8940000000002328,0
60,-789.34869305116444593,-5652.8940000000002328,0
61,-930.97574258812164771,-5652.8940000000002328,0
62,-1616.8849139719732193,-5652.8940000000002328,0
63,-1447.1329504609238938,-5652.8940000000002328,0
64,-1035.4913411743236793,-5652.8940000000002328,0
65,-385.351989930284617,5652.8940000000002328,0
66,370.67633463589845633,2323.0142659101420577,0
