Timestep,ES>PT,ES>FR,PT>FR
0,3967.7349974768530956,-316.35103990129755402,0
1,3395.839111658393449,2590.261881573651408,0
2,2961.0127591325554022,4325.3969913807886769,0
3,2575.5419893332618813,5652.8940000000002328,0
4,2460.6824196731449774,5652.8940000000002328,0
5,2542.4042057788692546,5652.8940000000002328,0
6,2708.8738680322953769,5652.8940000000002328,0
7,2894.1696780311658586,5652.8940000000002328,0
8,2629.7470050556712522,5652.8940000000002328,0
9,1929.2265634544892237,5652.8940000000002328,0
10,882.45160750264585658,-5652.8940000000002328,0
11,35.698671929005286074,-5652.8940000000002328,0
12,-389.21226454182033194,-5652.8940000000002328,0
13,-649.81148832088183553,-5652.8940000000002328,0
14,-515.59879283898953872,-2105.4149889589753002,0
15,-75.516749059921494336,5652.8940000000002328,0
16,437.24234865890866786,5652.8940000000002328,0
17,976.6632768121544359,4524.7257369478611508,0
18,2693.8999934210978608,-720.39398351511317742,0
19,3977.2256908470781127,-4591.6225359103527808,0
20,4617.0072213858948089,-5652.8940000000002328,0
21,4542.0621002297166342,-5253.6555241619253138,0
22,3082.5851025899173692,-5652.8940000000002328,0
23,3719.433400477788382,-5221.7013689832238015,0
24,3656.1166057074005948,-2979.678961575460562,0
25,3595.3464025312150625,-530.0486603540575743,0
26,3563.3253039703877221,849.15956578610075667,0
27,3326.9452633711389353,2439.5525732754558703,0
28,3218.2258070934153693,3654.3526674268173338,0
29,3285.6970742320004319,4049.3609991660123342,0
30,3236.8263403636665316,4838.7615646205376834,0
31,3134.4479458637256357,5249.7849681929510552,0
32,2850.0743034012511998,5367.6934589772936306,0
33,2123.1650684472242574,5652.8940000000002328,0
34,1032.5966226380514854,-5652.8940000000002328,0
35,192.39717865827333299,-5652.8940000000002328,0
36,-286.66775835580301646,-5652.8940000000002328,0
37,-671.26892555324957357,-5652.8940000000002328,0
38,-409.5418182961493585,5652.8940000000002328,0
39,-5.276002911878094892,5652.8940000000002328,0
40,747.36931782022838888,5652.8940000000002328,0
41,1783.7975381079777435,1833.0966981910714821,0
42,3111.927937392887543,-2793.9284592340263771,0
43,3310.7944143761778832,-5652.8940000000002328,0
44,2842.4912361947426689,-5652.8940000000002328,0
45,2839.6587692044413416,-5652.8940000000002328,0
46,2568.1849029361401335,-5652.8940000000002328,0
47,2547.293838848156156,-5652.8940000000002328,0
48,4162.6348890616427525,-5652.8940000000002328,0
49,4934.1385151976019188,-3729.9036852738499874,0
50,4509.4114830453809191,-1682.8531940486718668,0
51,4049.1813888094166032,537.16020313475746661,0
52,3602.2184140657745957,2524.4291504503808028,0
53,3311.1209595619416177,3550.8776148706965614,0
54,3248.0488175147620495,4346.7695043060230091,0
55,3225.2123558167704687,4455.0362873875565128,0
56,2873.7634030520603119,4758.589903625077568,0
57,2110.729817967488998,-5652.8940000000002328,0
58,1088.2603407047881774,-5652.8940000000002328,0
59,537.73235482165910071,-5652.8940000000002328,0
60,114.71023227379737364,-5652.8940000000002328,0
61,-237.18231055143223784,-5652.8940000000002328,0
62,132.88367847297922708,-5652.8940000000002328,0
63,694.93681544190258137,-5652.8940000000002328,0
64,1783.5413803649917099,1934.720230380364228,0
65,2902.9653078283263312,-977.33936888662719866,0
66,4300.5182618185717729,-5552.9672681065349025,0
67,2091.337204544513952,-5652.8940000000002328,0
