Timestep,ES>PT,ES>FR,PT>FR
0,1980.8414677364344243,-212.28542067336093169,0
1,1513.7927384760696441,2454.000415699207224,0
2,1273.7429537805901418,4114.7168791867488835,0
3,1087.1151247647530909,5652.8940000000002328,0
4,1081.2729073846057872,5652.8940000000002328,0
5,1196.9817942691870485,5652.8940000000002328,0
6,1329.3342557834585023,5652.8940000000002328,0
7,1724.9576081965597041,5652.8940000000002328,0
8,1398.5282357653686631,5652.8940000000002328,0
9,601.34800381593231577,-5652.8940000000002328,0
10,-517.020521033082332,-5652.8940000000002328,0
11,-1449.895089622852538,-5652.8940000000002328,0
12,-1949.2117391394949664,-5652.8940000000002328,0
13,-2517.574413677539269,-5652.8940000000002328,0
14,-2749.8401566241755063,-5652.8940000000002328,0
15,-2706.3477161379378231,-5652.8940000000002328,0
16,-2320.7539271518744499,1447.2726957166451029,0
17,-1275.3439716498432972,5652.8940000000002328,0
18,-56.457625376591749955,1209.2165346531910473,0
19,1186.8031823549508772,-2926.7158581388403036,0
20,1286.6758265594917248,-3806.6950203531532679,0
21,1357.9939456380698175,-3572.9478484996679981,0
22,473.42292130803252803,-5652.8940000000002328,0
23,2154.7044471610061009,-5652.8940000000002328,0
24,2520.351896286819283,-3619.5973193415129572,0
25,2064.144543452893231,-547.34537670946792787,0
26,1757.6327258610353965,1487.1312255469065349,0
27,1510.1306198304655481,3689.0521223369141808,0
28,1347.3428319926197219,-1099.7506621466600336,0
29,1556.5897570980314413,-5652.8940000000002328,0
30,1640.065747525459301,-5652.8940000000002328,0
31,1904.2746662032423046,-5652.8940000000002328,0
32,2039.7869727627003158,-5652.8940000000002328,0
33,1217.4424604234127401,-5652.8940000000002328,0
34,-147.03760495865208213,-5652.8940000000002328,0
35,-894.42234340772665746,-5652.8940000000002328,0
36,-1410.0073120974302583,-5652.8940000000002328,0
37,-1870.1391290857063723,-5652.8940000000002328,0
38,-1964.6465024499138963,-5652.8940000000002328,0
39,-1747.4449835665836872,-5652.8940000000002328,0
40,-1188.6980882640054915,-5652.8940000000002328,0
41,-143.74181259380748088,-5652.8940000000002328,0
42,1277.3457775260321796,-315.07902848046069266,0
43,2729.5689646887803974,-4006.4142997941708018,0
44,3004.0655347830579558,-4506.3368856552442594,0
45,3100.9298845067642105,-4225.5416018562937097,0
46,1689.0064984614073182,-5652.8940000000002328,0
47,2651.4309301085377228,-5652.8940000000002328,0
48,3450.1471982854163798,-4026.8864051252421632,0
49,2767.7602711463368905,-1011.6472763903548184,0
50,2420.3174796512648754,725.94608107378371642,0
51,2170.0737463138639214,2669.6689101079327884,0
52,2161.5703270574931594,3944.5783981912536547,0
53,2282.7546250689929366,4333.7714031561108641,0
54,2388.3749715673329774,4938.2252703225749428,0
55,2629.3151188039373665,4553.0667326191360189,0
56,2367.0679293842658808,4796.8863307670326321,0
57,1621.1980685102007556,-5652.8940000000002328,0
58,230.06083476696221624,-5652.8940000000002328,0
59,-748.10519445193676802,-5652.8940000000002328,0
60,-1422.4523264916606422,-5652.8940000000002328,0
61,-1863.6765657228661439,-5652.8940000000002328,0
62,-1645.4410898660680687,-5652.8940000000002328,0
63,-1286.6008619839885796,-5652.8940000000002328,0
64,-576.48015433404907526,4914.8712160176364705,0
65,261.18677096532701398,3424.6586764790445159,0
66,1613.243881713191513,-1536.9952628608516534,0
67,2722.932563113850847,-5054.4483967465366732,0
68,2937.3446321266055747,-5245.1490692676270555,0
69,3202.7658125461803138,-4733.9579282958493422,0
70,1593.5097575312611298,-5652.8940000000002328,0
71,2720.2746940760043799,-5652.8940000000002328,0
72,3939.5045884848841524,-4490.2171316717103764,0
73,3527.5224364048308416,-1666.7631599476781048,0
74,3290.2138193995224356,13.250916402682378248,0
75,3021.1185132002501632,1875.3706963452714263,0
76,2912.2281771878142536,3280.7533276063668382,0
77,2943.0349147449846896,3810.9440370857264497,0
78,2941.203778078303003,4521.2278369204504997,0
79,2918.0150824981701589,4363.2838946263364051,0
80,2668.8499346655944464,1305.2795279830461368,0
81,2025.919916120426933,-5652.8940000000002328,0
82,669.26389179490979586,-5652.8940000000002328,0
83,-198.63129373935043986,-5652.8940000000002328,0
84,-696.45521857427229406,-5652.8940000000002328,0
85,-1239.1009874491464871,-5652.8940000000002328,0
86,-1249.3875597972037212,-5652.8940000000002328,0
87,-800.80147477703576442,-5652.8940000000002328,0
88,-101.04526665861521906,-587.17413496965309605,0
89,1206.0792781223390193,1178.0599412382871378,0
90,2596.7743493902498813,-4056.8669991775577728,0
91,1428.6882839726240491,-5652.8940000000002328,0
92,1390.651368689519586,-5652.8940000000002328,0
93,1750.3182100873054878,-5487.4641023846379539,0
94,1752.3260524580282436,-5652.8940000000002328,0
95,1932.2444103227526284,-5652.8940000000002328,0
96,3460.196844775135105,-5652.8940000000002328,0
97,4645.3632060321278914,-4397.9977338215931013,0
98,4267.7944845354004428,-2555.6812380946948906,0
99,3797.5577260110021598,-301.77325798535639478,0
100,3561.098127360847684,1443.6773634066921659,0
101,3530.6319008857476547,2175.1635499357639674,0
102,3550.7458390514984785,2994.981092459292995,0
103,3474.9084290828391204,3403.032908168447193,0
104,3334.6763441206858261,3348.9251172716030851,0
105,2781.6373566617030519,4061.8744866738270503,0
106,1370.3988102732746484,-4000.2786139313830063,0
107,344.96584969281684607,-5652.8940000000002328,0
108,-236.11161853956764389,-5652.8940000000002328,0
109,-1021.8690864889904333,-5652.8940000000002328,0
110,-1311.4002521038964915,-5652.8940000000002328,0
111,-956.5230546301445429,1342.192489305336494,0
112,-118.305661127453277,5652.8940000000002328,0
113,1210.8599424405729224,1965.0126645571108384,0
114,2483.7258171024741387,-2929.6387806370194085,0
115,2231.3291082161376835,-5652.8940000000002328,0
116,1696.6228387015944463,-5652.8940000000002328,0
117,1883.7490770580916433,-5652.8940000000002328,0
118,1401.368486239505728,-5652.8940000000002328,0
