Timestep,Node_0
0,93.135305555555561341
1,93.133222222222229902
2,93.133222222222229902
3,93.132527777777781353
4,93.128361111111118475
5,93.133222222222229902
6,93.135305555555561341
7,93.135305555555561341
8,93.135305555555561341
9,93.135305555555561341
10,93.135305555555561341
11,93.135305555555561341
12,93.135305555555561341
13,93.135305555555561341
14,93.135305555555561341
15,93.135305555555561341
16,93.135305555555561341
17,93.135305555555561341
18,93.135305555555561341
19,93.135305555555561341
20,93.135305555555561341
21,93.135305555555561341
22,93.135305555555561341
23,93.135305555555561341
