Date;imp_pmax_ES00277;imp_pmax_ES00813;imp_pmax_ES00817;imp_pmax_ES00818;imp_pmax_ES01092;imp_pmax_ES00742;imp_pmax_ES00859;imp_pmax_ES00981;imp_pmax_ES01126
04/09/2051 13:00;469.13618308478897;32.253112587079244;117.28404577119724;117.28404577119724;117.28404577119724;75.88115510740258;269.79966260409805;75.88115510740258;431.6794601665569
04/09/2051 14:00;357.6948458953925;24.591520655308237;89.42371147384813;89.42371147384813;89.42371147384813;57.85590423666212;205.7098817303542;57.85590423666212;329.1358107685668
04/09/2051 15:00;43.87878686098839;3.016666596692952;10.969696715247098;10.969696715247098;10.969696715247098;7.097242020067231;25.234638293572377;7.097242020067231;40.37542126971581
04/09/2051 16:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
04/09/2051 17:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
04/09/2051 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
04/09/2051 19:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
04/09/2051 20:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
04/09/2051 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
04/09/2051 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
04/09/2051 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 10:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 11:00;117.00762655707919;8.044274325799195;29.251906639269798;29.251906639269798;29.251906639269798;18.925578924962355;67.29094728875504;18.925578924962355;107.66551566200808
05/09/2051 12:00;647.6515755977625;44.52604582234618;161.91289389944063;161.91289389944063;161.91289389944063;104.75540245124384;372.4636531599781;104.75540245124384;595.941845055965
05/09/2051 13:00;1128.099662204519;77.55685177656069;282.02491555112977;282.02491555112977;282.02491555112977;182.4662188311287;648.7687780662354;182.4662188311287;1038.0300449059769
05/09/2051 14:00;1278.6147322217903;87.90476284024808;319.6536830554476;319.6536830554476;319.6536830554476;206.81151085035012;735.3298163568005;206.81151085035012;1176.527706170881
05/09/2051 15:00;1171.367650485161;80.53152597085482;292.84191262129025;292.84191262129025;292.84191262129025;189.46466629327057;673.6521468205176;189.46466629327057;1077.8434349128283
05/09/2051 16:00;880.3426994292262;60.523560585759306;220.08567485730654;220.08567485730654;220.08567485730654;142.3923869691912;506.2840425571242;142.3923869691912;810.0544680913989
05/09/2051 17:00;213.46179006732453;14.675498067128563;53.36544751683113;53.36544751683113;53.36544751683113;34.52670628621066;122.76162235097124;34.52670628621066;196.418595761554
05/09/2051 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 19:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 20:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
05/09/2051 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 10:00;126.13908372607195;8.672062006167447;31.534770931517986;31.534770931517986;31.534770931517986;20.40256054092036;72.54243747882795;20.40256054092036;116.06789996612473
06/09/2051 11:00;776.8101073109275;53.405694877626274;194.20252682773187;194.20252682773187;194.20252682773187;125.6463482613216;446.74257159581015;125.6463482613216;714.7881145532964
