Timestep;a_0;a_1;a_2;a_3;a_4;a_5;a_6;a_7;a_8;a_9;a_10;a_11;a_12;a_13;a_14;a_15;a_16;a_17;a_18;a_19;a_20;a_21;a_22;a_23;a_24;a_25;a_26;a_27;a_28;a_29;a_30;a_31;a_32;a_33;a_34;a_35;a_36;b
0;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;3.314375310207431e10
0;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;-32.17862930275532;3.317703875526319e10
0;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;-32.12881432908843;3.3176508565746796e10
0;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;-32.04423836561205;3.3177017335856026e10
0;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;-31.260304084115344;3.318833821267328e10
0;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;-31.257224132524705;3.318877933541818e10
0;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;3.319034717578354e10
0;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;3.3190228168604073e10
0;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;-31.254047911397315;3.319034717578341e10
1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9134397754821865e10
1;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;-31.907782104734608;2.9361290239243732e10
1;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;2.967760827006537e10
1;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;-28.6523614130821;2.960832353501102e10
1;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;-34.31344645228015;3.1301301607136448e10
1;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;-32.425684631799705;3.1315796076318604e10
1;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;3.176358670583103e10
1;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;3.20526178853841e10
1;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;-31.240224249335604;3.2050938803228157e10
