Timestep;a_0;a_1;a_2;a_3;a_4;a_5;a_6;a_7;a_8;a_9;a_10;a_11;a_12;a_13;a_14;a_15;a_16;a_17;a_18;a_19;a_20;a_21;a_22;a_23;a_24;a_25;a_26;a_27;a_28;a_29;a_30;a_31;a_32;a_33;a_34;a_35;a_36;b
12;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;-31.24884197781919;2.8741816061627422e10
12;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;2.8745917550003803e10
12;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;-31.254047911049458;2.8743245576767647e10
12;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;-31.25404749368682;2.8745917547222244e10
13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.516831205252859e10
13;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;-52.51300022171494;2.4827608352638794e10
13;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;2.5358665677056465e10
13;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;2.5195859253757217e10
13;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;2.712311868897528e10
13;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;2.72318265480748e10
13;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;-31.240194757473326;2.7348302733560547e10
13;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;-31.240194589847306;2.7662722835583176e10
13;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;-31.2863511690857;2.7665475930031788e10
13;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;-33.82929294540212;2.769467429728083e10
13;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;-32.503409652818696;2.7703995913052788e10
13;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;-32.52708708688583;2.7709435447104614e10
13;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;-31.230349528201923;2.770875529459791e10
13;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;-28.416348226828067;2.7861010197603294e10
13;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;-31.396196995086438;2.7868405386855633e10
13;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;-32.01490418401469;2.7878153432356182e10
13;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;-33.387177324572825;2.793959751404214e10
13;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;-30.657035975664037;2.8055028744043865e10
13;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;-30.657880873987228;2.807761252769985e10
13;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;-60.15006257289905;2.801039383451115e10
13;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;-31.404666645532345;2.8251277970422043e10
13;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;-31.39554716132149;2.8267209631987118e10
13;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;-31.19006090809794;2.8345637362766388e10
13;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;-31.64732232583137;2.8346041194062225e10
13;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;-31.262504075999303;2.834622591857079e10
13;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;-31.267306412694737;2.834843931668524e10
13;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;-31.268924640238165;2.834784244700995e10
13;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;-31.226793593158877;2.8346246225790295e10
13;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;-31.254047911422358;2.8351193451246407e10
13;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;-31.25404791076481;2.8351149941205196e10
13;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;-31.254045742997327;2.8351193436344803e10
14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4768275889187714e10
14;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;-52.37078676116584;2.4434395599048603e10
14;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;-39.80203842672221;2.49271014553798e10
14;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;-0.32733062433245935;2.4788159067216305e10
14;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;-33.94110407022891;2.669972833151693e10
