Timestep,a_0,a_1,b
29,-36.373814496262482976,-33.861330609924067403,19268839854.437862396
29,-27.063751683834198047,-33.845268559608641112,19140628041.370738983
29,-29.909278132200210365,-30.210848746974303225,19199222568.184749603
29,-31.232231903771189963,-33.624659683547122313,19259204490.471340179
29,-47.565300723670866034,-22.801683171141124973,19549205133.835487366
29,-29.946805978827971018,-32.341745898115846103,19380823811.931648254
29,-31.240533324664962578,-35.340200256188317951,19558927958.463005066
29,-32.074195969868704026,-30.412282308911013473,19732595909.554523468
29,-50.713168102018194361,-31.382572194314203529,19783509193.636283875
29,-32.91846216780958656,-30.591299139824410958,19740569469.629081726
29,-54.719211754128082248,-31.247471106346889513,19848198533.230129242
29,-33.109333569954500831,-31.200952083617796262,19834287977.076663971
29,-31.533790754817580648,-40.386819299940370342,19825536090.799747467
29,-31.237628224910267249,-31.247328541288887038,19827776624.639678955
29,-46.751624646979848876,-19.158190137992271218,19663915810.845687866
29,-33.278010223925889477,-38.173856270389400436,19836885996.951705933
29,-35.107577275971358688,-31.232389997560030537,19842658566.903575897
29,-33.293533076779986857,-31.234289472344318739,19837017494.939929962
29,-32.119653895638904828,-31.24732334933134581,19833423165.300712585
29,-31.609505468477671286,-31.247324742830006272,19830653992.101844788
29,-31.422475141262495413,-31.247319193305326479,19829424590.351963043
29,-31.424075049195149489,-31.247318036311540368,19829445939.890132904
29,-33.071900784035342724,-31.247180418361846677,19838346110.059158325
30,-19.565216528715566824,0,16720401637.413513184
30,-64.041947701645085544,-56.592509042808828212,17278508237.050418854
30,-48.746489766660516807,-47.837834113298420391,18268061527.674762726
30,-55.559466238347539502,-31.129091346617137503,18275395851.334342957
30,-29.745350857310455694,-30.310893228071797978,18193210190.221248627
30,-35.896818810567772573,-31.240194757473325637,18570334128.3748703
30,-31.456492900386514577,-31.240194757473314979,18559803179.89119339
30,-31.240602738839282182,-31.240194515731587899,18558563399.417449951
30,-36.373814496262482976,-33.861330609924067403,18669083240.952632904
30,-29.513842664505386182,-33.842714993188053541,18584536723.317684174
30,-31.496270842734016782,-30.210848746974303225,18623126568.939323425
30,-31.229561887913959595,-33.624536780702499073,18660053900.167655945
30,-47.565300723670880245,-22.801683171141124973,18952999484.343387604
30,-25.336912325833189641,-34.837911163716967167,18735480417.969581604
30,-31.240533324664962578,-35.340200256188317951,18960849940.526943207
30,-32.074195969868704026,-30.412282308911013473,19131938614.464603424
30,-39.920075621891911055,-31.382572194314203529,19166218710.909664154
30,-33.561792413567026472,-30.771802177189957916,19144124760.44732666
30,-46.015183601001901081,-31.247471106346889513,19236314127.965450287
30,-32.159883859223079128,-31.198496744709782291,19229569816.02589798
30,-31.34091646929121211,-36.799290159477578754,19225311390.809417725
30,-31.237628224910267249,-31.247328541288887038,19227209596.13286972
30,-35.575018701473915428,-24.443208107093575165,19130259226.503070831
30,-39.066877464784667495,-38.803730806346308668,19244819742.408519745
30,-44.075832698422367173,-31.247329158419770323,19249672336.192955017
30,-44.637383233227069468,-31.247303757868419183,19251271463.260681152
30,-33.122836409094333021,-31.247314735106435535,19235804293.64913559
30,-31.990214171314818259,-31.247319507976126118,19231541450.692749023
30,-31.450276236927905416,-31.247309181219193874,19228819076.1770401
30,-32.856104176214849133,-31.247300879476668456,19235152253.254360199
30,-33.774340770766279718,-31.246652273610166617,19238152104.906620026
31,-18.987309957900773583,0,16203267749.82292366
31,-63.218155789917659604,-54.085811093268823413,16738918891.242837906
31,-38.224986907062877606,-47.837834113298420391,17700747468.840713501
31,-55.356596142910191816,-31.09847899498507573,17716330694.730293274
31,-29.7453508573104628,-30.310893228071815741,17630427369.081451416
31,-32.339133014887089246,-31.240194757473325637,17994582752.559799194
31,-31.378612890283527292,-31.240194757473314979,17991496379.92621994
31,-31.240602662469861173,-31.240194515731470659,17990772644.385196686
31,-36.373814496262482976,-33.861330609924067403,18103047276.759841919
31,-27.125320322136886375,-33.835993943122311123,17992264397.401725769
31,-31.496270842734016782,-30.210848746974303225,18055543587.146305084
31,-31.228931621369540039,-33.624507769057878193,18093784598.389713287
31,-47.346469801077226691,-22.801683171141124973,18391577406.79265213
31,-22.166571630488995481,-36.571655400338933362,18155816454.218185425
31,-31.240533324664962578,-35.34020025618830374,18395682039.237758636
31,-32.074195969868704026,-30.412282308911013473,18564213485.932285309
31,-36.592049321198409473,-31.382572194314203529,18592257070.311077118
31,-35.990021795831694362,-31.368075593169262305,18590901070.160202026
31,-35.531140192122542487,-31.247471106346889513,18656206503.49042511
31,-32.139746202538269415,-31.198496744709782291,18661554764.23707962
31,-31.340916469291236979,-33.498754869075895613,18658873708.277778625
31,-31.237628224910267249,-31.247328541288887038,18659432474.692092896
31,-40.800582585732932728,-25.690884620653246628,18585436643.756427765
31,-40.440030598234969261,-37.723627256682604525,18677046941.858917236
31,-34.134464096907642272,-31.247329158419763218,18668899419.683189392
31,-35.329679294011533841,-31.247303052297542791,18671558492.258449554
31,-32.863081046441742217,-31.247306141143813107,18666163800.126415253
31,-34.136439171600926556,-31.247297815356699147,18669575125.176345825
31,-31.341839188327838883,-31.247307871945238844,18660226249.662322998
31,-32.400238863396900513,-31.247288044785047845,18664751511.760734558
31,-33.196474326722402282,-31.245938394897709856,18667322426.518138885
32,-18.45135756720025455,0,15654817458.72193718
32,-60.91026062920533235,-49.713196364713297726,16156192934.545886993
32,-32.448693364674291217,-47.837834113298420391,17094710229.072292328
32,-55.127145220043395568,-31.090388823023893394,17118948766.14995575
32,-29.745350857310480563,-30.310893228071837058,17029816735.638195038
32,-31.240602660041098204,-31.240194757473325637,17384461598.79744339
32,-34.702690077533631552,-31.24019475747369512,17390219012.870697021
32,-31.240602662469829198,-31.240194515731495528,17384461598.997283936
32,-36.373814496262482976,-33.861330609924067403,17498350462.870113373
32,-26.481677384830938138,-33.833125082135012462,17395928438.63476181
32,-31.496270842734016782,-30.210848746974303225,17449380821.49212265
32,-31.228931621369540039,-33.624507769057878193,17489116346.657245636
32,-44.312057708101995956,-22.801683171141124973,17784783783.210422516
32,-23.164252749423109634,-34.853245024828346743,17600384686.937522888
32,-31.240533324664962578,-34.781783333651681289,17791583052.112030029
32,-32.074195969868704026,-30.412282308911013473,17957847691.294998169
32,-35.153492512989799934,-31.382572194314203529,17981532905.448280334
32,-38.021566605212719026,-31.251273175905811996,17983212506.459217072
32,-33.963984240380497681,-31.247471106346889513,18044869912.898643494
32,-31.343042551370992044,-31.198496744709782291,18052231908.621578217
32,-31.290498795290613288,-33.294868588888263616,18051972559.466770172
32,-31.237628224910267249,-31.247328541288887038,18053136793.146736145
32,-52.105193090365879982,-22.502978495666422276,17921807705.311641693
32,-43.644759665094191803,-31.247329857687986987,18063261790.091068268
32,-36.430692447862732308,-31.247330429651810846,18062150636.55279541
32,-33.797613912992545693,-31.247262248571619381,18059356416.278236389
32,-31.854705195491185066,-31.247299205287369261,18055449785.614822388
32,-31.692409354805299415,-31.247307825921826208,18055015324.894527435
32,-31.414762391625917104,-31.247288318799601115,18054241566.803684235
32,-31.392011182010328696,-31.247285568933847344,18054156868.308174133
32,-38.149366159282642741,-27.57768967353679912,18005436945.375812531
33,-18.451357567200236787,0,15152477058.378881454
33,-51.929680305988547673,-44.641589927644503177,15617636466.042722702
33,-31.75601027913601726,-47.837834113298420391,16546754652.280796051
33,-40.605112657224559314,-31.090388823023893394,16558795797.595443726
33,-29.05243359649238144,-30.261156782427310219,16468951305.435251236
33,-31.240601977946102608,-31.240194757473325637,16824708367.851530075
33,-45.816025301530409308,-31.240194757472188769,16831134133.996864319
33,-35.327633856059300399,-29.796845875501837497,16825152109.987121582
33,-34.976827645404341638,-33.861330609924067403,16938853909.626512527
33,-27.212365522216675373,-33.833125082135033779,16863978939.715999603
33,-31.496270842733999018,-30.210848746974303225,16889875006.372470856
33,-31.228931621369543592,-33.624507769057871087,16931081577.438610077
33,-38.887068693521619878,-22.801683171141124973,17225831055.204036713
33,-23.568819998323068177,-33.595441745299154945,17077290098.407831192
33,-31.240533324664962578,-33.379139375045376426,17233321093.20243454
33,-32.074195969868704026,-30.412282308911013473,17398361869.065944672
33,-33.445074602418372933,-31.382572194314203529,17419075356.664348602
33,-33.552687656348545886,-31.251273175905797785,17418150146.089103699
33,-33.963984240380497681,-31.247471106346889513,17485856606.922260284
33,-31.343042551370992044,-31.198496744709782291,17492498598.792694092
33,-31.247507650177791305,-33.13057501060733756,17492793498.445198059
33,-31.237628224910267249,-31.247328541288887038,17493398189.989509583
33,-37.843286670371888647,-20.710522491080674001,17329689900.171466827
33,-37.95611742390912724,-31.247331420434150573,17499669343.450809479
33,-33.780578855867496202,-31.247330883207780516,17498471627.028202057
33,-32.40909555718182844,-31.247227098123282474,17496745305.654216766
33,-31.66114060004221642,-31.24732002719163404,17494953275.570056915
33,-33.067088549724623192,-31.24722144864042761,17497960289.507102966
33,-31.313035013219977287,-31.247293840759191141,17494035539.864807129
33,-31.301226516876667461,-31.24729042690017522,17493992721.065288544
33,-36.019245689492400686,-25.269614965953422825,17405108980.743541718
34,-18.139490322793218269,0,14714878497.780105591
34,-43.617863007801581432,-37.535288315456675434,15146183446.591714859
34,-31.37573438667773118,-47.837834113298420391,16076747296.907606125
34,-37.731636699269820667,-31.090388823023893394,16077178874.309043884
34,-27.924320402542203823,-30.153374121419656007,15979269581.233524323
34,-31.240601880440767246,-31.240194757473325637,16342446843.558900833
34,-33.795714338107416097,-31.240194757471815734,16345268928.632978439
34,-34.141482748315489459,-29.796845875501837497,16341768447.735630035
34,-32.323543778962402939,-33.861330609924067403,16454723844.594070435
34,-29.406508069534872618,-33.831979564468625199,16422696521.035549164
34,-31.496270842733974149,-30.210848746974285461,16407830456.611976624
34,-31.228279898858552599,-33.624366766808400087,16450606501.63104248
34,-37.952294081433116446,-22.801683171141124973,16747255915.895311356
34,-25.251789345988058244,-31.004946500993177949,16638552678.883205414
34,-31.240533324664962578,-29.357115333744243202,16750841492.531438828
34,-32.074195969868704026,-30.412282308911013473,16916451642.731946945
34,-32.569415557357977775,-31.382572194314203529,16934901049.980773926
34,-32.735438519833856219,-31.135147019430334581,16932962279.46282196
34,-33.963984240380497681,-31.247471106346889513,17004776155.078344345
34,-31.343042551370992044,-31.198496744709782291,17010271659.879451752
34,-31.247507650177791305,-31.247479441198340311,17010535166.130531311
34,-31.237628224910267249,-31.247328541288887038,17011149449.123411179
34,-33.491856137014792694,-22.197223621488102907,16868523934.732582092
34,-34.068258799854973518,-31.247332787340027949,17014219575.166891098
34,-32.328469253943303841,-31.247330811201912582,17013431905.857141495
34,-32.291118276363789619,-31.247040864419648898,17013456859.674278259
34,-31.612685407799382631,-31.247309897438785953,17012450388.987668991
34,-31.611837365263959043,-31.247327142642323139,17012449160.823295593
34,-31.249228922186095048,-31.247296453847116737,17011496406.033260345
34,-31.543236138643599986,-31.247307317977433883,17012307377.171447754
34,-32.962214469440674236,-26.264419874829894042,16935397651.367485046
35,-18.139490322793218269,0,14286883763.167356491
35,-39.031523268255980952,-34.649533723593123113,14672039146.860103607
35,-30.769008447949786955,-47.837834113298420391,15607819321.310752869
35,-36.606653842482494099,-31.090388823023893394,15598077592.453268051
35,-26.476093810332915979,-29.997078625797279017,15490213331.861692429
35,-31.240601859227510317,-31.240194757473325637,15860541475.712121964
35,-36.623538328340075054,-31.24019475743866181,15862081442.689939499
35,-33.311463886821336189,-29.796845875501837497,15859673232.917310715
35,-31.329493722136501077,-33.861330609924067403,15972830791.716299057
35,-27.664050285793607031,-33.62431713721185389,15911409241.131757736
35,-31.641429267068772901,-27.033565235961194873,15884708353.490756989
35,-31.228279898858570363,-33.624366766808400087,15970573670.925712585
35,-37.034469222435745905,-22.801683171141124973,16270555141.705144882
35,-27.23756720356866623,-30.370028419857227675,16200577486.272468567
35,-31.240533324664962578,-23.152711701284076184,16268249834.18611908
35,-32.074195969868704026,-30.412282308911013473,16435131884.217468262
35,-31.661770470994966331,-31.382572194314203529,16451420130.280151367
35,-31.735715608702413704,-31.035758479362858253,16448415526.327436447
35,-33.963984240380497681,-31.247471106346889513,16524825278.860717773
35,-31.343042551370992044,-31.198496744709782291,16528429760.769918442
35,-31.247507650177791305,-31.247478657615559428,16528638727.110530853
35,-31.237628224910267249,-31.247328541288887038,16529258055.396383286
35,-33.029729858045875801,-23.302212182241529348,16403820655.339258194
35,-32.957691679751718539,-31.247338634212532327,16530633840.804523468
35,-31.927239939434890914,-31.24733735509742516,16530169866.948068619
35,-31.51787149837059232,-31.246671339416568713,16529928307.61218071
35,-31.241708761518310666,-31.247327025779650711,16529562446.715909958
35,-31.240449701378800285,-31.247352672388867489,16529559478.634647369
35,-31.241766628403198069,-31.247313818136856156,16529567145.278390884
35,-31.831933994752056094,-31.247066131392369215,16530324530.585647583
35,-32.717653691031607366,-26.184592284625733072,16451590660.534461975
36,-18.139490322793218269,0,13882837650.32998085
36,-38.109196779819093592,-34.108961371057773704,14223769903.190237045
36,-29.898413441086031384,-47.837834113298420391,15165776478.57019043
36,-34.906563352526937649,-31.090388823023893394,15144327563.374763489
36,-25.898249765662612276,-29.872029466480977788,15040889280.633657455
36,-31.240601859227510317,-31.240194757473325637,15404809075.530109406
36,-32.30437440789725656,-31.240194757259565961,15405215051.963418961
36,-31.743964018542875749,-29.796845875501837497,15403262751.233726501
36,-31.329493722136515288,-33.861330609924067403,15519114508.714065552
36,-27.258927599532530195,-31.67813973040009401,15423863101.334991455
36,-32.871399902323680919,-0.11149415166704687574,15062713166.054487228
36,-31.228279898858584573,-33.624366766808400087,15516657525.34463501
36,-31.964695376485362743,-22.801683171141124973,15816022806.619861603
36,-26.951500213819493013,-30.132847531118233775,15747200606.578620911
36,-31.240533324664955472,-22.929774631519588723,15814408896.761793137
36,-32.074195969868704026,-30.412282308911013473,15980035813.090723038
36,-31.090013035971377775,-31.382572194314203529,15995181689.242967606
36,-31.776060788940654334,-30.093081410798671271,15983420744.083246231
36,-33.963984240380497681,-31.247471106346889513,16071073584.541316986
36,-31.343042551370992044,-31.198496744709775186,16072765065.893268585
36,-31.247507650177791305,-31.247473046151910125,16072915235.976955414
36,-31.237628224910267249,-31.247328541288887038,16073538522.560316086
36,-31.7497668208978574,-24.103440200923920145,15960068087.616643906
36,-32.924247636906919467,-31.247404503698888334,16074065014.502746582
36,-31.763381674464618243,-31.247360591630794602,16074151480.179401398
36,-31.285048770743767221,-31.246587793693656465,16073883954.295526505
36,-31.240192848188392816,-31.247352882067950475,16073831915.5343647
36,-31.284979976892699938,-31.247316320620868169,16073897326.441417694
36,-31.240442032226152236,-31.24731374142951168,16073836542.727939606
36,-31.285167286897845429,-31.246180105502318725,16073883625.486560822
36,-31.292263048656327129,-26.150052894161273542,15994355356.163377762
37,-18.139490322793218269,0,13517252124.739400864
37,-38.043192598454872666,-33.55808017044973468,13816598454.571886063
37,-29.002389446261251038,-47.837834113298420391,14764048963.818130493
37,-34.653793578215669413,-31.090388823023893394,14731674840.853342056
37,-29.317871542696270382,-29.872029466480977788,14684846596.547056198
37,-31.240601859227510317,-31.240194757473325637,14988808622.169401169
37,-33.880434973996429449,-31.239904625216464495,14988979586.521989822
37,-31.32817077491245783,-29.796845875501837497,14987350648.473976135
37,-31.240564242043475929,-33.861330609924067403,15104861504.781211853
37,-31.240251093628671697,-30.53558146002365703,15054633178.925043106
37,-32.871399902323680919,-0.11149415166704687574,14658770362.020986557
37,-31.22793866710345867,-33.617784437832952449,15102298186.562755585
37,-31.473377086335553088,-22.801683171141124973,15402256665.275447845
37,-25.550594078684035537,-30.521705158492519416,15312143208.672031403
37,-31.240398061570783028,-22.929849042133561454,15400684087.355278015
37,-32.074195969868704026,-30.412282308911013473,15564924960.058984756
37,-30.544243688354718813,-31.382572194314203529,15579259881.397205353
37,-31.538751439442741287,-26.570227950750449963,15532090007.917871475
37,-33.963984240380490576,-31.247471106346889513,15657725206.356752396
37,-31.343042551370988491,-31.198496744709764528,15656862062.818954468
37,-31.247507650177791305,-31.247473046151910125,15656925438.863809586
37,-31.237628224910267249,-31.247328541288887038,15657549965.274778366
37,-31.291789050429272834,-23.833718232940519499,15539077416.108026505
37,-31.507408793024321625,-31.247432204716144355,15657899649.611665726
37,-31.24060883033306979,-31.247358602349102341,15657837547.833431244
37,-31.240935084149622725,-30.978979405251692469,15653902871.407705307
37,-31.238144164233972333,-31.247324710069840137,15657831118.712961197
37,-31.24020167244941959,-31.247316239735237531,15657840787.122262955
37,-31.240767526683306698,-31.247310358231700889,15657841401.176250458
37,-31.24090041671702167,-31.246462107532224195,15657830608.361507416
37,-31.242703008030897394,-28.725012829643699064,15619190740.004985809
38,-18.139490322793218269,0,13191689683.556591034
38,-38.043192598454872666,-33.301788031706607285,13456279211.076307297
38,-28.578430880412749815,-47.837834113298420391,14411150051.025272369
38,-34.653793578215655202,-31.090388823023893394,14365948613.054841995
38,-29.317871542696277487,-29.872029466480977788,14319693386.785024643
38,-31.240601859227510317,-31.240194757473325637,14619425752.4167099
38,-31.240606854585163177,-31.238660540909542362,14619405090.394504547
38,-31.32817077491245783,-29.796845875501837497,14618247506.164295197
38,-31.240509453076406032,-33.861330609924067403,14737405172.048555374
38,-31.238865302909538002,-12.755399290974949622,14400794910.153959274
38,-32.871399902323680919,-0.11149415166704687574,14301124990.438282013
38,-31.198232364916570702,-33.110396579309821163,14728708000.128168106
38,-31.473377086335553088,-22.801683171141124973,15035086698.654491425
38,-25.620305432442396665,-30.15209262959203329,14944913027.547985077
38,-31.239928228124870913,-22.930107505799455225,15033246431.032812119
38,-32.074195969868704026,-30.412282308911013473,15196456742.844322205
38,-29.809254199297722465,-31.382572194314203529,15210432056.59044838
38,-31.606917901761029555,-25.946300453824509447,15157429576.177371979
38,-31.347255637562213337,-31.247471106346889513,15288282913.407629013
38,-31.31308280205148975,-30.850234323496760425,15282286857.85392189
38,-31.247507650177777094,-31.247471068778999381,15287554246.539287567
38,-31.237628224910267249,-31.247328541288887038,15288178167.267694473
38,-31.261707525937403318,-20.736594124018676411,15119287129.286891937
38,-31.240606598014576178,-31.247432204716144355,15288417733.611766815
38,-31.240608854482200485,-31.247358602349102341,15288459794.04715538
38,-31.247541841606853552,-25.544216318252320974,15198542967.7016716
38,-31.237794922081327798,-31.247319907595137778,15288457264.543420792
38,-31.240199100502184848,-31.247315916100546929,15288463396.951147079
38,-31.315058648181999246,-31.245605622849623728,15288462399.203855515
38,-31.268117758347010238,-31.216204879359043645,15288049508.288518906
38,-31.241347598214971981,-28.64691548450140246,15248570972.805568695
39,-18.139490322793218269,0,12884869767.15826416
39,-38.043192598454872666,-33.030850627892412774,13118151894.253293991
39,-28.578430880412774684,-47.837834113298420391,14081949663.65448761
39,-32.750717270537485604,-31.090388823023893394,14020153117.007507324
39,-28.373731869420865337,-29.536942632986175283,13962377029.549259186
39,-31.240601859227510317,-31.240194757473325637,14271916185.088014603
39,-31.24060730262378982,-31.212757397078146226,14271521975.926992416
39,-31.328170774912475594,-29.796845875501837497,14271003877.248739243
39,-31.240480018523726358,-33.861330609924067403,14391907297.681577682
39,-31.238540778851714208,-10.16293714135245807,14015744698.845991135
39,-32.871399902323680919,-0.11149415166704687574,13965038926.442533493
39,-29.592763184038030744,-15.642220027470555621,14159401436.754907608
39,-31.473377086335553088,-22.801683171141124973,14689670058.885597229
39,-28.414747150414843446,-29.469150299954755212,14643170738.041992188
39,-31.231963869665804623,-22.934488839869480614,14687453835.317077637
39,-32.074195969868704026,-30.412282308911013473,14849991391.804233551
39,-29.611335692293877742,-31.382572194314203529,14865359949.925621033
39,-31.571437551078957995,-25.946300453824509447,14811239280.321842194
39,-31.34725563756221689,-31.247471106346889513,14940899952.770311356
39,-31.269066668882526727,-30.338575666197041159,14926920240.274045944
39,-31.247507650177759331,-31.247471068778999381,14940057787.27327919
39,-31.237628224910267249,-31.247328541288887038,14940679337.32459259
39,-31.25434336344028452,-17.594100556195357399,14721760039.538572311
39,-31.240602425911824014,-31.247432204716147908,14940913586.002386093
39,-31.240608513531569201,-31.247358602349102341,14940955591.390926361
39,-31.241058501390877922,-25.186213209732130736,14845820288.657762527
39,-31.237794922081345561,-31.247319907595137778,14940958117.176937103
39,-31.34629705121262333,-31.247086794471996996,14940994982.869464874
39,-31.285047216509870083,-31.244940405966868724,14940992260.043546677
39,-31.240965830340368115,-30.761439549188004605,14933816006.880922318
39,-31.240991510738506776,-28.60750300510994748,14900643912.069778442
40,-18.139490322793218269,0,12568269205.03405571
40,-38.043192598454872666,-33.030850627892412774,12768014260.532091141
40,-28.515565261783859086,-47.837834113298420391,13742585882.558969498
40,-32.743053302810920968,-31.090388823023893394,13662071780.341674805
40,-28.330520036909501158,-28.771887409923412093,13603153590.218309402
40,-31.240601859227510317,-31.240194757473325637,13912157956.351921082
40,-31.240607114083868368,-31.03779733765400195,13909136336.263961792
40,-31.284930035207764831,-29.796845875501837497,13911328550.750574112
40,-31.24047708626049058,-33.861330609924067403,14034374267.576799393
40,-31.238402963658842282,-11.031077538736354882,13673469784.109348297
40,-32.871399902323688025,-0.11149415166704687574,13614083794.018005371
40,-19.761509185934887256,-16.108615804318816345,13778984342.444578171
40,-31.473377086335553088,-22.801683171141124973,14331357691.333591461
40,-26.560634464129940113,-28.759731570795100453,14255095677.938232422
40,-29.756894609293883747,-23.745950458444916364,14313441853.80581665
40,-32.074195969868704026,-30.412282308911013473,14491190677.510396957
40,-29.603184911001115154,-31.382572194314203529,14509226451.12651062
40,-31.534954318841485588,-25.946300453824509447,14452351607.594463348
40,-31.304545032931077486,-31.247471106346889513,14581202626.135961533
40,-31.236682565510943022,-29.508949930142893692,14554060541.79262352
40,-28.128204441784451006,-31.247469014237481133,14531434385.765491486
40,-31.237628224910267249,-31.247328541288887038,14580933227.079401016
40,-31.256460075931201459,-22.427756046269756496,14441615553.7514534
40,-31.240595699045595524,-31.24743220062363136,14581161355.502986908
40,-31.240604535786705043,-31.247358602349102341,14581203298.247331619
40,-31.238473368355080595,-26.186812221722174598,14502343204.783969879
40,-31.23779492208137043,-31.247319907595137778,14581211642.817365646
40,-31.285031110164773338,-31.246819984783680724,14581261316.329631805
40,-31.240602612352631695,-31.24494024230770961,14581221068.28730011
40,-31.242234839105549327,-29.069339259811982856,14548101987.443439484
40,-31.237421523660771072,-28.183517951668591195,14534227703.587686539
41,-18.139490322793218269,0,12280138346.891197205
41,-38.043192598454872666,-33.030850627892412774,12455634119.094957352
41,-27.795575097476486803,-47.837834113298420391,13439887299.282598495
41,-32.517745780488368723,-31.090388823023893394,13341351759.500928879
41,-28.431243088232463379,-25.182022011139469697,13256509392.79186821
41,-31.240601859227510317,-31.240194757473325637,13589963145.743652344
41,-31.240607109611808312,-30.408352484203671651,13576991154.469617844
41,-31.23844019771463465,-29.796845875501837497,13588982332.387504578
41,-31.24047708626049058,-33.861330609924067403,13714585787.23497963
41,-31.238227101446955913,-13.668217507200669303,13394268081.944955826
41,-32.653426471401864717,-0.11149415166704687574,13297475423.577737808
41,-12.591836517979801968,-22.787319674890905929,13544868283.896087646
41,-31.473377086335553088,-22.801683171141124973,14009549828.659349442
41,-25.793024420263904517,-29.670962837946717627,13922762177.649324417
41,-16.120270478400875902,-31.247697926471772689,13844314054.878484726
41,-32.074195969868704026,-30.412282308911013473,14169891980.903083801
41,-29.603184911001115154,-31.382572194314203529,14190159327.044921875
41,-31.240440658587370848,-25.946300453824509447,14129995732.330408096
41,-31.260664324697565064,-31.247471106346889513,14259023161.185567856
41,-31.131466063483539841,-25.638442528567850331,14167507128.78691864
41,-26.520034857588782984,-31.247454315059307817,14184319784.526988983
41,-31.202066901288596057,-31.247108460536857422,14258311599.826753616
41,-31.252994327354933546,-22.011307106135831191,14110901511.648168564
41,-31.240542351217573724,-31.247432097201720325,14258972941.92578125
41,-31.240585149725269787,-31.247358515276900448,14259014944.549879074
41,-31.233762608106566461,-26.461027527668353088,14183469557.672840118
41,-31.237717403805866923,-31.247319907595137778,14259027961.647279739
41,-31.2405915068422253,-31.246819984783680724,14259057688.219522476
41,-31.240609733848376806,-31.101092173418564357,14256879473.388525009
41,-31.242604855697873489,-29.143122972891951861,14226524270.401180267
41,-31.230978431354142089,-29.869915130835266837,14237916793.799570084
42,-18.139490322793218269,0,11998293215.13514328
42,-38.043192598454872666,-33.030850627892398563,12149106536.823329926
42,-27.276160198641147048,-47.837834113298420391,13143502435.566869736
42,-32.517745780488368723,-31.090388823023893394,13026150481.64383316
42,-28.806003438832181729,-17.831467204176348673,12879073919.516914368
42,-31.240601859227510317,-31.240194757473325637,13273132196.423717499
42,-31.240604388332272379,-17.945718168448202334,13058591438.806964874
42,-31.21456959410026144,-29.796845875501837497,13272115394.543365479
42,-31.24047708626049058,-33.861330609924067403,13400070666.27604866
42,-31.236991159880815871,-13.764097092540577449,13080744766.79240799
42,-32.653426471401864717,-0.11149415166704687574,12988583974.707101822
42,-12.591836517979801968,-22.787319674890905929,13272244436.039932251
42,-31.473377086335553088,-22.801683171141124973,13693859064.173398972
42,-22.965118917742998406,-30.42916234231027417,13566774761.08521843
42,-12.789971400462823325,-33.079754191709454858,13528404163.706932068
42,-32.074195969868704026,-30.412282308911013473,13854110667.049966812
42,-29.603184911001115154,-31.382572194314203529,13876262640.944137573
42,-31.238712943477072059,-25.946300453824509447,13813456356.4680233
42,-31.260664324697565064,-31.247471106346889513,13942224132.290773392
42,-30.858819781191741072,-19.140185409307978404,13740881784.559093475
42,-24.535056455293009492,-31.247383475298544653,13838352658.950546265
42,-30.528381756079042475,-31.242939180029608792,13932417821.857551575
42,-31.246776809324046553,-17.880244037657917033,13726560060.518005371
42,-31.240202000432805818,-31.247431437386062214,13942146951.273414612
42,-31.240392045520902542,-31.2473574324730059,13942189869.763458252
42,-31.227990321245609806,-25.917572407039827453,13857667254.172557831
42,-31.237315779603676447,-31.24731726126718101,13942207094.044477463
42,-31.240248449418700716,-31.246819984783673618,13942232354.90104866
42,-31.241552882150319448,-29.164084905639874989,13909741683.714468002
42,-31.244204308567169903,-30.115299523478210375,13924861446.714487076
42,-31.155409400532981579,-29.493214115236746409,13914573196.19111824
43,-18.139490322793218269,0,11742999977.220674515
43,-38.043192598454872666,-32.891618906487884999,11880580402.786979675
43,-26.293027812828874801,-47.837834113298420391,12881842799.152383804
43,-32.517745780488368723,-31.090388823023893394,12748002598.51473999
43,-29.624758413595074558,-8.0550643106562791473,12508802881.380847931
43,-31.240601859227510317,-31.240194757473325637,12993166367.353385925
43,-31.240603936381212691,-21.062656352718455821,12828612499.630598068
43,-31.000024492243412055,-29.796845875501837497,12991954346.465265274
43,-31.240003906792427557,-33.861330609924067403,13122412985.433162689
43,-31.236486735644852786,-17.103444684249854646,12855712034.627519608
43,-32.653426471401864717,-0.11149415166704687574,12715556738.254812241
43,-12.591836517979801968,-22.787319674890905929,13023071272.791893005
43,-31.473377086335553088,-22.801683171141124973,13414589685.076660156
43,-20.105362537374915632,-30.556293981450586728,13250951957.208812714
43,-13.262733692822967768,-33.079754191709454858,13286798415.677909851
43,-32.074195969868704026,-30.412282308911013473,13575288025.236982346
43,-29.603184911001115154,-31.382572194314203529,13598303331.863769531
43,-31.229007719973811419,-25.946300453824516552,13533498098.731250763
43,-31.260664324697565064,-31.247471106346889513,13662293253.882957458
43,-29.795567338700568172,-21.441398574207031658,13483583698.191867828
43,-21.848519037023073963,-31.247194446573779203,13519401151.312398911
43,-27.109235558153766732,-31.221778880302295534,13603571817.505474091
43,-31.240029567464436155,-20.759842151781434438,13492728784.884092331
43,-31.237708997185613669,-31.247426604364800795,13662174103.163265228
43,-31.239115064301778091,-31.247350271985496306,13662226082.464172363
43,-31.215831876172074999,-26.924165534783551124,13593335967.529726028
43,-31.236333606366997628,-31.247310789663934827,13662247788.191907883
43,-31.23856366116118366,-31.246774268738882085,13662270263.600406647
