Timestep,G0021,G0029,G0030,G0031,G0057,G0064,G0094,G0135,G0156,G0158,G0161,G0214,G0221,G0222,G0224,G0226,G0232,G0233,G0280,G0289,G0293,G0342,G0369,G0398,G0437,G0444,G0458,G0594,G0602,G0637,G0651,G0674,G0706,G0709,G0741,G0743,G0912,G0019,G0070,G0095,G0104,G0155,G0162,G0281,G0302,G0323,G0563,G0656,G0657,G0705,G0740,G0853
0,66006.328812210194883,110706.81731163673976,97756.208493989790441,606589.80655274691526,316663.27366871229606,138279.08124579794821,83552.314952167347656,142456.69699341632077,77285.891330789789208,77285.891330789789208,513428.97538106737193,81045.745503616315546,119062.04880687347031,166686.86832954283454,48042.581097461232275,55144.527868422454048,170446.72250236937543,159167.15998388978187,155825.06738575510099,167104.62990433469531,203867.64848331632675,67677.375111277549877,114048.90990967144899,48878.104247044895601,199690.03273569792509,101516.06266691633209,53891.243144146930717,114884.43305925511231,71437.229284104076214,69766.182985036735772,56397.812592697962828,51384.673695595920435,75614.845031722448766,55562.289443214285711,171282.24565195303876,51384.673695595920435,53055.719994663275429,0,0,0,0,0,0,0,0,0,0,0,222.37681406940569673,42.272822056154730319,0,0
1,65874.192648910189746,110485.19653143674077,97560.513163489784347,605375.49193814687897,316029.35460681229597,138002.2643466979498,83385.053985967344488,142171.51704601632082,77131.174937089788727,77131.174937089788727,512401.15674376738025,80883.502366416316363,118823.70193007346825,166353.18270194283105,47946.406041861235281,55034.135630722455971,170105.51013126937323,158848.52784328977577,155513.12568375508999,166770.10797193468898,203459.53172581631225,67541.893728677547188,113820.59869077145413,48780.256581844892935,199290.27902649791213,101312.84059301632806,53783.359820946927357,114654.44923075511178,71294.221158004074823,69626.520078236731933,56284.911440497962758,51281.80820139592106,75463.473857322445838,55451.060900714284799,170939.36067125303089,51281.80820139592106,52949.509281163278501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,65742.056485610184609,110263.57575123674178,97364.817832989778253,604161.17732354684267,315395.43554491229588,137725.4474475979514,83217.79301976734132,141886.33709861632087,76976.458543389788247,76976.458543389788247,511373.33810646738857,80721.259229216317181,118585.35505327346618,166019.49707434282755,47850.230986261238286,54923.743393022457894,169764.29776016937103,158529.89570268976968,155201.183981755079,166435.58603953468264,203051.41496831629775,67406.412346077544498,113592.28747187145927,48682.408916644890269,198890.52531729789916,101109.61851911632402,53675.476497746923997,114424.46540225511126,71151.213031904073432,69486.857171436728095,56172.010288297962688,51178.942707195921685,75312.102682922442909,55339.832358214283886,170596.47569055302301,51178.942707195921685,52843.298567663281574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,65609.920322310179472,110041.95497103674279,97169.12250248977216,602946.86270894680638,314761.51648301229579,137448.63054849795299,83050.532053567338153,141601.15715121632093,76821.742149689787766,76821.742149689787766,510345.51946916739689,80559.016092016317998,118347.00817647346412,165685.81144674282405,47754.055930661241291,54813.351155322459817,169423.08538906936883,158211.26356208976358,154889.24227975506801,166101.06410713467631,202643.29821081628324,67270.930963477541809,113363.97625297146442,48584.561251444887603,198490.7716080978862,100906.39644521631999,53567.593174546920636,114194.48157375511073,71008.204905804072041,69347.194264636724256,56059.109136097962619,51076.077212995922309,75160.731508522439981,55228.603815714282973,170253.59070985301514,51076.077212995922309,52737.087854163284646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,65477.784159010181611,109820.3341908367438,96973.427171989766066,601732.54809434677009,314127.59742111229571,137171.81364939795458,82883.271087367334985,141527.04110660389415,76667.025755989787285,76667.025755989787285,509317.70083186740521,80396.772954816318816,118393.66129967346205,165589.32821571119712,47657.880875061244296,54702.95891762246174,169081.87301796936663,157892.63142148975749,154577.30057775505702,165766.54217473466997,202235.18145331626874,67135.44958087753912,113135.66503407146956,48486.713586244884937,198091.01789889787324,100703.17437131631596,53459.709851346917276,113964.4977452551102,70865.19677970407065,69207.531357836720417,55946.207983897962549,50973.211718795922934,75009.360334122437052,55117.375273214282061,169910.70572915300727,50973.211718795922934,52630.877140663287719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,65345.64799571018375,109598.71341063674481,96777.731841489759972,600518.23347974673379,313493.67835921229562,136894.99675029795617,82716.010121167331818,141538.30352797074011,76619.791776159181609,76697.309362289786804,508289.88219456741353,80234.529817616319633,118440.31442287345999,165654.64258811119362,47561.705819461247302,54592.566679922463663,168740.66064686936443,157573.99928088975139,154638.35887575504603,165432.02024233466364,201827.06469581625424,66999.96819827753643,112907.35381517147471,48388.865921044882271,197691.26418969786027,100499.95229741631192,53351.826528146913915,113734.51391675510968,70722.188653604069259,69067.868451036716579,55833.30683169796248,50870.346224595923559,74857.989159722434124,55006.146730714281148,169567.8207484529994,50870.346224595923559,52524.666427163290791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,65371.511832410185889,109642.09263043674582,96816.036510989753879,599303.9188651466975,312859.75929731229553,136618.17985119795776,82548.74915496732865,141450.85646685695974,76465.075382459181128,76542.592968589786324,507262.06355726742186,80072.286680416320451,118486.96754607345792,165719.95696051119012,47465.530763861250307,54482.174442222465586,168399.44827576936223,157255.36714028974529,154699.41717375503504,165097.4983099346573,201418.94793831623974,66864.486815677533741,112952.04259627147985,48408.018255844879604,197291.51048049784731,100539.73022351630789,53372.943204946910555,113779.53008825510915,70579.180527504067868,68928.20554423671274,55720.40567949796241,50890.480730395924184,74706.617985322431196,54894.918188214280235,169471.82029484002851,50767.480730395924184,52545.455713663293864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,65397.375669110188028,109685.47185023674683,96854.341180489747785,598720.14451288431883,312225.84023541229544,136341.36295209795935,82381.488188767325482,141366.37265492859297,76310.358988759180647,76387.876574889785843,507463.24491996743018,79910.043543216321268,118533.62066927345586,165785.27133291118662,47369.355708261253312,54371.782204522467509,168466.23590466936002,157317.7349996897392,154760.47547175502405,165162.97637753465096,201010.83118081622524,66729.005433077531052,112723.731377371485,48427.170590644876938,197369.75677129783435,100579.50814961630385,53265.059881746907195,113824.54625975510862,70436.172401404066477,68788.542637436708901,55607.504527297962341,50910.615236195924808,74555.246810922428267,54783.689645714279322,169538.93531414002064,50787.615236195924808,52566.245000163296936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,65423.239505810190167,109728.85107003674784,96892.645849989741691,598957.82989828428254,312349.92117351229535,136395.54605299796094,82414.227222567322315,141422.19270752859302,76340.642595059180167,76418.160181189785362,507664.4262826674385,79892.212795560772065,118580.2737924734538,165850.58570531118312,47388.180652661256318,54393.389966822469432,168533.02353356935782,157380.1028590897331,154821.53376975501305,165228.45444513464463,201090.71442331621074,66755.524050477528363,112768.42015847149014,48446.322925444874272,197448.00306209782138,100619.28607571629982,53286.176558546903834,113869.56243125510809,70464.164275304065086,68815.879730636705062,55629.603375097962271,50930.749741995925433,74584.875636522425339,54805.46110321427841,169606.05033344001276,50807.749741995925433,52587.034286663300009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,65449.103342510192306,109772.23028983674885,96930.950519489735598,599195.51528368424624,312474.00211161229527,136449.72915389796253,82446.966256367319147,141478.01276012859307,76370.926201359179686,76448.443787489784881,507865.60764536744682,79923.969658360772883,118626.92691567345173,165915.90007771117962,47407.005597061259323,54414.997729122471355,168599.81116246935562,157442.47071848972701,154882.59206775500206,165293.93251273463829,201170.59766581619624,66782.042667877525673,112813.10893957149528,48465.475260244871606,197526.24935289780842,100659.06400181629579,53307.293235346900474,113914.57860275510757,70492.156149204063695,68843.216823836701224,55651.702222897962201,50950.884247795926058,74614.50446212242241,54827.232560714277497,169673.16535274000489,50827.884247795926058,52607.823573163303081,210.38000000000010914,0,327.34800000000001319,0,0,0,428.6388436496227996,289.24399999999997135,136.53694065029154103,161.94200000000000728,577.62199999999995725,270.57241886275477327,53.738465182847747315,0,0
10,65474.967179210194445,109815.60950963674986,96969.255188989729504,599433.20066908420995,312598.08304971229518,136503.91225479796412,82479.705290167315979,141533.83281272859313,76401.209807659179205,76478.727393789784401,508066.78900806745514,79955.7265211607737,118673.58003887344967,165981.21445011117612,47425.830541461262328,54436.605491422473278,168666.59879136935342,157504.83857788972091,154943.65036575499107,165359.41058033463196,201250.48090831618174,66808.561285277522984,112857.79772067150043,48484.62759504486894,197604.49564369779546,100698.84192791629175,53328.409912146897113,113959.59477425510704,70520.148023104062304,68870.553917036697385,55673.801070697962132,50971.018753595926682,74644.133287722419482,54849.004018214276584,169740.28037203999702,50848.018753595926682,52628.612859663306153,210.38000000000010914,0,654.69600000000002638,0,1158.7080000000000837,0,428.6388436496227996,289.24399999999997135,309.73694065029155809,323.88400000000001455,1001.6823941855038811,558.08441886275477373,168.91646518284773038,282.31599999999997408,472.83600000000001273
11,65500.831015910196584,109858.98872943675087,97007.55985848972341,599670.88605448417366,312722.16398781229509,136558.09535569796572,82512.444323967312812,141589.65286532859318,76431.493413959178724,76509.01100008978392,508267.97037076746346,79987.483383960774518,118720.2331620734476,166046.52882251117262,47444.655485861265333,54458.213253722475201,168733.38642026935122,157567.20643728971481,155004.70866375498008,165424.88864793462562,201330.36415081616724,66835.079902677520295,112902.48650177150557,48503.779929844866274,197682.74193449778249,100738.61985401628772,53349.526588946893753,114004.61094575510651,70548.139897004060913,68897.891010236693546,55695.899918497962062,50991.153259395927307,74673.762113322416553,54870.775475714275672,169807.39539133998915,50868.153259395927307,52649.402146163309226,482.30400000000008731,362.82612322410022898,654.69600000000002638,391.87502759512182138,1158.7080000000000837,568.96199999999998909,428.6388436496227996,289.24399999999997135,309.73694065029155809,323.88400000000001455,1418.0627946145273199,841.95200000000022555,284.09446518284772765,282.31599999999997408,472.83600000000001273
