Timestep,Node_0
0,44.00471464000247579
1,44.00471464000247579
2,44.00471464000247579
3,44.00471464000247579
4,44.00471464000247579
5,44.00471464000247579
6,44.00471464000247579
7,44.00471464000247579
8,44.00471464000247579
9,38.108082878242143465
10,38.108082878242143465
11,38.108082878242143465
12,14.778999999999999915
13,14.778999999999999915
14,0
15,38.108082878242143465
16,6.4139999999999997016
17,0
18,14.778999999999999915
19,38.108082878242143465
20,44.00471464000247579
21,44.00471464000247579
22,44.00471464000247579
23,44.00471464000247579
