Timestep,Node_0
0,93.134611111111112791
1,93.133222222222229902
2,93.133222222222229902
3,93.132527777777781353
4,93.128361111111118475
5,93.133222222222229902
6,93.134611111111112791
7,93.134611111111112791
8,93.134611111111112791
9,93.134611111111112791
10,93.134611111111112791
11,93.134611111111112791
12,93.134611111111112791
13,93.134611111111112791
14,93.134611111111112791
15,93.134611111111112791
16,93.134611111111112791
17,93.134611111111112791
18,93.134611111111112791
19,93.134611111111112791
20,93.134611111111112791
21,93.134611111111112791
22,93.134611111111112791
23,93.134611111111112791
