Timestep,Node_0
0,93.133222222222229902
1,93.133222222222229902
2,93.133222222222229902
3,93.132527777777781353
4,93.128361111111118475
5,93.133222222222229902
6,93.133222222222229902
7,93.133222222222229902
8,93.133222222222229902
9,93.133222222222229902
10,93.133222222222229902
11,93.133222222222229902
12,93.133222222222229902
13,93.133222222222229902
14,93.133222222222229902
15,93.133222222222229902
16,93.133222222222229902
17,93.133222222222229902
18,93.133222222222229902
19,93.133222222222229902
20,93.133222222222229902
21,93.133222222222229902
22,93.133222222222229902
23,93.133222222222229902
