Countries;Continent;NodeSusceptance;NodeConductance;NodeMinVoltage;NodeMaxVoltage
ES00475;Continent;0.0;0.0;198.0;242.00000000000003
ES00476;Continent;0.0;0.0;360.0;440.00000000000006
ES00477;Continent;0.0;0.0;198.0;242.00000000000003
ES00478;Continent;0.0;0.0;198.0;242.00000000000003
ES00479;Continent;0.0;0.0;360.0;440.00000000000006
ES00480;Continent;0.0;0.0;360.0;440.00000000000006
ES00481;Continent;0.0;0.0;360.0;440.00000000000006
ES00482;Continent;0.0;0.0;198.0;242.00000000000003
ES00483;Continent;0.0;0.0;360.0;440.00000000000006
ES00484;Continent;0.0;0.0;198.0;242.00000000000003
ES00485;Continent;0.0;0.0;198.0;242.00000000000003
ES00486;Continent;0.0;0.0;360.0;440.00000000000006
ES00487;Continent;0.0;0.0;118.8;145.20000000000002
ES00488;Continent;0.0;0.0;198.0;242.00000000000003
ES00489;Continent;0.0;0.0;360.0;440.00000000000006
ES00490;Continent;0.0;0.0;198.0;242.00000000000003
ES00491;Continent;0.0;0.0;198.0;242.00000000000003
ES00492;Continent;0.0;0.0;198.0;242.00000000000003
ES00493;Continent;0.0;0.0;198.0;242.00000000000003
ES00494;Continent;0.0;0.0;198.0;242.00000000000003
ES00495;Continent;0.0;0.0;198.0;242.00000000000003
ES00496;Continent;0.0;0.0;198.0;242.00000000000003
ES00497;Continent;0.0;0.0;360.0;440.00000000000006
ES00498;Continent;0.0;0.0;360.0;440.00000000000006
ES00499;Continent;0.0;0.0;198.0;242.00000000000003
ES00500;Continent;0.0;0.0;360.0;440.00000000000006
ES00501;Continent;0.0;0.0;198.0;242.00000000000003
ES00502;Continent;0.0;0.0;360.0;440.00000000000006
ES00503;Continent;0.0;0.0;198.0;242.00000000000003
ES00504;Continent;0.0;0.0;198.0;242.00000000000003
ES00505;Continent;0.0;0.0;198.0;242.00000000000003
ES00506;Continent;0.0;0.0;198.0;242.00000000000003
ES00507;Continent;0.0;0.0;198.0;242.00000000000003
ES00508;Continent;0.0;0.0;198.0;242.00000000000003
ES00509;Continent;0.0;0.0;360.0;440.00000000000006
ES00510;Continent;0.0;0.0;360.0;440.00000000000006
ES00511;Continent;0.0;0.0;198.0;242.00000000000003
ES00512;Continent;0.0;0.0;198.0;242.00000000000003
ES00513;Continent;0.0;0.0;198.0;242.00000000000003
ES00514;Continent;0.0;0.0;198.0;242.00000000000003
ES00515;Continent;0.0;0.0;198.0;242.00000000000003
ES00516;Continent;0.0;0.0;198.0;242.00000000000003
ES00517;Continent;0.0;0.0;198.0;242.00000000000003
ES00518;Continent;0.0;0.0;198.0;242.00000000000003
ES00519;Continent;0.0;0.0;198.0;242.00000000000003
ES00520;Continent;0.0;0.0;198.0;242.00000000000003
ES00521;Continent;0.0;0.0;198.0;242.00000000000003
ES00522;Continent;0.0;0.0;198.0;242.00000000000003
ES00523;Continent;0.0;0.0;198.0;242.00000000000003
ES00524;Continent;0.0;0.0;198.0;242.00000000000003
ES00525;Continent;0.0;0.0;198.0;242.00000000000003
ES00526;Continent;0.0;0.0;198.0;242.00000000000003
ES00527;Continent;0.0;0.0;198.0;242.00000000000003
ES00530;Continent;0.0;0.0;198.0;242.00000000000003
ES00531;Continent;0.0;0.0;198.0;242.00000000000003
ES00532;Continent;0.0;0.0;198.0;242.00000000000003
ES00533;Continent;0.0;0.0;360.0;440.00000000000006
ES00534;Continent;0.0;0.0;198.0;242.00000000000003
ES00535;Continent;0.0;0.0;198.0;242.00000000000003
ES00536;Continent;0.0;0.0;198.0;242.00000000000003
ES00537;Continent;0.0;0.0;198.0;242.00000000000003
ES00538;Continent;0.0;0.0;198.0;242.00000000000003
ES00539;Continent;0.0;0.0;198.0;242.00000000000003
ES00540;Continent;0.0;0.0;198.0;242.00000000000003
ES00541;Continent;0.0;0.0;198.0;242.00000000000003
ES00542;Continent;0.0;0.0;198.0;242.00000000000003
ES00543;Continent;0.0;0.0;198.0;242.00000000000003
ES00544;Continent;0.0;0.0;360.0;440.00000000000006
ES00545;Continent;0.0;0.0;360.0;440.00000000000006
ES00546;Continent;0.0;0.0;198.0;242.00000000000003
ES00547;Continent;0.0;0.0;360.0;440.00000000000006
ES00548;Continent;0.0;0.0;198.0;242.00000000000003
ES00549;Continent;0.0;0.0;198.0;242.00000000000003
ES00550;Continent;0.0;0.0;198.0;242.00000000000003
ES00551;Continent;0.0;0.0;360.0;440.00000000000006
ES00552;Continent;0.0;0.0;360.0;440.00000000000006
ES00553;Continent;0.0;0.0;360.0;440.00000000000006
ES00554;Continent;0.0;0.0;360.0;440.00000000000006
ES00555;Continent;0.0;0.0;198.0;242.00000000000003
ES00556;Continent;0.0;0.0;198.0;242.00000000000003
ES00557;Continent;0.0;0.0;198.0;242.00000000000003
ES00558;Continent;0.0;0.0;198.0;242.00000000000003
ES00559;Continent;0.0;0.0;360.0;440.00000000000006
ES00560;Continent;0.0;0.0;360.0;440.00000000000006
ES00561;Continent;0.0;0.0;198.0;242.00000000000003
ES00562;Continent;0.0;0.0;198.0;242.00000000000003
ES00563;Continent;0.0;0.0;198.0;242.00000000000003
ES00564;Continent;0.0;0.0;198.0;242.00000000000003
ES00565;Continent;0.0;0.0;198.0;242.00000000000003
ES00566;Continent;0.0;0.0;118.8;145.20000000000002
ES00567;Continent;0.0;0.0;198.0;242.00000000000003
ES00568;Continent;0.0;0.0;118.8;145.20000000000002
ES00569;Continent;0.0;0.0;198.0;242.00000000000003
ES00570;Continent;0.0;0.0;198.0;242.00000000000003
ES00571;Continent;0.0;0.0;198.0;242.00000000000003
ES00572;Continent;0.0;0.0;360.0;440.00000000000006
ES00573;Continent;0.0;0.0;360.0;440.00000000000006
ES00574;Continent;0.0;0.0;198.0;242.00000000000003
ES00575;Continent;0.0;0.0;198.0;242.00000000000003
ES00576;Continent;0.0;0.0;198.0;242.00000000000003
ES00577;Continent;0.0;0.0;198.0;242.00000000000003
ES00578;Continent;0.0;0.0;360.0;440.00000000000006
ES00579;Continent;0.0;0.0;360.0;440.00000000000006
ES00580;Continent;0.0;0.0;198.0;242.00000000000003
ES00581;Continent;0.0;0.0;198.0;242.00000000000003
ES00582;Continent;0.0;0.0;198.0;242.00000000000003
ES00583;Continent;0.0;0.0;198.0;242.00000000000003
ES00584;Continent;0.0;0.0;360.0;440.00000000000006
ES00585;Continent;0.0;0.0;360.0;440.00000000000006
ES00586;Continent;0.0;0.0;198.0;242.00000000000003
ES00587;Continent;0.0;0.0;198.0;242.00000000000003
ES00588;Continent;0.0;0.0;198.0;242.00000000000003
ES00589;Continent;0.0;0.0;198.0;242.00000000000003
ES00590;Continent;0.0;0.0;198.0;242.00000000000003
ES00591;Continent;0.0;0.0;198.0;242.00000000000003
ES00592;Continent;0.0;0.0;198.0;242.00000000000003
ES00593;Continent;0.0;0.0;198.0;242.00000000000003
ES00594;Continent;0.0;0.0;198.0;242.00000000000003
ES00595;Continent;0.0;0.0;198.0;242.00000000000003
ES00596;Continent;0.0;0.0;198.0;242.00000000000003
ES00597;Continent;0.0;0.0;198.0;242.00000000000003
ES00598;Continent;0.0;0.0;198.0;242.00000000000003
ES00599;Continent;0.0;0.0;198.0;242.00000000000003
ES00600;Continent;0.0;0.0;360.0;440.00000000000006
ES00601;Continent;0.0;0.0;118.8;145.20000000000002
ES00602;Continent;0.0;0.0;198.0;242.00000000000003
ES00603;Continent;0.0;0.0;118.8;145.20000000000002
ES00604;Continent;0.0;0.0;198.0;242.00000000000003
ES00605;Continent;0.0;0.0;198.0;242.00000000000003
ES00606;Continent;0.0;0.0;198.0;242.00000000000003
ES00607;Continent;0.0;0.0;198.0;242.00000000000003
ES00608;Continent;0.0;0.0;198.0;242.00000000000003
ES00609;Continent;0.0;0.0;198.0;242.00000000000003
ES00610;Continent;0.0;0.0;360.0;440.00000000000006
ES00611;Continent;0.0;0.0;198.0;242.00000000000003
ES00612;Continent;0.0;0.0;360.0;440.00000000000006
ES00613;Continent;0.0;0.0;198.0;242.00000000000003
ES00614;Continent;0.0;0.0;198.0;242.00000000000003
ES00615;Continent;0.0;0.0;198.0;242.00000000000003
ES00616;Continent;0.0;0.0;198.0;242.00000000000003
ES00617;Continent;0.0;0.0;198.0;242.00000000000003
ES00618;Continent;0.0;0.0;198.0;242.00000000000003
ES00619;Continent;0.0;0.0;198.0;242.00000000000003
ES00620;Continent;0.0;0.0;198.0;242.00000000000003
ES00621;Continent;0.0;0.0;198.0;242.00000000000003
ES00622;Continent;0.0;0.0;198.0;242.00000000000003
ES00623;Continent;0.0;0.0;198.0;242.00000000000003
ES00624;Continent;0.0;0.0;288.0;352.0
ES00625;Continent;0.0;0.0;360.0;440.00000000000006
ES00626;Continent;0.0;0.0;198.0;242.00000000000003
ES00628;Continent;0.0;0.0;198.0;242.00000000000003
ES00629;Continent;0.0;0.0;198.0;242.00000000000003
ES00630;Continent;0.0;0.0;198.0;242.00000000000003
ES00631;Continent;0.0;0.0;198.0;242.00000000000003
ES00632;Continent;0.0;0.0;198.0;242.00000000000003
ES00633;Continent;0.0;0.0;198.0;242.00000000000003
ES00634;Continent;0.0;0.0;118.8;145.20000000000002
ES00635;Continent;0.0;0.0;198.0;242.00000000000003
ES00636;Continent;0.0;0.0;118.8;145.20000000000002
ES00637;Continent;0.0;0.0;198.0;242.00000000000003
ES00638;Continent;0.0;0.0;198.0;242.00000000000003
ES00639;Continent;0.0;0.0;360.0;440.00000000000006
ES00640;Continent;0.0;0.0;198.0;242.00000000000003
ES00641;Continent;0.0;0.0;360.0;440.00000000000006
ES00642;Continent;0.0;0.0;360.0;440.00000000000006
ES00643;Continent;0.0;0.0;198.0;242.00000000000003
ES00644;Continent;0.0;0.0;360.0;440.00000000000006
ES00645;Continent;0.0;0.0;198.0;242.00000000000003
ES00646;Continent;0.0;0.0;198.0;242.00000000000003
ES00647;Continent;0.0;0.0;360.0;440.00000000000006
ES00648;Continent;0.0;0.0;198.0;242.00000000000003
ES00649;Continent;0.0;0.0;360.0;440.00000000000006
ES00650;Continent;0.0;0.0;198.0;242.00000000000003
ES00651;Continent;0.0;0.0;360.0;440.00000000000006
ES00652;Continent;0.0;0.0;198.0;242.00000000000003
ES00653;Continent;0.0;0.0;360.0;440.00000000000006
ES00654;Continent;0.0;0.0;198.0;242.00000000000003
ES00655;Continent;0.0;0.0;198.0;242.00000000000003
ES00656;Continent;0.0;0.0;198.0;242.00000000000003
ES00657;Continent;0.0;0.0;198.0;242.00000000000003
ES00658;Continent;0.0;0.0;360.0;440.00000000000006
ES00659;Continent;0.0;0.0;198.0;242.00000000000003
ES00660;Continent;0.0;0.0;360.0;440.00000000000006
ES00661;Continent;0.0;0.0;198.0;242.00000000000003
ES00662;Continent;0.0;0.0;360.0;440.00000000000006
ES00663;Continent;0.0;0.0;198.0;242.00000000000003
ES00664;Continent;0.0;0.0;198.0;242.00000000000003
ES00665;Continent;0.0;0.0;198.0;242.00000000000003
ES00666;Continent;0.0;0.0;198.0;242.00000000000003
ES00667;Continent;0.0;0.0;198.0;242.00000000000003
ES00668;Continent;0.0;0.0;198.0;242.00000000000003
ES00669;Continent;0.0;0.0;360.0;440.00000000000006
ES00671;Continent;0.0;0.0;198.0;242.00000000000003
ES00672;Continent;0.0;0.0;198.0;242.00000000000003
ES00673;Continent;0.0;0.0;360.0;440.00000000000006
ES00674;Continent;0.0;0.0;198.0;242.00000000000003
ES00675;Continent;0.0;0.0;198.0;242.00000000000003
ES00676;Continent;0.0;0.0;198.0;242.00000000000003
ES00677;Continent;0.0;0.0;198.0;242.00000000000003
ES00678;Continent;0.0;0.0;198.0;242.00000000000003
ES00679;Continent;0.0;0.0;198.0;242.00000000000003
ES00680;Continent;0.0;0.0;198.0;242.00000000000003
ES00681;Continent;0.0;0.0;225.0;275.0
ES00682;Continent;0.0;0.0;198.0;242.00000000000003
ES00683;Continent;0.0;0.0;225.0;275.0
ES00684;Continent;0.0;0.0;198.0;242.00000000000003
ES00685;Continent;0.0;0.0;360.0;440.00000000000006
ES00686;Continent;0.0;0.0;198.0;242.00000000000003
ES00687;Continent;0.0;0.0;198.0;242.00000000000003
ES00688;Continent;0.0;0.0;360.0;440.00000000000006
ES00689;Continent;0.0;0.0;198.0;242.00000000000003
ES00690;Continent;0.0;0.0;360.0;440.00000000000006
ES00691;Continent;0.0;0.0;360.0;440.00000000000006
ES00692;Continent;0.0;0.0;198.0;242.00000000000003
ES00693;Continent;0.0;0.0;360.0;440.00000000000006
ES00694;Continent;0.0;0.0;360.0;440.00000000000006
ES00695;Continent;0.0;0.0;360.0;440.00000000000006
ES00696;Continent;0.0;0.0;198.0;242.00000000000003
ES00697;Continent;0.0;0.0;198.0;242.00000000000003
ES00698;Continent;0.0;0.0;360.0;440.00000000000006
ES00699;Continent;0.0;0.0;198.0;242.00000000000003
ES00700;Continent;0.0;0.0;360.0;440.00000000000006
ES00701;Continent;0.0;0.0;198.0;242.00000000000003
ES00702;Continent;0.0;0.0;360.0;440.00000000000006
ES00703;Continent;0.0;0.0;198.0;242.00000000000003
ES00704;Continent;0.0;0.0;118.8;145.20000000000002
ES00705;Continent;0.0;0.0;198.0;242.00000000000003
ES00706;Continent;0.0;0.0;198.0;242.00000000000003
ES00707;Continent;0.0;0.0;198.0;242.00000000000003
ES00708;Continent;0.0;0.0;198.0;242.00000000000003
ES00709;Continent;0.0;0.0;198.0;242.00000000000003
ES00710;Continent;0.0;0.0;360.0;440.00000000000006
ES00711;Continent;0.0;0.0;360.0;440.00000000000006
ES00712;Continent;0.0;0.0;360.0;440.00000000000006
ES00713;Continent;0.0;0.0;198.0;242.00000000000003
ES00714;Continent;0.0;0.0;198.0;242.00000000000003
ES00715;Continent;0.0;0.0;198.0;242.00000000000003
ES00716;Continent;0.0;0.0;198.0;242.00000000000003
ES00718;Continent;0.0;0.0;198.0;242.00000000000003
ES00719;Continent;0.0;0.0;198.0;242.00000000000003
ES00720;Continent;0.0;0.0;198.0;242.00000000000003
ES00722;Continent;0.0;0.0;198.0;242.00000000000003
ES00723;Continent;0.0;0.0;360.0;440.00000000000006
ES00724;Continent;0.0;0.0;118.8;145.20000000000002
ES00725;Continent;0.0;0.0;198.0;242.00000000000003
ES00726;Continent;0.0;0.0;198.0;242.00000000000003
ES00727;Continent;0.0;0.0;198.0;242.00000000000003
ES00728;Continent;0.0;0.0;360.0;440.00000000000006
ES00729;Continent;0.0;0.0;360.0;440.00000000000006
ES00730;Continent;0.0;0.0;360.0;440.00000000000006
ES00731;Continent;0.0;0.0;198.0;242.00000000000003
ES00732;Continent;0.0;0.0;198.0;242.00000000000003
ES00733;Continent;0.0;0.0;360.0;440.00000000000006
ES00734;Continent;0.0;0.0;360.0;440.00000000000006
ES00735;Continent;0.0;0.0;360.0;440.00000000000006
ES00736;Continent;0.0;0.0;198.0;242.00000000000003
ES00737;Continent;0.0;0.0;360.0;440.00000000000006
ES00738;Continent;0.0;0.0;198.0;242.00000000000003
ES00739;Continent;0.0;0.0;198.0;242.00000000000003
ES00740;Continent;0.0;0.0;198.0;242.00000000000003
ES00741;Continent;0.0;0.0;198.0;242.00000000000003
ES00742;Continent;0.0;0.0;202.5;247.50000000000003
ES00743;Continent;0.0;0.0;198.0;242.00000000000003
ES00744;Continent;0.0;0.0;202.5;247.50000000000003
ES00745;Continent;0.0;0.0;198.0;242.00000000000003
ES00746;Continent;0.0;0.0;360.0;440.00000000000006
ES00747;Continent;0.0;0.0;198.0;242.00000000000003
ES00748;Continent;0.0;0.0;198.0;242.00000000000003
ES00749;Continent;0.0;0.0;360.0;440.00000000000006
ES00750;Continent;0.0;0.0;360.0;440.00000000000006
ES00751;Continent;0.0;0.0;198.0;242.00000000000003
ES00752;Continent;0.0;0.0;360.0;440.00000000000006
ES00753;Continent;0.0;0.0;198.0;242.00000000000003
ES00754;Continent;0.0;0.0;198.0;242.00000000000003
ES00755;Continent;0.0;0.0;198.0;242.00000000000003
ES00756;Continent;0.0;0.0;198.0;242.00000000000003
ES00757;Continent;0.0;0.0;198.0;242.00000000000003
ES00758;Continent;0.0;0.0;360.0;440.00000000000006
ES00759;Continent;0.0;0.0;198.0;242.00000000000003
ES00760;Continent;0.0;0.0;360.0;440.00000000000006
ES00761;Continent;0.0;0.0;360.0;440.00000000000006
ES00762;Continent;0.0;0.0;360.0;440.00000000000006
ES00763;Continent;0.0;0.0;118.8;145.20000000000002
ES00764;Continent;0.0;0.0;198.0;242.00000000000003
ES00765;Continent;0.0;0.0;198.0;242.00000000000003
ES00766;Continent;0.0;0.0;118.8;145.20000000000002
ES00767;Continent;0.0;0.0;198.0;242.00000000000003
ES00768;Continent;0.0;0.0;360.0;440.00000000000006
ES00769;Continent;0.0;0.0;360.0;440.00000000000006
ES00770;Continent;0.0;0.0;198.0;242.00000000000003
ES00771;Continent;0.0;0.0;198.0;242.00000000000003
ES00772;Continent;0.0;0.0;360.0;440.00000000000006
ES00773;Continent;0.0;0.0;198.0;242.00000000000003
ES00774;Continent;0.0;0.0;360.0;440.00000000000006
ES00775;Continent;0.0;0.0;198.0;242.00000000000003
ES00776;Continent;0.0;0.0;198.0;242.00000000000003
ES00777;Continent;0.0;0.0;360.0;440.00000000000006
ES00778;Continent;0.0;0.0;198.0;242.00000000000003
ES00779;Continent;0.0;0.0;360.0;440.00000000000006
ES00780;Continent;0.0;0.0;360.0;440.00000000000006
ES00781;Continent;0.0;0.0;360.0;440.00000000000006
ES00782;Continent;0.0;0.0;198.0;242.00000000000003
ES00783;Continent;0.0;0.0;198.0;242.00000000000003
ES00784;Continent;0.0;0.0;198.0;242.00000000000003
ES00785;Continent;0.0;0.0;360.0;440.00000000000006
ES00786;Continent;0.0;0.0;360.0;440.00000000000006
ES00787;Continent;0.0;0.0;360.0;440.00000000000006
ES00788;Continent;0.0;0.0;360.0;440.00000000000006
ES00789;Continent;0.0;0.0;360.0;440.00000000000006
ES00790;Continent;0.0;0.0;198.0;242.00000000000003
ES00791;Continent;0.0;0.0;198.0;242.00000000000003
ES00792;Continent;0.0;0.0;198.0;242.00000000000003
ES00793;Continent;0.0;0.0;198.0;242.00000000000003
ES00794;Continent;0.0;0.0;198.0;242.00000000000003
ES00795;Continent;0.0;0.0;198.0;242.00000000000003
ES00796;Continent;0.0;0.0;198.0;242.00000000000003
ES00797;Continent;0.0;0.0;198.0;242.00000000000003
ES00798;Continent;0.0;0.0;198.0;242.00000000000003
ES00799;Continent;0.0;0.0;198.0;242.00000000000003
ES00800;Continent;0.0;0.0;198.0;242.00000000000003
ES00801;Continent;0.0;0.0;198.0;242.00000000000003
ES00802;Continent;0.0;0.0;198.0;242.00000000000003
ES00803;Continent;0.0;0.0;198.0;242.00000000000003
ES00804;Continent;0.0;0.0;198.0;242.00000000000003
ES00805;Continent;0.0;0.0;198.0;242.00000000000003
ES00806;Continent;0.0;0.0;198.0;242.00000000000003
ES00807;Continent;0.0;0.0;198.0;242.00000000000003
ES00808;Continent;0.0;0.0;198.0;242.00000000000003
ES00809;Continent;0.0;0.0;198.0;242.00000000000003
ES00810;Continent;0.0;0.0;198.0;242.00000000000003
ES00811;Continent;0.0;0.0;198.0;242.00000000000003
ES00812;Continent;0.0;0.0;198.0;242.00000000000003
ES00813;Continent;0.0;0.0;198.0;242.00000000000003
ES00814;Continent;0.0;0.0;360.0;440.00000000000006
ES00815;Continent;0.0;0.0;198.0;242.00000000000003
ES00816;Continent;0.0;0.0;198.0;242.00000000000003
ES00817;Continent;0.0;0.0;360.0;440.00000000000006
ES00818;Continent;0.0;0.0;360.0;440.00000000000006
ES00819;Continent;0.0;0.0;360.0;440.00000000000006
ES00820;Continent;0.0;0.0;198.0;242.00000000000003
ES00821;Continent;0.0;0.0;198.0;242.00000000000003
ES00822;Continent;0.0;0.0;198.0;242.00000000000003
ES00823;Continent;0.0;0.0;198.0;242.00000000000003
ES00824;Continent;0.0;0.0;118.8;145.20000000000002
ES00825;Continent;0.0;0.0;198.0;242.00000000000003
ES00826;Continent;0.0;0.0;118.8;145.20000000000002
ES00827;Continent;0.0;0.0;198.0;242.00000000000003
ES00828;Continent;0.0;0.0;198.0;242.00000000000003
ES00829;Continent;0.0;0.0;198.0;242.00000000000003
ES00830;Continent;0.0;0.0;198.0;242.00000000000003
ES00831;Continent;0.0;0.0;198.0;242.00000000000003
ES00832;Continent;0.0;0.0;198.0;242.00000000000003
ES00833;Continent;0.0;0.0;198.0;242.00000000000003
ES00834;Continent;0.0;0.0;198.0;242.00000000000003
ES00835;Continent;0.0;0.0;198.0;242.00000000000003
ES00836;Continent;0.0;0.0;360.0;440.00000000000006
ES00837;Continent;0.0;0.0;198.0;242.00000000000003
ES00838;Continent;0.0;0.0;198.0;242.00000000000003
ES00839;Continent;0.0;0.0;198.0;242.00000000000003
ES00840;Continent;0.0;0.0;198.0;242.00000000000003
ES00841;Continent;0.0;0.0;360.0;440.00000000000006
ES00842;Continent;0.0;0.0;198.0;242.00000000000003
ES00843;Continent;0.0;0.0;198.0;242.00000000000003
ES00844;Continent;0.0;0.0;198.0;242.00000000000003
ES00845;Continent;0.0;0.0;198.0;242.00000000000003
ES00846;Continent;0.0;0.0;198.0;242.00000000000003
ES00847;Continent;0.0;0.0;198.0;242.00000000000003
ES00848;Continent;0.0;0.0;198.0;242.00000000000003
ES00849;Continent;0.0;0.0;198.0;242.00000000000003
ES00850;Continent;0.0;0.0;198.0;242.00000000000003
ES00851;Continent;0.0;0.0;198.0;242.00000000000003
ES00852;Continent;0.0;0.0;198.0;242.00000000000003
ES00853;Continent;0.0;0.0;198.0;242.00000000000003
ES00854;Continent;0.0;0.0;198.0;242.00000000000003
ES00855;Continent;0.0;0.0;198.0;242.00000000000003
ES00856;Continent;0.0;0.0;198.0;242.00000000000003
ES00857;Continent;0.0;0.0;198.0;242.00000000000003
ES00858;Continent;0.0;0.0;198.0;242.00000000000003
ES00859;Continent;0.0;0.0;360.0;440.00000000000006
ES00860;Continent;0.0;0.0;360.0;440.00000000000006
ES00861;Continent;0.0;0.0;198.0;242.00000000000003
ES00862;Continent;0.0;0.0;198.0;242.00000000000003
ES00863;Continent;0.0;0.0;198.0;242.00000000000003
ES00864;Continent;0.0;0.0;198.0;242.00000000000003
ES00865;Continent;0.0;0.0;198.0;242.00000000000003
ES00866;Continent;0.0;0.0;198.0;242.00000000000003
ES00867;Continent;0.0;0.0;360.0;440.00000000000006
ES00868;Continent;0.0;0.0;198.0;242.00000000000003
ES00869;Continent;0.0;0.0;198.0;242.00000000000003
ES00870;Continent;0.0;0.0;360.0;440.00000000000006
ES00871;Continent;0.0;0.0;198.0;242.00000000000003
ES00872;Continent;0.0;0.0;198.0;242.00000000000003
ES00873;Continent;0.0;0.0;198.0;242.00000000000003
ES00874;Continent;0.0;0.0;198.0;242.00000000000003
ES00875;Continent;0.0;0.0;198.0;242.00000000000003
ES00876;Continent;0.0;0.0;198.0;242.00000000000003
ES00877;Continent;0.0;0.0;198.0;242.00000000000003
ES00878;Continent;0.0;0.0;360.0;440.00000000000006
ES00879;Continent;0.0;0.0;360.0;440.00000000000006
ES00880;Continent;0.0;0.0;360.0;440.00000000000006
ES00881;Continent;0.0;0.0;198.0;242.00000000000003
ES00882;Continent;0.0;0.0;198.0;242.00000000000003
ES00883;Continent;0.0;0.0;198.0;242.00000000000003
ES00884;Continent;0.0;0.0;360.0;440.00000000000006
ES00885;Continent;0.0;0.0;198.0;242.00000000000003
ES00886;Continent;0.0;0.0;360.0;440.00000000000006
ES00887;Continent;0.0;0.0;360.0;440.00000000000006
ES00888;Continent;0.0;0.0;198.0;242.00000000000003
ES00889;Continent;0.0;0.0;198.0;242.00000000000003
ES00890;Continent;0.0;0.0;360.0;440.00000000000006
ES00891;Continent;0.0;0.0;198.0;242.00000000000003
ES00892;Continent;0.0;0.0;360.0;440.00000000000006
ES00893;Continent;0.0;0.0;198.0;242.00000000000003
ES00894;Continent;0.0;0.0;198.0;242.00000000000003
ES00895;Continent;0.0;0.0;198.0;242.00000000000003
ES00896;Continent;0.0;0.0;198.0;242.00000000000003
ES00897;Continent;0.0;0.0;198.0;242.00000000000003
ES00898;Continent;0.0;0.0;198.0;242.00000000000003
ES00899;Continent;0.0;0.0;198.0;242.00000000000003
ES00900;Continent;0.0;0.0;198.0;242.00000000000003
ES00901;Continent;0.0;0.0;198.0;242.00000000000003
ES00902;Continent;0.0;0.0;198.0;242.00000000000003
ES00903;Continent;0.0;0.0;360.0;440.00000000000006
ES00904;Continent;0.0;0.0;360.0;440.00000000000006
ES00905;Continent;0.0;0.0;360.0;440.00000000000006
ES00906;Continent;0.0;0.0;198.0;242.00000000000003
ES00907;Continent;0.0;0.0;198.0;242.00000000000003
ES00908;Continent;0.0;0.0;198.0;242.00000000000003
ES00909;Continent;0.0;0.0;198.0;242.00000000000003
ES00910;Continent;0.0;0.0;198.0;242.00000000000003
ES00911;Continent;0.0;0.0;198.0;242.00000000000003
ES00914;Continent;0.0;0.0;360.0;440.00000000000006
ES00915;Continent;0.0;0.0;360.0;440.00000000000006
ES00916;Continent;0.0;0.0;360.0;440.00000000000006
ES00917;Continent;0.0;0.0;360.0;440.00000000000006
ES00918;Continent;0.0;0.0;360.0;440.00000000000006
ES00919;Continent;0.0;0.0;198.0;242.00000000000003
ES00920;Continent;0.0;0.0;198.0;242.00000000000003
ES00921;Continent;0.0;0.0;360.0;440.00000000000006
ES00922;Continent;0.0;0.0;198.0;242.00000000000003
ES00923;Continent;0.0;0.0;360.0;440.00000000000006
ES00924;Continent;0.0;0.0;198.0;242.00000000000003
ES00925;Continent;0.0;0.0;198.0;242.00000000000003
ES00926;Continent;0.0;0.0;360.0;440.00000000000006
ES00927;Continent;0.0;0.0;198.0;242.00000000000003
ES00928;Continent;0.0;0.0;198.0;242.00000000000003
ES00929;Continent;0.0;0.0;198.0;242.00000000000003
ES00930;Continent;0.0;0.0;198.0;242.00000000000003
ES00931;Continent;0.0;0.0;198.0;242.00000000000003
ES00932;Continent;0.0;0.0;360.0;440.00000000000006
ES00933;Continent;0.0;0.0;198.0;242.00000000000003
ES00934;Continent;0.0;0.0;198.0;242.00000000000003
ES00935;Continent;0.0;0.0;198.0;242.00000000000003
ES00936;Continent;0.0;0.0;198.0;242.00000000000003
ES00937;Continent;0.0;0.0;198.0;242.00000000000003
ES00938;Continent;0.0;0.0;198.0;242.00000000000003
ES00939;Continent;0.0;0.0;198.0;242.00000000000003
ES00940;Continent;0.0;0.0;360.0;440.00000000000006
ES00941;Continent;0.0;0.0;360.0;440.00000000000006
ES00942;Continent;0.0;0.0;360.0;440.00000000000006
ES00943;Continent;0.0;0.0;198.0;242.00000000000003
ES00944;Continent;0.0;0.0;198.0;242.00000000000003
ES00945;Continent;0.0;0.0;198.0;242.00000000000003
ES00946;Continent;0.0;0.0;198.0;242.00000000000003
ES00947;Continent;0.0;0.0;198.0;242.00000000000003
ES00948;Continent;0.0;0.0;198.0;242.00000000000003
ES00949;Continent;0.0;0.0;198.0;242.00000000000003
ES00950;Continent;0.0;0.0;198.0;242.00000000000003
ES00951;Continent;0.0;0.0;198.0;242.00000000000003
ES00952;Continent;0.0;0.0;198.0;242.00000000000003
ES00953;Continent;0.0;0.0;198.0;242.00000000000003
ES00954;Continent;0.0;0.0;198.0;242.00000000000003
ES00955;Continent;0.0;0.0;198.0;242.00000000000003
ES00956;Continent;0.0;0.0;198.0;242.00000000000003
ES00957;Continent;0.0;0.0;360.0;440.00000000000006
ES00958;Continent;0.0;0.0;118.8;145.20000000000002
ES00959;Continent;0.0;0.0;198.0;242.00000000000003
ES00960;Continent;0.0;0.0;198.0;242.00000000000003
ES00961;Continent;0.0;0.0;198.0;242.00000000000003
ES00962;Continent;0.0;0.0;198.0;242.00000000000003
ES00963;Continent;0.0;0.0;360.0;440.00000000000006
