index;node;mc;mc_heat;g_max;eta;plant_type;storage_power;storage_capacity
G0787;ES01112;0.0;0.0;4.4;1.0;Solar;0.0;0.0
G0791;ES01115;0.0;0.0;19.3;1.0;Solar;0.0;0.0
G0793;ES01118;0.0;0.0;57.5;1.0;Solar;0.0;0.0
G0795;ES01120;0.0;0.0;1.8;1.0;Solar;0.0;0.0
G0796;ES01124;0.0;0.0;52.6;1.0;Solar;0.0;0.0
G0797;ES01128;0.0;0.0;86.0;1.0;Solar;0.0;0.0
G0799;ES01129;0.0;0.0;32.4;1.0;Solar;0.0;0.0
G0803;ES01132;0.0;0.0;4.7;1.0;Solar;0.0;0.0
G0806;ES01133;0.0;0.0;3.2;1.0;Solar;0.0;0.0
G0808;ES01134;0.0;0.0;4.2;1.0;Solar;0.0;0.0
G0810;ES01136;0.0;0.0;35.0;1.0;Solar;0.0;0.0
G0813;ES01141;0.0;0.0;16.3;1.0;Solar;0.0;0.0
G0817;ES01143;0.0;0.0;6.2;1.0;Solar;0.0;0.0
G0819;ES01144;0.0;0.0;271.6;1.0;Solar;0.0;0.0
G0820;ES01146;0.0;0.0;33.5;1.0;Solar;0.0;0.0
G0821;ES01147;0.0;0.0;5.5;1.0;Solar;0.0;0.0
G0822;ES01148;0.0;0.0;49.0;1.0;Solar;0.0;0.0
G0824;ES01149;0.0;0.0;3.5;1.0;Solar;0.0;0.0
G0825;ES01150;0.0;0.0;35.8;1.0;Solar;0.0;0.0
G0826;ES01152;0.0;0.0;56.0;1.0;Solar;0.0;0.0
G0827;ES01153;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0829;ES01154;0.0;0.0;7.0;1.0;Solar;0.0;0.0
G0830;ES01155;0.0;0.0;6.2;1.0;Solar;0.0;0.0
G0831;ES01156;0.0;0.0;1.3;1.0;Solar;0.0;0.0
G0835;ES01160;0.0;0.0;28.0;1.0;Solar;0.0;0.0
G0836;ES01161;0.0;0.0;33.6;1.0;Solar;0.0;0.0
G0837;ES01164;0.0;0.0;91.6;1.0;Solar;0.0;0.0
G0839;ES01165;0.0;0.0;109.6;1.0;Solar;0.0;0.0
G0841;ES01166;0.0;0.0;4.7;1.0;Solar;0.0;0.0
G0842;ES01168;0.0;0.0;2.6;1.0;Solar;0.0;0.0
G0844;ES01170;0.0;0.0;13.3;1.0;Solar;0.0;0.0
G0847;ES01171;0.0;0.0;109.9;1.0;Solar;0.0;0.0
G0849;ES01172;0.0;0.0;2.1;1.0;Solar;0.0;0.0
G0850;ES01173;0.0;0.0;130.5;1.0;Solar;0.0;0.0
G0851;ES01175;0.0;0.0;164.9;1.0;Solar;0.0;0.0
G0854;ES01178;0.0;0.0;59.7;1.0;Solar;0.0;0.0
G0856;ES01180;0.0;0.0;23.8;1.0;Solar;0.0;0.0
G0862;ES01182;0.0;0.0;211.6;1.0;Solar;0.0;0.0
G0866;ES01183;0.0;0.0;169.7;1.0;Solar;0.0;0.0
G0871;ES01193;0.0;0.0;80.0;1.0;Solar;0.0;0.0
G0872;ES01194;0.0;0.0;1.5;1.0;Solar;0.0;0.0
G0873;ES01196;0.0;0.0;99.8;1.0;Solar;0.0;0.0
G0874;ES01197;0.0;0.0;90.4;1.0;Solar;0.0;0.0
G0876;ES01200;0.0;0.0;6.3;1.0;Solar;0.0;0.0
G0877;ES01205;0.0;0.0;5.1;1.0;Solar;0.0;0.0
G0878;ES01208;0.0;0.0;668.3;1.0;Solar;0.0;0.0
G0879;ES01209;0.0;0.0;395.4;1.0;Solar;0.0;0.0
G0881;ES01210;0.0;0.0;378.8;1.0;Solar;0.0;0.0
G0882;ES01211;0.0;0.0;5.0;1.0;Solar;0.0;0.0
G0883;ES01212;0.0;0.0;82.3;1.0;Solar;0.0;0.0
G0884;ES01213;0.0;0.0;7.2;1.0;Solar;0.0;0.0
G0886;ES01214;0.0;0.0;3.3;1.0;Solar;0.0;0.0
G0889;ES01217;0.0;0.0;321.1;1.0;Solar;0.0;0.0
G0892;ES01220;0.0;0.0;8.0;1.0;Solar;0.0;0.0
G0894;ES01221;0.0;0.0;305.4;1.0;Solar;0.0;0.0
G0895;ES01223;0.0;0.0;553.0;1.0;Solar;0.0;0.0
G0896;ES01225;0.0;0.0;616.6;1.0;Solar;0.0;0.0
G0897;ES01226;0.0;0.0;191.6;1.0;Solar;0.0;0.0
G0899;ES01227;0.0;0.0;2.6;1.0;Solar;0.0;0.0
G0904;ES01232;0.0;0.0;1.3;1.0;Solar;0.0;0.0
G0905;ES01235;0.0;0.0;1.0;1.0;Solar;0.0;0.0
G0913;ES01244;0.0;0.0;12.1;1.0;Solar;0.0;0.0
G0916;ES01245;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0917;ES01247;0.0;0.0;5.699999999999999;1.0;Solar;0.0;0.0
G0918;ES01248;0.0;0.0;51.4;1.0;Solar;0.0;0.0
G0919;ES01249;0.0;0.0;150.0;1.0;Solar;0.0;0.0
G0920;ES01250;0.0;0.0;160.8;1.0;Solar;0.0;0.0
G0921;ES01251;0.0;0.0;110.7;1.0;Solar;0.0;0.0
G0922;ES01252;0.0;0.0;193.6;1.0;Solar;0.0;0.0
G0924;ES01253;0.0;0.0;20.8;1.0;Solar;0.0;0.0
G0926;ES01257;0.0;0.0;139.9;1.0;Solar;0.0;0.0
G0927;ES01259;0.0;0.0;1210.7;1.0;Solar;0.0;0.0
G0225;ES00317;0.0;0.0;492500.0;1.0;Hydro|run_of_river;0.0;0.0
G0928;ES00544;0.0;0.0;7250.0;1.0;Hydro|run_of_river;0.0;0.0
G0929;ES01042;0.0;0.0;44000.0;1.0;Hydro|run_of_river;0.0;0.0
G0930;ES01042;0.0;0.0;75000.0;1.0;Hydro|run_of_river;0.0;0.0
G0931;ES00315;0.0;0.0;216250.0;1.0;Hydro|run_of_river;0.0;0.0
G0932;ES00846;0.0;0.0;21000.0;1.0;Hydro|run_of_river;0.0;0.0
G0933;ES01214;0.0;0.0;5800.0;1.0;Hydro|run_of_river;0.0;0.0
G0934;ES00214;0.0;0.0;3920.0;1.0;Hydro|run_of_river;0.0;0.0
G0935;ES00891;0.0;0.0;9250.0;1.0;Hydro|run_of_river;0.0;0.0
G0936;ES01042;0.0;0.0;206100.0;1.0;Hydro|run_of_river;0.0;0.0
G0937;ES00785;0.0;0.0;24000.0;1.0;Hydro|run_of_river;0.0;0.0
G0938;ES00867;0.0;0.0;24000.0;1.0;Hydro|run_of_river;0.0;0.0
G0939;ES01133;0.0;0.0;11250.0;1.0;Hydro|run_of_river;0.0;0.0
G0940;ES00934;0.0;0.0;32000.0;1.0;Hydro|run_of_river;0.0;0.0
G0941;ES00597;0.0;0.0;12250.0;1.0;Hydro|run_of_river;0.0;0.0
G0942;ES00012;0.0;0.0;1750.0;1.0;Hydro|run_of_river;0.0;0.0
G0943;ES00518;0.0;0.0;26000.0;1.0;Hydro|run_of_river;0.0;0.0
G0944;ES00963;0.0;0.0;12500.0;1.0;Hydro|run_of_river;0.0;0.0
G0945;ES00737;0.0;0.0;3750.0;1.0;Hydro|run_of_river;0.0;0.0
G0946;ES00641;0.0;0.0;125.0;1.0;Hydro|run_of_river;0.0;0.0
G0947;ES00933;0.0;0.0;9500.0;1.0;Hydro|run_of_river;0.0;0.0
G0948;ES00934;0.0;0.0;32000.0;1.0;Hydro|run_of_river;0.0;0.0
G0949;ES00214;0.0;0.0;1132.5;1.0;Hydro|run_of_river;0.0;0.0
G0950;ES00083;0.0;0.0;5250.0;1.0;Hydro|run_of_river;0.0;0.0
G0951;ES01039;0.0;0.0;6750.0;1.0;Hydro|run_of_river;0.0;0.0
G0952;ES01133;0.0;0.0;12500.0;1.0;Hydro|run_of_river;0.0;0.0
G0953;ES00304;0.0;0.0;18000.0;1.0;Hydro|run_of_river;0.0;0.0
G0954;ES01042;0.0;0.0;27250.0;1.0;Hydro|run_of_river;0.0;0.0
G0955;ES00034;0.0;0.0;12500.0;1.0;Hydro|run_of_river;0.0;0.0
G0956;ES00401;0.0;0.0;20800.0;1.0;Hydro|run_of_river;0.0;0.0
G0957;ES00500;0.0;0.0;13500.0;1.0;Hydro|run_of_river;0.0;0.0
G0958;ES00179;0.0;0.0;32000.0;1.0;Hydro|run_of_river;0.0;0.0
G0959;ES01042;0.0;0.0;17000.0;1.0;Hydro|run_of_river;0.0;0.0
G0960;ES01142;0.0;0.0;12500.0;1.0;Hydro|run_of_river;0.0;0.0
G0961;ES00401;0.0;0.0;37500.0;1.0;Hydro|run_of_river;0.0;0.0
G0962;ES00518;0.0;0.0;33000.0;1.0;Hydro|run_of_river;0.0;0.0
G0963;ES00215;0.0;0.0;38000.0;1.0;Hydro|run_of_river;0.0;0.0
G0964;ES00933;0.0;0.0;7475.000000000001;1.0;Hydro|run_of_river;0.0;0.0
G0965;ES00849;0.0;0.0;7875.0;1.0;Hydro|run_of_river;0.0;0.0
G0966;ES01042;0.0;0.0;750.0;1.0;Hydro|run_of_river;0.0;0.0
G0967;ES00215;0.0;0.0;2750.0;1.0;Hydro|run_of_river;0.0;0.0
G0968;ES00383;0.0;0.0;1500.0;1.0;Hydro|run_of_river;0.0;0.0
G0969;ES00383;0.0;0.0;5750.0;1.0;Hydro|run_of_river;0.0;0.0
G0970;ES00034;0.0;0.0;32000.0;1.0;Hydro|run_of_river;0.0;0.0
G0971;ES00785;0.0;0.0;24000.0;1.0;Hydro|run_of_river;0.0;0.0
G0972;ES00791;0.0;0.0;25000.0;1.0;Hydro|run_of_river;0.0;0.0
G0973;ES00938;0.0;0.0;6500.0;1.0;Hydro|run_of_river;0.0;0.0
G0002;ES00007;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0003;ES00007;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0007;ES00009;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0008;ES00009;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0127;ES00197;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0128;ES00197;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0129;ES00197;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0177;ES00274;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0178;ES00274;0.0;0.0;30.0;1.0;Solar;0.0;0.0
G0240;ES00333;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0243;ES00335;0.0;0.0;30.0;1.0;Solar;0.0;0.0
G0249;ES00343;0.0;0.0;20.0;1.0;Solar;0.0;0.0
G0250;ES00343;0.0;0.0;11.0;1.0;Solar;0.0;0.0
G0344;ES00446;0.0;0.0;24.2;1.0;Solar;0.0;0.0
G0389;ES00493;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0390;ES00493;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0405;ES00510;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0427;ES00537;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0431;ES00539;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0432;ES00540;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0473;ES00613;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0495;ES00645;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0603;ES00816;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0605;ES00816;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0606;ES00816;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0609;ES00820;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0618;ES00835;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0619;ES00835;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0620;ES00835;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0632;ES00846;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0633;ES00846;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0679;ES00909;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0682;ES00917;0.0;0.0;45.1;1.0;Solar;0.0;0.0
G0720;ES00976;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0722;ES00977;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0724;ES00977;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0725;ES00977;0.0;0.0;19.9;1.0;Solar;0.0;0.0
G0726;ES00977;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0727;ES00977;0.0;0.0;110.0;1.0;Solar;0.0;0.0
G0764;ES01058;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0766;ES01060;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0767;ES01060;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0769;ES01062;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0772;ES01062;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0828;ES01153;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0858;ES01181;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0859;ES01181;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0860;ES01181;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0861;ES01181;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0863;ES01182;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0864;ES01182;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0865;ES01182;0.0;0.0;49.9;1.0;Solar;0.0;0.0
G0923;ES01253;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0019;ES00034;0.0;0.0;314.0;0.866;Hydro|pumped_storage;314.0;31400.0
G0070;ES00128;0.0;0.0;1229.0;0.866;Hydro|pumped_storage;1229.0;122900.0
G0095;ES00166;0.0;0.0;378.0;0.866;Hydro|pumped_storage;378.0;37800.0
G0104;ES00179;0.0;0.0;572.0;0.866;Hydro|pumped_storage;572.0;57200.0
G0155;ES00241;0.0;0.0;1338.0;0.866;Hydro|pumped_storage;1338.0;133800.0
G0162;ES00246;0.0;0.0;657.0;0.866;Hydro|pumped_storage;657.0;65700.0
G0281;ES00366;0.0;0.0;963.0;0.866;Hydro|pumped_storage;963.0;96300.0
G0302;ES00389;0.0;0.0;334.0;0.866;Hydro|pumped_storage;334.0;33400.0
G0323;ES00407;0.0;0.0;200.0;0.866;Hydro|pumped_storage;200.0;20000.0
G0563;ES00733;0.0;0.0;187.0;0.866;Hydro|pumped_storage;187.0;18700.0
G0656;ES00890;0.0;0.0;667.0;0.866;Hydro|pumped_storage;667.0;66700.0
G0657;ES00891;0.0;0.0;332.0;0.866;Hydro|pumped_storage;332.0;33200.0
G0705;ES00962;0.0;0.0;133.0;0.866;Hydro|pumped_storage;133.0;13300.0
G0740;ES01008;0.0;0.0;326.0;0.866;Hydro|pumped_storage;326.0;32600.0
G0853;ES01176;0.0;0.0;546.0;0.866;Hydro|pumped_storage;546.0;54600.0
G0021;ES00036;30.777120727178996;0.0;158.0;0.0;Hydro|reservoir;158.0;220461.54991836735
G0029;ES00056;30.777120727178996;0.0;265.0;0.0;Hydro|reservoir;265.0;369761.4603061225
G0030;ES00056;30.777120727178996;0.0;234.0;0.0;Hydro|reservoir;234.0;326506.34608163266
G0031;ES00057;30.777120727178996;0.0;1452.0;0.0;Hydro|reservoir;1452.0;2.02601373722449e6
G0057;ES00099;30.777120727178996;0.0;758.0;0.0;Hydro|reservoir;758.0;1.057657309102041e6
G0064;ES00112;30.777120727178996;0.0;331.0;0.0;Hydro|reservoir;331.0;461852.99381632655
G0094;ES00161;30.777120727178996;0.0;200.0;0.0;Hydro|reservoir;200.0;279065.25306122453
G0135;ES00204;30.777120727178996;0.0;341.0;0.0;Hydro|reservoir;341.0;475806.2564693878
G0156;ES00242;30.777120727178996;0.0;185.0;0.0;Hydro|reservoir;185.0;258135.35908163266
G0158;ES00242;30.777120727178996;0.0;185.0;0.0;Hydro|reservoir;185.0;258135.35908163266
G0161;ES00246;30.777120727178996;0.0;1229.0;0.0;Hydro|reservoir;1229.0;1.7148559800612247e6
G0214;ES00305;30.777120727178996;0.0;194.0;0.0;Hydro|reservoir;194.0;270693.2954693877
G0221;ES00313;30.777120727178996;0.0;285.0;0.0;Hydro|reservoir;285.0;397667.9856122449
G0222;ES00313;30.777120727178996;0.0;399.0;0.0;Hydro|reservoir;399.0;556735.1798571429
G0224;ES00316;30.777120727178996;0.0;115.0;0.0;Hydro|reservoir;115.0;160462.5205102041
G0226;ES00319;30.777120727178996;0.0;132.0;0.0;Hydro|reservoir;132.0;184183.06702040817
G0232;ES00326;30.777120727178996;0.0;408.0;0.0;Hydro|reservoir;408.0;569293.116244898
G0233;ES00326;30.777120727178996;0.0;381.0;0.0;Hydro|reservoir;381.0;531619.3070816327
G0280;ES00366;30.777120727178996;0.0;373.0;0.0;Hydro|reservoir;373.0;520456.6969591837
G0289;ES00372;30.777120727178996;0.0;400.0;0.0;Hydro|reservoir;400.0;558130.5061224491
G0293;ES00379;30.777120727178996;0.0;488.0;0.0;Hydro|reservoir;488.0;680919.2174693878
G0342;ES00445;30.777120727178996;0.0;162.0;0.0;Hydro|reservoir;162.0;226042.85497959185
G0369;ES00475;30.777120727178996;0.0;273.0;0.0;Hydro|reservoir;273.0;380924.0704285715
G0398;ES00498;30.777120727178996;0.0;117.0;0.0;Hydro|reservoir;117.0;163253.17304081633
G0437;ES00547;30.777120727178996;0.0;478.0;0.0;Hydro|reservoir;478.0;666965.9548163265
G0444;ES00553;30.777120727178996;0.0;243.0;0.0;Hydro|reservoir;243.0;339064.2824693878
G0458;ES00574;30.777120727178996;0.0;129.0;0.0;Hydro|reservoir;129.0;179997.0882244898
G0594;ES00801;30.777120727178996;0.0;275.0;0.0;Hydro|reservoir;275.0;383714.72295918374
G0602;ES00812;30.777120727178996;0.0;171.0;0.0;Hydro|reservoir;171.0;238600.79136734694
G0637;ES00853;30.777120727178996;0.0;167.0;0.0;Hydro|reservoir;167.0;233019.48630612248
G0651;ES00878;30.777120727178996;0.0;135.0;0.0;Hydro|reservoir;135.0;188369.04581632654
G0674;ES00906;30.777120727178996;0.0;123.0;0.0;Hydro|reservoir;123.0;171625.13063265308
G0706;ES00962;30.777120727178996;0.0;181.0;0.0;Hydro|reservoir;181.0;252554.0540204082
G0709;ES00964;30.777120727178996;0.0;133.0;0.0;Hydro|reservoir;133.0;185578.3932857143
G0741;ES01008;30.777120727178996;0.0;410.0;0.0;Hydro|reservoir;410.0;572083.7687755101
G0743;ES01014;30.777120727178996;0.0;123.0;0.0;Hydro|reservoir;123.0;171625.13063265308
G0912;ES01243;30.777120727178996;0.0;127.0;0.0;Hydro|reservoir;127.0;177206.43569387757
