Name;Zone;NumberUnits;MaxPower;MinPower;MaxPowerProfile;Energy;Kappa;Capacity;MaxAddedCapacity;MaxRetCapacity;InvestmentCost
G0550;ES00711;1;22.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;22.0;3.0;0.0;1.0595e6
G0551;ES00713;1;50.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;1.0595e6
G0555;ES00720;1;17.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;17.0;2.0;0.0;1.0595e6
G0556;ES00722;1;67.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;67.0;7.0;0.0;1.0595e6
G0564;ES00734;1;43.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;43.0;5.0;0.0;1.0595e6
G0566;ES00740;1;171.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;171.0;18.0;0.0;1.0595e6
G0570;ES00745;1;40.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;40.0;4.0;0.0;1.0595e6
G0572;ES00754;1;218.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;218.0;22.0;0.0;1.0595e6
G0576;ES00761;1;30.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;30.0;3.0;0.0;1.0595e6
G0577;ES00762;1;114.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;114.0;12.0;0.0;1.0595e6
G0580;ES00769;1;88.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;88.0;9.0;0.0;1.0595e6
G0583;ES00782;1;103.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;103.0;11.0;0.0;1.0595e6
G0589;ES00787;1;66.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;66.0;7.0;0.0;1.0595e6
G0590;ES00788;1;18.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.0;2.0;0.0;1.0595e6
G0591;ES00797;1;64.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;64.0;7.0;0.0;1.0595e6
G0592;ES00798;1;14.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.0;2.0;0.0;1.0595e6
G0593;ES00800;1;139.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;139.0;14.0;0.0;1.0595e6
G0595;ES00802;1;20.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.0;2.0;0.0;1.0595e6
G0596;ES00803;1;48.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;48.0;5.0;0.0;1.0595e6
G0597;ES00805;1;105.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;105.0;11.0;0.0;1.0595e6
G0598;ES00807;1;50.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;1.0595e6
G0599;ES00808;1;31.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;31.0;4.0;0.0;1.0595e6
G0600;ES00809;1;152.9;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;152.9;16.0;0.0;1.0595e6
G0626;ES00842;1;48.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;48.0;5.0;0.0;1.0595e6
G0629;ES00843;1;78.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;78.0;8.0;0.0;1.0595e6
G0638;ES00853;1;20.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.0;2.0;0.0;1.0595e6
G0640;ES00857;1;280.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;280.0;28.0;0.0;1.0595e6
G0643;ES00858;1;140.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;140.0;14.0;0.0;1.0595e6
G0645;ES00860;1;19.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;19.0;2.0;0.0;1.0595e6
G0646;ES00863;1;56.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;56.0;6.0;0.0;1.0595e6
G0648;ES00869;1;14.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.0;2.0;0.0;1.0595e6
G0653;ES00887;1;48.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;48.0;5.0;0.0;1.0595e6
G0658;ES00892;1;134.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;134.0;14.0;0.0;1.0595e6
G0659;ES00893;1;78.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;78.0;8.0;0.0;1.0595e6
G0660;ES00894;1;18.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.0;2.0;0.0;1.0595e6
G0661;ES00895;1;75.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;75.0;8.0;0.0;1.0595e6
G0662;ES00896;1;26.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.0;3.0;0.0;1.0595e6
G0663;ES00897;1;184.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;184.0;19.0;0.0;1.0595e6
G0664;ES00898;1;23.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;23.0;3.0;0.0;1.0595e6
G0666;ES00899;1;252.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;252.0;26.0;0.0;1.0595e6
G0668;ES00901;1;49.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.0;5.0;0.0;1.0595e6
G0670;ES00902;1;44.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;44.0;5.0;0.0;1.0595e6
G0675;ES00907;1;30.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;30.0;3.0;0.0;1.0595e6
G0684;ES00917;1;49.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.0;5.0;0.0;1.0595e6
G0687;ES00918;1;21.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;21.0;3.0;0.0;1.0595e6
G0690;ES00926;1;40.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;40.0;4.0;0.0;1.0595e6
G0691;ES00927;1;50.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;1.0595e6
G0695;ES00933;1;57.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;57.0;6.0;0.0;1.0595e6
G0700;ES00955;1;86.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;86.0;9.0;0.0;1.0595e6
G0703;ES00959;1;35.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;35.0;4.0;0.0;1.0595e6
G0708;ES00963;1;10.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;10.0;1.0;0.0;1.0595e6
G0710;ES00965;1;93.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;93.0;10.0;0.0;1.0595e6
G0711;ES00967;1;72.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;72.0;8.0;0.0;1.0595e6
G0713;ES00968;1;112.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;112.0;12.0;0.0;1.0595e6
G0715;ES00971;1;78.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;78.0;8.0;0.0;1.0595e6
G0717;ES00972;1;13.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;13.0;2.0;0.0;1.0595e6
G0718;ES00973;1;40.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;40.0;4.0;0.0;1.0595e6
G0728;ES00978;1;28.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;28.0;3.0;0.0;1.0595e6
G0731;ES00979;1;75.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;75.0;8.0;0.0;1.0595e6
G0732;ES00995;1;50.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;1.0595e6
G0733;ES00996;1;262.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;262.0;27.0;0.0;1.0595e6
G0735;ES00997;1;57.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;57.0;6.0;0.0;1.0595e6
G0737;ES01001;1;26.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.0;3.0;0.0;1.0595e6
G0739;ES01004;1;37.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;37.0;4.0;0.0;1.0595e6
G0744;ES01017;1;251.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;251.0;26.0;0.0;1.0595e6
G0747;ES01033;1;26.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.0;3.0;0.0;1.0595e6
G0748;ES01036;1;50.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;1.0595e6
G0751;ES01040;1;126.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;126.0;13.0;0.0;1.0595e6
G0753;ES01043;1;60.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;60.0;6.0;0.0;1.0595e6
G0755;ES01048;1;78.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;78.0;8.0;0.0;1.0595e6
G0756;ES01049;1;62.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;62.0;7.0;0.0;1.0595e6
G0758;ES01050;1;106.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;106.0;11.0;0.0;1.0595e6
G0761;ES01052;1;10.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;10.0;1.0;0.0;1.0595e6
G0762;ES01053;1;199.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;199.0;20.0;0.0;1.0595e6
G0765;ES01059;1;122.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;122.0;13.0;0.0;1.0595e6
G0771;ES01062;1;74.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;74.0;8.0;0.0;1.0595e6
G0773;ES01065;1;136.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;136.0;14.0;0.0;1.0595e6
G0777;ES01078;1;24.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;24.0;3.0;0.0;1.0595e6
G0778;ES01085;1;30.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;30.0;3.0;0.0;1.0595e6
G0781;ES01093;1;359.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;359.0;36.0;0.0;1.0595e6
G0783;ES01101;1;38.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;38.0;4.0;0.0;1.0595e6
G0784;ES01102;1;56.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;56.0;6.0;0.0;1.0595e6
G0786;ES01108;1;26.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.0;3.0;0.0;1.0595e6
G0792;ES01115;1;74.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;74.0;8.0;0.0;1.0595e6
G0794;ES01118;1;56.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;56.0;6.0;0.0;1.0595e6
G0798;ES01128;1;82.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;82.0;9.0;0.0;1.0595e6
G0800;ES01129;1;118.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;118.0;12.0;0.0;1.0595e6
G0801;ES01131;1;70.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;70.0;7.0;0.0;1.0595e6
G0804;ES01132;1;173.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;173.0;18.0;0.0;1.0595e6
G0805;ES01133;1;19.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;19.0;2.0;0.0;1.0595e6
G0807;ES01134;1;115.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;115.0;12.0;0.0;1.0595e6
G0809;ES01135;1;62.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;62.0;7.0;0.0;1.0595e6
G0811;ES01140;1;165.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;165.0;17.0;0.0;1.0595e6
G0812;ES01141;1;240.2;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;240.2;25.0;0.0;1.0595e6
G0815;ES01142;1;25.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;25.0;3.0;0.0;1.0595e6
G0816;ES01143;1;133.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;133.0;14.0;0.0;1.0595e6
G0823;ES01148;1;76.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;76.0;8.0;0.0;1.0595e6
G0832;ES01158;1;35.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;35.0;4.0;0.0;1.0595e6
G0833;ES01159;1;87.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;87.0;9.0;0.0;1.0595e6
G0834;ES01160;1;144.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;144.0;15.0;0.0;1.0595e6
G0838;ES01165;1;256.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;256.0;26.0;0.0;1.0595e6
G0840;ES01166;1;26.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.0;3.0;0.0;1.0595e6
G0843;ES01170;1;12.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.0;2.0;0.0;1.0595e6
G0848;ES01172;1;128.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;128.0;13.0;0.0;1.0595e6
G0852;ES01176;1;105.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;105.0;11.0;0.0;1.0595e6
G0855;ES01179;1;200.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;200.0;20.0;0.0;1.0595e6
G0857;ES01180;1;123.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;123.0;13.0;0.0;1.0595e6
G0867;ES01184;1;117.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;117.0;12.0;0.0;1.0595e6
G0868;ES01190;1;110.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;110.0;11.0;0.0;1.0595e6
G0869;ES01191;1;114.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;114.0;12.0;0.0;1.0595e6
G0870;ES01192;1;270.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;270.0;27.0;0.0;1.0595e6
G0875;ES01198;1;18.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.0;2.0;0.0;1.0595e6
G0880;ES01210;1;20.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.0;2.0;0.0;1.0595e6
G0885;ES01214;1;85.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;85.0;9.0;0.0;1.0595e6
G0887;ES01215;1;118.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;118.0;12.0;0.0;1.0595e6
G0888;ES01216;1;67.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;67.0;7.0;0.0;1.0595e6
G0890;ES01217;1;105.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;105.0;11.0;0.0;1.0595e6
G0891;ES01219;1;53.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;53.0;6.0;0.0;1.0595e6
G0893;ES01220;1;40.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;40.0;4.0;0.0;1.0595e6
G0898;ES01227;1;261.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;261.0;27.0;0.0;1.0595e6
G0900;ES01228;1;91.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;91.0;10.0;0.0;1.0595e6
G0901;ES01230;1;33.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;33.0;4.0;0.0;1.0595e6
G0902;ES01231;1;354.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;354.0;36.0;0.0;1.0595e6
G0903;ES01232;1;45.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;45.0;5.0;0.0;1.0595e6
G0906;ES01236;1;36.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;36.0;4.0;0.0;1.0595e6
G0907;ES01237;1;128.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;128.0;13.0;0.0;1.0595e6
G0908;ES01238;1;106.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;106.0;11.0;0.0;1.0595e6
G0909;ES01239;1;199.6;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;199.6;20.0;0.0;1.0595e6
G0914;ES01244;1;27.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;27.0;3.0;0.0;1.0595e6
G0915;ES01245;1;60.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;60.0;6.0;0.0;1.0595e6
G0925;ES01255;1;32.0;0.0;EDF__WindOnshore-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;32.0;4.0;0.0;1.0595e6
G0001;ES00007;1;161.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;161.0;17.0;0.0;476775.0
G0009;ES00009;1;503.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;503.9;51.0;0.0;476775.0
G0010;ES00010;1;3.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.5;1.0;0.0;476775.0
G0011;ES00015;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0012;ES00016;1;12.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.6;2.0;0.0;476775.0
G0013;ES00017;1;36.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;36.4;4.0;0.0;476775.0
G0015;ES00023;1;3.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.2;1.0;0.0;476775.0
G0017;ES00025;1;91.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;91.8;10.0;0.0;476775.0
G0020;ES00036;1;280.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;280.1;29.0;0.0;476775.0
G0024;ES00040;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
G0025;ES00049;1;41.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;41.4;5.0;0.0;476775.0
G0026;ES00054;1;26.099999999999998;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.099999999999998;3.0;0.0;476775.0
G0032;ES00057;1;201.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;201.9;21.0;0.0;476775.0
G0034;ES00062;1;13.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;13.3;2.0;0.0;476775.0
G0037;ES00068;1;1.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.6;1.0;0.0;476775.0
G0043;ES00075;1;262.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;262.0;27.0;0.0;476775.0
G0044;ES00076;1;24.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;24.6;3.0;0.0;476775.0
G0046;ES00080;1;18.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.6;2.0;0.0;476775.0
G0047;ES00081;1;60.400000000000006;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;60.400000000000006;7.0;0.0;476775.0
G0049;ES00084;1;12.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.0;2.0;0.0;476775.0
G0051;ES00085;1;33.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;33.8;4.0;0.0;476775.0
G0052;ES00086;1;43.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;43.5;5.0;0.0;476775.0
G0053;ES00087;1;65.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;65.2;7.0;0.0;476775.0
G0054;ES00088;1;80.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;80.7;9.0;0.0;476775.0
G0055;ES00095;1;25.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;25.2;3.0;0.0;476775.0
G0062;ES00111;1;1.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.2;1.0;0.0;476775.0
G0063;ES00112;1;6.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.8;1.0;0.0;476775.0
G0071;ES00128;1;6.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.3;1.0;0.0;476775.0
G0072;ES00130;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
