Name;Zone;NumberUnits;MaxPower;MinPower;MaxPowerProfile;Energy;Kappa;Capacity;MaxAddedCapacity;MaxRetCapacity;InvestmentCost
G0497;ES00648;1;18.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.5;2.0;0.0;476775.0
G0498;ES00649;1;697.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;697.0;70.0;0.0;476775.0
G0499;ES00651;1;16.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;16.3;2.0;0.0;476775.0
G0500;ES00652;1;66.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;66.0;7.0;0.0;476775.0
G0501;ES00653;1;67.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;67.4;7.0;0.0;476775.0
G0505;ES00657;1;55.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;55.4;6.0;0.0;476775.0
G0507;ES00662;1;1.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.0;1.0;0.0;476775.0
G0510;ES00666;1;63.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;63.8;7.0;0.0;476775.0
G0513;ES00668;1;20.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.5;3.0;0.0;476775.0
G0515;ES00669;1;8.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.4;1.0;0.0;476775.0
G0516;ES00671;1;21.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;21.1;3.0;0.0;476775.0
G0518;ES00674;1;166.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;166.4;17.0;0.0;476775.0
G0519;ES00677;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
G0521;ES00678;1;265.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;265.2;27.0;0.0;476775.0
G0522;ES00679;1;30.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;30.0;3.0;0.0;476775.0
G0525;ES00683;1;5.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.6;1.0;0.0;476775.0
G0533;ES00691;1;5.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.0;1.0;0.0;476775.0
G0534;ES00694;1;7.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;7.4;1.0;0.0;476775.0
G0535;ES00697;1;60.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;60.5;7.0;0.0;476775.0
G0538;ES00700;1;7.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;7.4;1.0;0.0;476775.0
G0541;ES00701;1;47.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;47.4;5.0;0.0;476775.0
G0543;ES00703;1;65.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;65.0;7.0;0.0;476775.0
G0545;ES00707;1;1.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.2;1.0;0.0;476775.0
G0547;ES00708;1;127.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;127.8;13.0;0.0;476775.0
G0553;ES00713;1;94.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;94.2;10.0;0.0;476775.0
G0554;ES00716;1;2.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.7;1.0;0.0;476775.0
G0557;ES00722;1;35.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;35.6;4.0;0.0;476775.0
G0558;ES00724;1;5.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.1;1.0;0.0;476775.0
G0559;ES00726;1;2.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.3;1.0;0.0;476775.0
G0560;ES00728;1;8.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.7;1.0;0.0;476775.0
G0561;ES00730;1;6.699999999999999;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.699999999999999;1.0;0.0;476775.0
G0562;ES00731;1;1.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.7;1.0;0.0;476775.0
G0568;ES00740;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0571;ES00747;1;2.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.7;1.0;0.0;476775.0
G0573;ES00758;1;19.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;19.1;2.0;0.0;476775.0
G0574;ES00759;1;19.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;19.9;2.0;0.0;476775.0
G0575;ES00760;1;4.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.3;1.0;0.0;476775.0
G0578;ES00762;1;21.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;21.6;3.0;0.0;476775.0
G0579;ES00766;1;6.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.3;1.0;0.0;476775.0
G0581;ES00772;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0582;ES00776;1;7.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;7.2;1.0;0.0;476775.0
G0584;ES00782;1;8.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.3;1.0;0.0;476775.0
G0585;ES00784;1;12.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.6;2.0;0.0;476775.0
G0588;ES00785;1;5.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.0;1.0;0.0;476775.0
G0601;ES00810;1;53.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;53.8;6.0;0.0;476775.0
G0604;ES00816;1;12.899999999999999;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.899999999999999;2.0;0.0;476775.0
G0607;ES00819;1;302.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;302.7;31.0;0.0;476775.0
G0608;ES00820;1;62.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;62.9;7.0;0.0;476775.0
G0610;ES00822;1;7.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;7.0;1.0;0.0;476775.0
G0611;ES00823;1;10.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;10.0;1.0;0.0;476775.0
G0612;ES00825;1;424.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;424.0;43.0;0.0;476775.0
G0613;ES00827;1;123.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;123.7;13.0;0.0;476775.0
G0614;ES00828;1;508.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;508.1;51.0;0.0;476775.0
G0615;ES00829;1;6.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.0;1.0;0.0;476775.0
G0616;ES00832;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0617;ES00834;1;2.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.1;1.0;0.0;476775.0
G0621;ES00835;1;146.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;146.7;15.0;0.0;476775.0
G0622;ES00836;1;124.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;124.2;13.0;0.0;476775.0
G0623;ES00837;1;3.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.6;1.0;0.0;476775.0
G0624;ES00838;1;2.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.6;1.0;0.0;476775.0
G0625;ES00841;1;2.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.0;1.0;0.0;476775.0
G0628;ES00843;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
G0630;ES00844;1;15.600000000000001;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;15.600000000000001;2.0;0.0;476775.0
G0631;ES00845;1;1.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.2;1.0;0.0;476775.0
G0634;ES00849;1;18.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.6;2.0;0.0;476775.0
G0635;ES00850;1;5.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.3;1.0;0.0;476775.0
G0636;ES00851;1;45.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;45.8;5.0;0.0;476775.0
G0639;ES00855;1;28.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;28.0;3.0;0.0;476775.0
G0641;ES00857;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
G0642;ES00858;1;62.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;62.2;7.0;0.0;476775.0
G0647;ES00864;1;1.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.5;1.0;0.0;476775.0
G0650;ES00876;1;6.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.7;1.0;0.0;476775.0
G0652;ES00886;1;17.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;17.7;2.0;0.0;476775.0
G0654;ES00887;1;259.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;259.0;26.0;0.0;476775.0
G0655;ES00888;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
G0665;ES00898;1;40.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;40.4;5.0;0.0;476775.0
G0667;ES00900;1;8.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.4;1.0;0.0;476775.0
G0669;ES00901;1;10.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;10.7;2.0;0.0;476775.0
G0671;ES00903;1;126.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;126.5;13.0;0.0;476775.0
G0672;ES00905;1;78.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;78.0;8.0;0.0;476775.0
G0673;ES00906;1;175.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;175.3;18.0;0.0;476775.0
G0676;ES00907;1;65.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;65.5;7.0;0.0;476775.0
G0677;ES00908;1;32.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;32.0;4.0;0.0;476775.0
G0678;ES00909;1;20.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.0;2.0;0.0;476775.0
G0680;ES00910;1;26.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.3;3.0;0.0;476775.0
G0681;ES00916;1;4.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.5;1.0;0.0;476775.0
G0683;ES00917;1;65.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;65.5;7.0;0.0;476775.0
G0685;ES00918;1;12.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.6;2.0;0.0;476775.0
G0688;ES00925;1;163.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;163.9;17.0;0.0;476775.0
G0689;ES00926;1;93.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;93.5;10.0;0.0;476775.0
G0692;ES00928;1;10.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;10.2;2.0;0.0;476775.0
G0693;ES00929;1;26.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;26.0;3.0;0.0;476775.0
G0694;ES00931;1;1.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.3;1.0;0.0;476775.0
G0696;ES00933;1;1.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.5;1.0;0.0;476775.0
G0698;ES00942;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0699;ES00953;1;16.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;16.3;2.0;0.0;476775.0
G0701;ES00955;1;17.799999999999997;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;17.799999999999997;2.0;0.0;476775.0
G0702;ES00959;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0707;ES00963;1;27.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;27.8;3.0;0.0;476775.0
G0712;ES00967;1;16.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;16.9;2.0;0.0;476775.0
G0714;ES00970;1;14.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.9;2.0;0.0;476775.0
G0716;ES00971;1;13.700000000000001;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;13.700000000000001;2.0;0.0;476775.0
G0719;ES00975;1;6.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.3;1.0;0.0;476775.0
G0721;ES00976;1;4.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.8;1.0;0.0;476775.0
G0723;ES00977;1;217.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;217.5;22.0;0.0;476775.0
G0729;ES00978;1;58.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;58.5;6.0;0.0;476775.0
G0730;ES00979;1;19.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;19.7;2.0;0.0;476775.0
G0734;ES00996;1;93.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;93.0;10.0;0.0;476775.0
G0738;ES01001;1;7.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;7.2;1.0;0.0;476775.0
G0750;ES01038;1;3.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.3;1.0;0.0;476775.0
G0752;ES01043;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
G0757;ES01049;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0759;ES01051;1;9.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;9.1;1.0;0.0;476775.0
G0760;ES01052;1;20.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.6;3.0;0.0;476775.0
G0763;ES01057;1;71.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;71.8;8.0;0.0;476775.0
G0768;ES01061;1;1.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.8;1.0;0.0;476775.0
G0770;ES01062;1;6.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.6;1.0;0.0;476775.0
G0774;ES01075;1;46.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;46.0;5.0;0.0;476775.0
G0775;ES01076;1;24.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;24.8;3.0;0.0;476775.0
G0776;ES01078;1;13.700000000000001;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;13.700000000000001;2.0;0.0;476775.0
G0779;ES01086;1;175.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;175.1;18.0;0.0;476775.0
G0782;ES01094;1;3.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.3;1.0;0.0;476775.0
G0785;ES01108;1;15.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;15.6;2.0;0.0;476775.0
G0787;ES01112;1;4.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.4;1.0;0.0;476775.0
G0791;ES01115;1;19.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;19.3;2.0;0.0;476775.0
G0793;ES01118;1;57.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;57.5;6.0;0.0;476775.0
G0795;ES01120;1;1.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.8;1.0;0.0;476775.0
G0796;ES01124;1;52.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;52.6;6.0;0.0;476775.0
G0797;ES01128;1;86.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;86.0;9.0;0.0;476775.0
G0799;ES01129;1;32.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;32.4;4.0;0.0;476775.0
G0803;ES01132;1;4.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.7;1.0;0.0;476775.0
G0806;ES01133;1;3.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.2;1.0;0.0;476775.0
G0808;ES01134;1;4.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.2;1.0;0.0;476775.0
G0810;ES01136;1;35.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;35.0;4.0;0.0;476775.0
G0813;ES01141;1;16.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;16.3;2.0;0.0;476775.0
G0817;ES01143;1;6.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.2;1.0;0.0;476775.0
G0819;ES01144;1;271.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;271.6;28.0;0.0;476775.0
G0820;ES01146;1;33.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;33.5;4.0;0.0;476775.0
G0821;ES01147;1;5.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.5;1.0;0.0;476775.0
G0822;ES01148;1;49.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.0;5.0;0.0;476775.0
G0824;ES01149;1;3.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.5;1.0;0.0;476775.0
G0825;ES01150;1;35.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;35.8;4.0;0.0;476775.0
G0826;ES01152;1;56.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;56.0;6.0;0.0;476775.0
G0827;ES01153;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0829;ES01154;1;7.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;7.0;1.0;0.0;476775.0
G0830;ES01155;1;6.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.2;1.0;0.0;476775.0
G0831;ES01156;1;1.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.3;1.0;0.0;476775.0
G0835;ES01160;1;28.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;28.0;3.0;0.0;476775.0
G0836;ES01161;1;33.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;33.6;4.0;0.0;476775.0
G0837;ES01164;1;91.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;91.6;10.0;0.0;476775.0
G0839;ES01165;1;109.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;109.6;11.0;0.0;476775.0
G0841;ES01166;1;4.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.7;1.0;0.0;476775.0
G0842;ES01168;1;2.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.6;1.0;0.0;476775.0
G0844;ES01170;1;13.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;13.3;2.0;0.0;476775.0
G0847;ES01171;1;109.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;109.9;11.0;0.0;476775.0
G0849;ES01172;1;2.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.1;1.0;0.0;476775.0
G0850;ES01173;1;130.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;130.5;14.0;0.0;476775.0
G0851;ES01175;1;164.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;164.9;17.0;0.0;476775.0
G0854;ES01178;1;59.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;59.7;6.0;0.0;476775.0
G0856;ES01180;1;23.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;23.8;3.0;0.0;476775.0
G0862;ES01182;1;211.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;211.6;22.0;0.0;476775.0
G0866;ES01183;1;169.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;169.7;17.0;0.0;476775.0
G0871;ES01193;1;80.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;80.0;8.0;0.0;476775.0
G0872;ES01194;1;1.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.5;1.0;0.0;476775.0
G0873;ES01196;1;99.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;99.8;10.0;0.0;476775.0
G0874;ES01197;1;90.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;90.4;10.0;0.0;476775.0
G0876;ES01200;1;6.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.3;1.0;0.0;476775.0
G0877;ES01205;1;5.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.1;1.0;0.0;476775.0
G0878;ES01208;1;668.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;668.3;67.0;0.0;476775.0
