Name;StartLine;EndLine;MaxPowerFlow;MinPowerFlow;Susceptance;MaxAddedCapacity;MaxRetCapacity;InvestmentCost
LLTGES0288a;ES00301;ES00959;854.105;-854.105;0.8161673478206833;500.0;0.0;100.0
LLTGES0289a;ES00300;ES00958;293.971;-293.971;0.6327169308503656;500.0;0.0;100.0
LLTGES0290;ES00135;ES00963;1552.919;-1552.919;0.0906830628722042;500.0;0.0;100.0
LLTGES0291a;ES00304;ES00303;854.105;-854.105;0.17346879298143186;500.0;0.0;100.0
LLTGES0292;ES00792;ES00305;427.053;-427.053;1.0208610756287462;500.0;0.0;100.0
LLTGES0293;ES00093;ES00793;427.053;-427.053;0.07185282587627559;500.0;0.0;100.0
LLTGES0294;ES00794;ES00306;427.053;-427.053;0.12659648045633817;500.0;0.0;100.0
LLTGES0295;ES00308;ES00307;854.105;-854.105;1.514357898918472;500.0;0.0;100.0
LLTGES0296a;ES00794;ES00707;854.105;-854.105;0.6346167163292901;500.0;0.0;100.0
LLTGES0297;ES00309;ES01054;427.053;-427.053;0.286830804911847;500.0;0.0;100.0
LLTGES0298a;ES00792;ES00795;854.105;-854.105;3.1173611382614395;500.0;0.0;100.0
LLTGES0299;ES01123;ES00792;427.053;-427.053;0.20884282135411603;500.0;0.0;100.0
LLTGES0300;ES00794;ES00093;427.053;-427.053;0.20365169959961604;500.0;0.0;100.0
LLTGES0301a;ES00706;ES00309;854.105;-854.105;0.41823235166465644;500.0;0.0;100.0
LLTGES0303;ES00140;ES00054;427.053;-427.053;0.21174918268508786;500.0;0.0;100.0
LLTGES0304;ES00231;ES00714;427.053;-427.053;0.9831677436055309;500.0;0.0;100.0
LLTGES0305a;ES00310;ES00713;854.105;-854.105;1.5072147012820638;500.0;0.0;100.0
LLTGES0306;ES00049;ES00703;427.053;-427.053;0.08252311897515432;500.0;0.0;100.0
LLTGES0307;ES00311;ES00083;427.053;-427.053;0.8706526339830996;500.0;0.0;100.0
LLTGES0308;ES00199;ES00083;427.053;-427.053;0.6901285457274245;500.0;0.0;100.0
LLTGES0309a;ES00311;ES00199;854.105;-854.105;3.2941187285752327;500.0;0.0;100.0
LLTGES0310a;ES00684;ES00312;854.105;-854.105;0.8245923010885098;500.0;0.0;100.0
LLTGES0311;ES00126;ES00165;1552.919;-1552.919;0.05886070370411844;500.0;0.0;100.0
LLTGES0312a;ES00547;ES00110;3105.838;-3105.838;0.13934496041277647;500.0;0.0;100.0
LLTGES0313;ES00313;ES00125;427.053;-427.053;0.08730314663163867;500.0;0.0;100.0
LLTGES0314;ES00125;ES01137;427.053;-427.053;0.0990789198982318;500.0;0.0;100.0
LLTGES0315;ES01137;ES00313;427.053;-427.053;0.6507729463784064;500.0;0.0;100.0
LLTGES0316;ES00125;ES00204;427.053;-427.053;0.06022041399770025;500.0;0.0;100.0
LLTGES0317;ES00313;ES00314;427.053;-427.053;0.35190475404382987;500.0;0.0;100.0
LLTGES0318;ES00314;ES00315;427.053;-427.053;0.1899699861306763;500.0;0.0;100.0
LLTGES0319;ES00793;ES00796;427.053;-427.053;0.18300659603195735;500.0;0.0;100.0
LLTGES0320;ES00796;ES00798;427.053;-427.053;0.1390467870634454;500.0;0.0;100.0
LLTGES0321a;ES00797;ES00314;854.105;-854.105;22.823536905128393;500.0;0.0;100.0
LLTGES0322a;ES00309;ES00791;854.105;-854.105;0.4934818790298032;500.0;0.0;100.0
LLTGES0323a;ES00791;ES00795;854.105;-854.105;1.1391426619315421;500.0;0.0;100.0
LLTGES0324a;ES00799;ES00800;854.105;-854.105;2.5159804462346265;500.0;0.0;100.0
LLTGES0325;ES00204;ES00799;427.053;-427.053;0.9653459718181194;500.0;0.0;100.0
LLTGES0326;ES00801;ES00204;427.053;-427.053;0.1458372965183923;500.0;0.0;100.0
LLTGES0327;ES00986;ES00774;1552.919;-1552.919;0.06901224822648622;500.0;0.0;100.0
LLTGES0328a;ES00772;ES00774;3105.838;-3105.838;1.6348860763531674;500.0;0.0;100.0
LLTGES0329a;ES00771;ES00773;854.105;-854.105;1.3042021088644797;500.0;0.0;100.0
LLTGES0330a;ES00775;ES00273;854.105;-854.105;2.420678156604527;500.0;0.0;100.0
LLTGES0331a;ES00305;ES00793;854.105;-854.105;1.6906323633428442;500.0;0.0;100.0
LLTGES0332;ES00316;ES00070;427.053;-427.053;0.0777633284672177;500.0;0.0;100.0
LLTGES0333;ES00317;ES00802;427.053;-427.053;0.19495394549835116;500.0;0.0;100.0
LLTGES0334;ES00804;ES01157;427.053;-427.053;1.5072147012820638;500.0;0.0;100.0
LLTGES0335;ES00316;ES00808;427.053;-427.053;0.21589832207553886;500.0;0.0;100.0
LLTGES0336;ES01055;ES01185;427.053;-427.053;0.7536073506410319;500.0;0.0;100.0
LLTGES0337;ES00318;ES00804;427.053;-427.053;0.1613785437736351;500.0;0.0;100.0
LLTGES0338;ES00318;ES00305;427.053;-427.053;0.22758512583461363;500.0;0.0;100.0
LLTGES0339a;ES00806;ES00805;854.105;-854.105;1.5740370279398896;500.0;0.0;100.0
LLTGES0340;ES00316;ES00306;427.053;-427.053;0.06075860746754088;500.0;0.0;100.0
LLTGES0341a;ES00804;ES00803;854.105;-854.105;1.5740370279398896;500.0;0.0;100.0
LLTGES0342;ES00806;ES00807;427.053;-427.053;0.48560716819422123;500.0;0.0;100.0
LLTGES0343;ES00319;ES00198;427.053;-427.053;0.23774517609508747;500.0;0.0;100.0
LLTGES0344a;ES00720;ES00320;854.105;-854.105;0.8277966753155377;500.0;0.0;100.0
LLTGES0345;ES00809;ES00871;427.053;-427.053;0.049639508571042025;500.0;0.0;100.0
LLTGES0346;ES00321;ES00322;427.053;-427.053;0.1215403258546206;500.0;0.0;100.0
LLTGES0347;ES00323;ES00070;427.053;-427.053;0.04595563306080793;500.0;0.0;100.0
LLTGES0348;ES00246;ES00128;1552.919;-1552.919;0.20710811205094418;500.0;0.0;100.0
LLTGES0349a;ES00811;ES00112;854.105;-854.105;0.16777606546169468;500.0;0.0;100.0
LLTGES0350;ES00112;ES00812;427.053;-427.053;0.23087392823106762;500.0;0.0;100.0
LLTGES0351a;ES00128;ES00324;3105.838;-3105.838;0.07337371106549294;500.0;0.0;100.0
LLTGES0352a;ES00324;ES00089;3105.838;-3105.838;0.24490803344941975;500.0;0.0;100.0
LLTGES0353;ES00810;ES00811;854.105;-854.105;2.290534169690305;500.0;0.0;100.0
LLTGES0355;ES00814;ES00246;1552.919;-1552.919;0.7243166161058335;500.0;0.0;100.0
LLTGES0356a;ES00127;ES00810;854.105;-854.105;1.105638465992379;500.0;0.0;100.0
LLTGES0358;ES00067;ES00326;1552.919;-1552.919;0.5705798984423448;500.0;0.0;100.0
LLTGES0359;ES00327;ES00112;427.053;-427.053;0.0763328993482555;500.0;0.0;100.0
LLTGES0360a;ES00325;ES00127;854.105;-854.105;0.14402953196835588;500.0;0.0;100.0
LLTGES0361a;ES00815;ES00514;854.105;-854.105;1.0740487955354538;500.0;0.0;100.0
LLTGES0362a;ES00816;ES00328;1281.158;-1281.158;0.9624383032283057;500.0;0.0;100.0
LLTGES0363;ES00817;ES00099;1552.919;-1552.919;0.14807655774732936;500.0;0.0;100.0
LLTGES0364;ES00818;ES01163;1552.919;-1552.919;0.09103342925148318;500.0;0.0;100.0
LLTGES0365;ES00330;ES00331;1552.919;-1552.919;0.08123039722298235;500.0;0.0;100.0
LLTGES0366;ES00331;ES00819;1552.919;-1552.919;0.06764855407980509;500.0;0.0;100.0
LLTGES0367;ES00332;ES00910;427.053;-427.053;0.020572335608537058;500.0;0.0;100.0
LLTGES0368;ES00331;ES00035;1552.919;-1552.919;0.04743008747264961;500.0;0.0;100.0
LLTGES0369;ES00333;ES00820;427.053;-427.053;1.0580447571913827;500.0;0.0;100.0
LLTGES0370a;ES00333;ES00821;854.105;-854.105;9.000831455543592;500.0;0.0;100.0
LLTGES0371;ES00334;ES00329;427.053;-427.053;0.04864203328844536;500.0;0.0;100.0
LLTGES0372;ES00333;ES00334;427.053;-427.053;0.7053631714609218;500.0;0.0;100.0
LLTGES0373a;ES00828;ES00832;854.105;-854.105;0.2514990292576132;500.0;0.0;100.0
LLTGES0374a;ES00335;ES00828;854.105;-854.105;0.3932670974422124;500.0;0.0;100.0
LLTGES0375a;ES00009;ES00337;3105.838;-3105.838;0.1771156704428592;500.0;0.0;100.0
LLTGES0376;ES00831;ES00825;427.053;-427.053;0.3166794020533177;500.0;0.0;100.0
LLTGES0377a;ES00828;ES00336;854.105;-854.105;0.3981676220209315;500.0;0.0;100.0
LLTGES0378a;ES00336;ES00034;854.105;-854.105;0.1943019256137413;500.0;0.0;100.0
LLTGES0379;ES00335;ES00827;427.053;-427.053;0.9181882662982688;500.0;0.0;100.0
LLTGES0380a;ES00827;ES00825;854.105;-854.105;1.7271865766043109;500.0;0.0;100.0
LLTGES0381a;ES00826;ES00824;293.971;-293.971;1.3389658293400983;500.0;0.0;100.0
LLTGES0382a;ES00829;ES00008;854.105;-854.105;0.4500415727771797;500.0;0.0;100.0
LLTGES0383;ES00338;ES00829;427.053;-427.053;0.8408671491363094;500.0;0.0;100.0
LLTGES0384;ES00829;ES00339;427.053;-427.053;0.33670128205668864;500.0;0.0;100.0
LLTGES0385a;ES00338;ES00830;854.105;-854.105;0.8612655435897508;500.0;0.0;100.0
LLTGES0386a;ES00832;ES00823;854.105;-854.105;2.4769729974557952;500.0;0.0;100.0
LLTGES0387a;ES00008;ES00832;854.105;-854.105;1.0016599268708388;500.0;0.0;100.0
LLTGES0388a;ES00823;ES00340;1281.158;-1281.158;2.271536848377708;500.0;0.0;100.0
LLTGES0389a;ES00831;ES00008;854.105;-854.105;1.7653564457005388;500.0;0.0;100.0
LLTGES0390;ES00340;ES00833;427.053;-427.053;0.3859052133717362;500.0;0.0;100.0
LLTGES0391;ES00831;ES00823;427.053;-427.053;1.8155086174533952;500.0;0.0;100.0
LLTGES0392;ES00341;ES00339;427.053;-427.053;0.2587283535804029;500.0;0.0;100.0
LLTGES0393;ES00341;ES00342;427.053;-427.053;0.24133649295452986;500.0;0.0;100.0
LLTGES0394;ES00342;ES00336;427.053;-427.053;0.08518515507112706;500.0;0.0;100.0
LLTGES0395a;ES00343;ES00835;854.105;-854.105;53.25491944529959;500.0;0.0;100.0
LLTGES0396;ES00342;ES00911;427.053;-427.053;0.035586314363715066;500.0;0.0;100.0
LLTGES0397;ES00343;ES00344;427.053;-427.053;0.04821631457247587;500.0;0.0;100.0
LLTGES0398;ES00834;ES00034;427.053;-427.053;0.1225189864539101;500.0;0.0;100.0
LLTGES0399;ES00343;ES00834;427.053;-427.053;0.3331903197828963;500.0;0.0;100.0
LLTGES0400;ES00834;ES00342;427.053;-427.053;0.261694935849138;500.0;0.0;100.0
LLTGES0401;ES00345;ES00342;427.053;-427.053;0.549019788095872;500.0;0.0;100.0
LLTGES0402;ES00910;ES00345;427.053;-427.053;0.09069813132892353;500.0;0.0;100.0
LLTGES0403;ES00340;ES00346;427.053;-427.053;0.0316899252872952;500.0;0.0;100.0
LLTGES0404;ES00340;ES00338;427.053;-427.053;1.3832446609168725;500.0;0.0;100.0
LLTGES0405a;ES00276;ES00348;3105.838;-3105.838;0.14626514102849222;500.0;0.0;100.0
LLTGES0406a;ES00274;ES00349;3105.838;-3105.838;0.2500293936994544;500.0;0.0;100.0
LLTGES0407a;ES00349;ES00350;3105.838;-3105.838;0.16706865013827985;500.0;0.0;100.0
LLTGES0408a;ES00350;ES00351;4658.757;-4658.757;0.19970770585334519;500.0;0.0;100.0
LLTGES0409a;ES00274;ES00353;3105.838;-3105.838;0.1333823139215871;500.0;0.0;100.0
LLTGES0410a;ES00351;ES00354;3105.838;-3105.838;3.4982278489652927;500.0;0.0;100.0
LLTGES0411a;ES00836;ES00349;3105.838;-3105.838;57.22101267236086;500.0;0.0;100.0
LLTGES0412;ES00352;ES00350;1552.919;-1552.919;0.047162026222362645;500.0;0.0;100.0
LLTGES0414;ES00348;ES01079;1552.919;-1552.919;0.08407789435485431;500.0;0.0;100.0
LLTGES0415;ES01079;ES00353;1552.919;-1552.919;0.1702282569938487;500.0;0.0;100.0
LLTGES0416;ES00352;ES00348;1552.919;-1552.919;0.3793059552145132;500.0;0.0;100.0
LLTGES0417;ES00275;ES01144;427.053;-427.053;0.11266908204224173;500.0;0.0;100.0
LLTGES0418;ES01144;ES00837;427.053;-427.053;0.16436703532499874;500.0;0.0;100.0
LLTGES0419;ES00356;ES00355;427.053;-427.053;0.20378157951007497;500.0;0.0;100.0
LLTGES0420;ES00355;ES00837;427.053;-427.053;0.1913350399232321;500.0;0.0;100.0
LLTGES0421a;ES00356;ES00838;854.105;-854.105;6.7269371930904756;500.0;0.0;100.0
LLTGES0422;ES00839;ES00358;427.053;-427.053;0.266496677791324;500.0;0.0;100.0
LLTGES0423;ES00356;ES00839;427.053;-427.053;0.5767680806350136;500.0;0.0;100.0
LLTGES0424a;ES00839;ES00357;854.105;-854.105;3.3812647266856883;500.0;0.0;100.0
LLTGES0425;ES00359;ES00940;1552.919;-1552.919;0.08409554665264035;500.0;0.0;100.0
LLTGES0426;ES00359;ES00242;1552.919;-1552.919;0.18239849212501183;500.0;0.0;100.0
LLTGES0427;ES00362;ES00075;1552.919;-1552.919;0.07812504168256797;500.0;0.0;100.0
LLTGES0428a;ES00363;ES00360;3105.838;-3105.838;3.7966548692561704;500.0;0.0;100.0
LLTGES0429a;ES00364;ES00365;3105.838;-3105.838;0.2028086525096334;500.0;0.0;100.0
LLTGES0430a;ES00364;ES00362;3105.838;-3105.838;0.09751602889994546;500.0;0.0;100.0
LLTGES0431;ES00075;ES00360;1552.919;-1552.919;0.07195025843479899;500.0;0.0;100.0
LLTGES0432a;ES00365;ES01165;3105.838;-3105.838;0.19972430252132933;500.0;0.0;100.0
LLTGES0433a;ES01165;ES00353;3105.838;-3105.838;0.13311634719392687;500.0;0.0;100.0
LLTGES0434;ES00841;ES00360;1552.919;-1552.919;0.12057407847878567;500.0;0.0;100.0
LLTGES0435a;ES00244;ES00841;3105.838;-3105.838;0.3603662516477967;500.0;0.0;100.0
LLTGES0436a;ES00243;ES00840;854.105;-854.105;0.2874759484226698;500.0;0.0;100.0
LLTGES0437a;ES00241;ES00366;3105.838;-3105.838;3.36594192190358;500.0;0.0;100.0
LLTGES0438;ES00368;ES00943;427.053;-427.053;0.9923276915273215;500.0;0.0;100.0
LLTGES0439a;ES00251;ES00122;3105.838;-3105.838;2.4129342693164215;500.0;0.0;100.0
LLTGES0440;ES00251;ES00942;1552.919;-1552.919;0.21015062366554355;500.0;0.0;100.0
LLTGES0441;ES00842;ES00207;427.053;-427.053;0.7850848075474142;500.0;0.0;100.0
LLTGES0442;ES00369;ES00842;427.053;-427.053;0.0627636057104297;500.0;0.0;100.0
LLTGES0443a;ES00208;ES00080;3105.838;-3105.838;0.09970058212981357;500.0;0.0;100.0
LLTGES0444a;ES00370;ES00208;3105.838;-3105.838;0.19682903621942308;500.0;0.0;100.0
LLTGES0445a;ES00372;ES00374;854.105;-854.105;0.7439569654756637;500.0;0.0;100.0
LLTGES0446a;ES00371;ES00373;293.971;-293.971;0.5767373188077256;500.0;0.0;100.0
LLTGES0447a;ES00372;ES00842;854.105;-854.105;0.5591067658299169;500.0;0.0;100.0
LLTGES0448;ES00080;ES00377;1552.919;-1552.919;1.690072104246945;500.0;0.0;100.0
LLTGES0449;ES00377;ES00887;1552.919;-1552.919;0.5532418352300082;500.0;0.0;100.0
LLTGES0450;ES00379;ES00380;1552.919;-1552.919;0.17985949201011497;500.0;0.0;100.0
LLTGES0451a;ES00370;ES00211;3105.838;-3105.838;0.06341282176941755;500.0;0.0;100.0
LLTGES0452a;ES00211;ES00752;3105.838;-3105.838;0.49572659493381926;500.0;0.0;100.0
LLTGES0453;ES00381;ES00382;427.053;-427.053;0.06120082679023129;500.0;0.0;100.0
LLTGES0454a;ES00381;ES00843;854.105;-854.105;127.811806668719;500.0;0.0;100.0
LLTGES0455;ES00381;ES00269;427.053;-427.053;0.031583425587802465;500.0;0.0;100.0
LLTGES0456;ES00383;ES00384;427.053;-427.053;0.11294786732831304;500.0;0.0;100.0
LLTGES0457a;ES00385;ES00387;854.105;-854.105;0.12230794896528137;500.0;0.0;100.0
LLTGES0458a;ES00388;ES00389;854.105;-854.105;1.3068691888417079;500.0;0.0;100.0
LLTGES0459a;ES00390;ES00905;3105.838;-3105.838;0.2431241813089687;500.0;0.0;100.0
LLTGES0460;ES00389;ES00391;427.053;-427.053;0.0631855876353169;500.0;0.0;100.0
LLTGES0461a;ES00392;ES00996;3105.838;-3105.838;0.13068420512447831;500.0;0.0;100.0
LLTGES0462a;ES00392;ES00393;3105.838;-3105.838;0.08699980206484058;500.0;0.0;100.0
LLTGES0463a;ES00378;ES00383;854.105;-854.105;0.08346075921948481;500.0;0.0;100.0
LLTGES0464a;ES00844;ES00845;854.105;-854.105;1.577923539119988;500.0;0.0;100.0
LLTGES0465;ES00844;ES00394;427.053;-427.053;0.21546157563843396;500.0;0.0;100.0
LLTGES0466a;ES00846;ES00394;854.105;-854.105;0.21160895143827652;500.0;0.0;100.0
LLTGES0467a;ES00847;ES00846;854.105;-854.105;0.7084911677866909;500.0;0.0;100.0
LLTGES0468a;ES00395;ES00847;854.105;-854.105;2.546051925671694;500.0;0.0;100.0
LLTGES0469a;ES00847;ES00848;854.105;-854.105;0.12404096144091518;500.0;0.0;100.0
LLTGES0470a;ES00846;ES00396;854.105;-854.105;0.18337418460361407;500.0;0.0;100.0
LLTGES0471a;ES00036;ES01259;3105.838;-3105.838;0.08810978634107479;500.0;0.0;100.0
LLTGES0472a;ES00848;ES00398;854.105;-854.105;0.38754337983238035;500.0;0.0;100.0
LLTGES0473a;ES00399;ES00398;854.105;-854.105;0.4571237720626575;500.0;0.0;100.0
LLTGES0474a;ES00848;ES00400;854.105;-854.105;0.3606427953406293;500.0;0.0;100.0
LLTGES0475;ES00398;ES00401;427.053;-427.053;0.04146502941497503;500.0;0.0;100.0
LLTGES0476;ES00401;ES00849;427.053;-427.053;0.4819449723556524;500.0;0.0;100.0
LLTGES0477a;ES00849;ES00396;854.105;-854.105;0.28314534042693623;500.0;0.0;100.0
LLTGES0478a;ES00398;ES00402;854.105;-854.105;0.7998235711434231;500.0;0.0;100.0
LLTGES0479;ES00403;ES00151;427.053;-427.053;0.1577923539119988;500.0;0.0;100.0
LLTGES0480;ES00403;ES00404;427.053;-427.053;0.17910847347073852;500.0;0.0;100.0
LLTGES0481;ES00404;ES00405;427.053;-427.053;0.05403847736712287;500.0;0.0;100.0
LLTGES0482a;ES00406;ES00712;3105.838;-3105.838;0.16265871622600042;500.0;0.0;100.0
LLTGES0483a;ES00069;ES00017;3105.838;-3105.838;0.17399960412968116;500.0;0.0;100.0
LLTGES0484;ES00852;ES01170;427.053;-427.053;0.13252987004222214;500.0;0.0;100.0
LLTGES0485;ES00852;ES00851;427.053;-427.053;1.3482258087417618;500.0;0.0;100.0
LLTGES0486;ES00853;ES00852;427.053;-427.053;0.9595480981135062;500.0;0.0;100.0
LLTGES0487;ES00407;ES00855;427.053;-427.053;0.07343817896386982;500.0;0.0;100.0
LLTGES0488;ES00855;ES00057;427.053;-427.053;0.0628747573144033;500.0;0.0;100.0
LLTGES0489;ES00408;ES00855;854.105;-854.105;1.2530569281246964;500.0;0.0;100.0
LLTGES0490a;ES00854;ES00408;854.105;-854.105;1.345387438618095;500.0;0.0;100.0
LLTGES0492;ES00410;ES00854;854.105;-854.105;0.628376630623004;500.0;0.0;100.0
LLTGES0494;ES00334;ES00332;427.053;-427.053;0.07291864825919615;500.0;0.0;100.0
LLTGES0495;ES00411;ES00334;427.053;-427.053;0.16879530727511757;500.0;0.0;100.0
LLTGES0496;ES00412;ES00413;427.053;-427.053;0.052142545148792026;500.0;0.0;100.0
LLTGES0497;ES00413;ES00269;427.053;-427.053;0.2012150608764468;500.0;0.0;100.0
LLTGES0498a;ES00064;ES00415;3105.838;-3105.838;0.17735093588953993;500.0;0.0;100.0
LLTGES0499;ES00416;ES00265;427.053;-427.053;0.095610268303949;500.0;0.0;100.0
LLTGES0500a;ES00857;ES00416;854.105;-854.105;2.393479525631442;500.0;0.0;100.0
LLTGES0501a;ES00856;ES00416;854.105;-854.105;58.09627575850865;500.0;0.0;100.0
LLTGES0502a;ES00385;ES00417;854.105;-854.105;0.6253023809624217;500.0;0.0;100.0
LLTGES0503;ES00419;ES00420;427.053;-427.053;0.29180777778246353;500.0;0.0;100.0
LLTGES0504;ES00420;ES00421;427.053;-427.053;0.5443432992705238;500.0;0.0;100.0
LLTGES0505;ES00422;ES00423;427.053;-427.053;0.3759170784374089;500.0;0.0;100.0
LLTGES0507a;ES00028;ES00032;854.105;-854.105;2.525925032978637;500.0;0.0;100.0
LLTGES0508a;ES00033;ES00019;3105.838;-3105.838;0.1604113290775034;500.0;0.0;100.0
LLTGES0509;ES00380;ES00004;1552.919;-1552.919;0.02768886276140785;500.0;0.0;100.0
LLTGES0510;ES00727;ES00407;427.053;-427.053;0.157094157655751;500.0;0.0;100.0
LLTGES0511a;ES00170;ES00972;854.105;-854.105;0.3635148085003385;500.0;0.0;100.0
LLTGES0512;ES01022;ES00862;854.105;-854.105;0.8464358057531061;500.0;0.0;100.0
LLTGES0514;ES00864;ES00863;427.053;-427.053;1.365510755007682;500.0;0.0;100.0
LLTGES0515;ES00411;ES00424;427.053;-427.053;0.18963176063608164;500.0;0.0;100.0
LLTGES0516;ES00424;ES00328;427.053;-427.053;0.08095503335996898;500.0;0.0;100.0
LLTGES0517;ES01232;ES00865;427.053;-427.053;0.2100785776934895;500.0;0.0;100.0
LLTGES0518;ES00865;ES00425;427.053;-427.053;0.38451205375667574;500.0;0.0;100.0
LLTGES0519a;ES00865;ES01158;854.105;-854.105;1.780108727976588;500.0;0.0;100.0
LLTGES0520;ES00070;ES00866;427.053;-427.053;0.15771447022299978;500.0;0.0;100.0
LLTGES0521;ES01131;ES00026;427.053;-427.053;0.14597054210680563;500.0;0.0;100.0
LLTGES0522a;ES00426;ES00026;854.105;-854.105;1.0961561463869556;500.0;0.0;100.0
LLTGES0523;ES00734;ES00867;1552.919;-1552.919;0.0853135439204528;500.0;0.0;100.0
LLTGES0524a;ES00866;ES00427;854.105;-854.105;0.9923276915273215;500.0;0.0;100.0
LLTGES0525;ES00045;ES00430;854.105;-854.105;0.8555007139807164;500.0;0.0;100.0
LLTGES0527;ES00431;ES00046;1552.919;-1552.919;0.5649465285000367;500.0;0.0;100.0
LLTGES0528a;ES00017;ES00036;3105.838;-3105.838;0.07200846538544287;500.0;0.0;100.0
LLTGES0529a;ES00432;ES00124;3105.838;-3105.838;0.11978082796247787;500.0;0.0;100.0
LLTGES0530;ES00871;ES00720;427.053;-427.053;0.07718104267434724;500.0;0.0;100.0
LLTGES0531a;ES00070;ES00871;854.105;-854.105;2.754564798894807;500.0;0.0;100.0
LLTGES0533;ES00433;ES00070;427.053;-427.053;0.7278576689562587;500.0;0.0;100.0
LLTGES0534a;ES00070;ES00434;854.105;-854.105;2.5978009485511997;500.0;0.0;100.0
LLTGES0535;ES00427;ES00433;427.053;-427.053;0.13143953791517796;500.0;0.0;100.0
LLTGES0536;ES00866;ES00428;427.053;-427.053;1.1577156401152087;500.0;0.0;100.0
LLTGES0537;ES00428;ES00434;427.053;-427.053;0.16843938675371511;500.0;0.0;100.0
LLTGES0538a;ES00376;ES00436;3105.838;-3105.838;0.10433630859768844;500.0;0.0;100.0
LLTGES0539a;ES00437;ES00435;854.105;-854.105;0.934296832373677;500.0;0.0;100.0
LLTGES0540a;ES00376;ES00208;3105.838;-3105.838;0.13724416265428338;500.0;0.0;100.0
LLTGES0541a;ES00436;ES00211;3105.838;-3105.838;0.32030954714636223;500.0;0.0;100.0
LLTGES0542a;ES00439;ES00375;854.105;-854.105;0.2977907890697088;500.0;0.0;100.0
LLTGES0543a;ES00874;ES00439;854.105;-854.105;0.5799083787146961;500.0;0.0;100.0
LLTGES0544a;ES00874;ES00873;854.105;-854.105;2.290534169690305;500.0;0.0;100.0
LLTGES0545a;ES00440;ES00442;854.105;-854.105;0.42321790287655303;500.0;0.0;100.0
LLTGES0546a;ES00442;ES00444;854.105;-854.105;0.23477554494621422;500.0;0.0;100.0
LLTGES0547a;ES00441;ES00443;293.971;-293.971;0.18200490700067465;500.0;0.0;100.0
LLTGES0548a;ES00442;ES00445;854.105;-854.105;0.33652397753743823;500.0;0.0;100.0
LLTGES0549a;ES00438;ES00446;854.105;-854.105;0.3679096334735723;500.0;0.0;100.0
LLTGES0550a;ES00444;ES00269;854.105;-854.105;0.09851380196448205;500.0;0.0;100.0
LLTGES0551a;ES00443;ES00268;293.971;-293.971;0.07637079649388567;500.0;0.0;100.0
LLTGES0552a;ES00447;ES00876;1708.211;-1708.211;1.924876606456612;500.0;0.0;100.0
LLTGES0553;ES00382;ES00872;427.053;-427.053;0.04556245781716777;500.0;0.0;100.0
LLTGES0554a;ES00876;ES00382;854.105;-854.105;1.1310779351214073;500.0;0.0;100.0
LLTGES0555a;ES00448;ES00449;854.105;-854.105;0.8203581942793262;500.0;0.0;100.0
LLTGES0556a;ES00449;ES00877;854.105;-854.105;0.8299467965501235;500.0;0.0;100.0
LLTGES0557a;ES00877;ES00874;854.105;-854.105;0.4867167047552133;500.0;0.0;100.0
LLTGES0558;ES00012;ES00737;1552.919;-1552.919;0.07465928960047083;500.0;0.0;100.0
LLTGES0559a;ES01235;ES00709;854.105;-854.105;0.7635113898967685;500.0;0.0;100.0
LLTGES0560a;ES00709;ES00011;854.105;-854.105;0.16857268091363628;500.0;0.0;100.0
LLTGES0561a;ES00883;ES00205;854.105;-854.105;0.9595480981135062;500.0;0.0;100.0
LLTGES0562a;ES00422;ES00003;854.105;-854.105;0.942564945934506;500.0;0.0;100.0
LLTGES0563a;ES00741;ES00883;1708.211;-1708.211;2.457919359013827;500.0;0.0;100.0
LLTGES0564;ES00882;ES00106;427.053;-427.053;8.408671491363094;500.0;0.0;100.0
LLTGES0565a;ES00879;ES00884;6211.676;-6211.676;0.37610055277608073;500.0;0.0;100.0
LLTGES0567;ES00270;ES00768;1552.919;-1552.919;0.31739072005271474;500.0;0.0;100.0
LLTGES0568a;ES00080;ES00452;3105.838;-3105.838;0.18373719665436972;500.0;0.0;100.0
LLTGES0569;ES00886;ES00379;1552.919;-1552.919;0.07285323548681812;500.0;0.0;100.0
LLTGES0570a;ES00080;ES00886;3105.838;-3105.838;2.4878701161896024;500.0;0.0;100.0
LLTGES0571;ES00752;ES00004;1552.919;-1552.919;0.886166125456916;500.0;0.0;100.0
LLTGES0572a;ES00437;ES00872;854.105;-854.105;1.8907071992414057;500.0;0.0;100.0
LLTGES0573a;ES00888;ES00453;854.105;-854.105;0.6798500354719097;500.0;0.0;100.0
LLTGES0574;ES00888;ES00219;427.053;-427.053;0.10092530532905798;500.0;0.0;100.0
LLTGES0575a;ES00214;ES00890;3105.838;-3105.838;0.05245165831290853;500.0;0.0;100.0
LLTGES0576a;ES00454;ES00455;854.105;-854.105;0.2153163858974377;500.0;0.0;100.0
LLTGES0577a;ES00213;ES00889;854.105;-854.105;91.29414762051357;500.0;0.0;100.0
LLTGES0578;ES00213;ES00454;427.053;-427.053;0.03370564521854405;500.0;0.0;100.0
LLTGES0579;ES00384;ES00456;427.053;-427.053;0.1594458666026934;500.0;0.0;100.0
LLTGES0580;ES00456;ES00457;427.053;-427.053;0.1899699861306763;500.0;0.0;100.0
LLTGES0581;ES00457;ES00455;427.053;-427.053;0.08580277032003156;500.0;0.0;100.0
LLTGES0582;ES00397;ES00458;4658.757;-4658.757;0.15276395450287034;500.0;0.0;100.0
