Type;Zone;value;Profile_Timeserie
Total;ES00509;113457.13663533502;Profile-Iberia2.csv
Total;ES00510;258532.30530152898;Profile-Iberia2.csv
Total;ES00511;69751.222814624;Profile-Iberia2.csv
Total;ES00512;84364.237582263;Profile-Iberia2.csv
Total;ES00513;438607.523488987;Profile-Iberia2.csv
Total;ES00514;222043.34459696797;Profile-Iberia2.csv
Total;ES00515;242628.931341237;Profile-Iberia2.csv
Total;ES00516;28382.412321573996;Profile-Iberia2.csv
Total;ES00517;153500.818462716;Profile-Iberia2.csv
Total;ES00518;950224.306662117;Profile-Iberia2.csv
Total;ES00519;32854.178295191006;Profile-Iberia2.csv
Total;ES00520;2.330061594389128e6;Profile-Iberia2.csv
Total;ES00521;1.2714837149894391e6;Profile-Iberia2.csv
Total;ES00522;26392.317484474002;Profile-Iberia2.csv
Total;ES00523;23850.943502844;Profile-Iberia2.csv
Total;ES00524;83022.18167315201;Profile-Iberia2.csv
Total;ES00525;21456.424795400002;Profile-Iberia2.csv
Total;ES00526;314813.331027382;Profile-Iberia2.csv
Total;ES00527;9470.106466199999;Profile-Iberia2.csv
Total;ES00530;82276.239229039;Profile-Iberia2.csv
Total;ES00531;21547.9234086;Profile-Iberia2.csv
Total;ES00532;118448.38598539501;Profile-Iberia2.csv
Total;ES00533;168904.838741469;Profile-Iberia2.csv
Total;ES00534;232057.639065175;Profile-Iberia2.csv
Total;ES00535;1.705896484556272e6;Profile-Iberia2.csv
Total;ES00536;39582.30007032;Profile-Iberia2.csv
Total;ES00537;136066.215210522;Profile-Iberia2.csv
Total;ES00538;210820.124701856;Profile-Iberia2.csv
Total;ES00539;93902.51051529699;Profile-Iberia2.csv
Total;ES00540;352579.61237221496;Profile-Iberia2.csv
Total;ES00541;31728.974099364;Profile-Iberia2.csv
Total;ES00542;6862.39599;Profile-Iberia2.csv
Total;ES00543;3042.3288889;Profile-Iberia2.csv
Total;ES00544;129967.60389420901;Profile-Iberia2.csv
Total;ES00545;642762.660458822;Profile-Iberia2.csv
Total;ES00546;7754.5074687;Profile-Iberia2.csv
Total;ES00547;0.0;Profile-Iberia2.csv
Total;ES00548;2676.3344361;Profile-Iberia2.csv
Total;ES00549;50159.311009707;Profile-Iberia2.csv
Total;ES00550;47486.407771602;Profile-Iberia2.csv
Total;ES00551;4.601404639996755e6;Profile-Iberia2.csv
Total;ES00552;86383.383229054;Profile-Iberia2.csv
Total;ES00553;595845.145314791;Profile-Iberia2.csv
Total;ES00554;193468.78518767402;Profile-Iberia2.csv
Total;ES00555;81058.85018041299;Profile-Iberia2.csv
Total;ES00556;11437.32665;Profile-Iberia2.csv
Total;ES00557;227094.52553867397;Profile-Iberia2.csv
Total;ES00558;0.0;Profile-Iberia2.csv
Total;ES00559;165983.516768526;Profile-Iberia2.csv
Total;ES00560;38373.145896882;Profile-Iberia2.csv
Total;ES00561;576129.252888988;Profile-Iberia2.csv
Total;ES00562;337853.139324208;Profile-Iberia2.csv
Total;ES00563;211592.144250731;Profile-Iberia2.csv
Total;ES00564;10293.593985000001;Profile-Iberia2.csv
Total;ES00565;3545.5712615;Profile-Iberia2.csv
Total;ES00566;0.0;Profile-Iberia2.csv
Total;ES00567;624680.704518238;Profile-Iberia2.csv
Total;ES00568;0.0;Profile-Iberia2.csv
Total;ES00569;954502.0955757501;Profile-Iberia2.csv
Total;ES00570;98021.091841962;Profile-Iberia2.csv
Total;ES00571;0.0;Profile-Iberia2.csv
Total;ES00572;70191.559890649;Profile-Iberia2.csv
Total;ES00573;193539.010373305;Profile-Iberia2.csv
Total;ES00574;7136.8918296;Profile-Iberia2.csv
Total;ES00575;16629.8729491;Profile-Iberia2.csv
Total;ES00576;34320.214825188006;Profile-Iberia2.csv
Total;ES00577;1.5779894294313272e6;Profile-Iberia2.csv
Total;ES00578;0.0;Profile-Iberia2.csv
Total;ES00579;170509.72441699702;Profile-Iberia2.csv
Total;ES00580;82025.990521937;Profile-Iberia2.csv
Total;ES00581;63849.562263224005;Profile-Iberia2.csv
Total;ES00582;81292.400390606;Profile-Iberia2.csv
Total;ES00583;275723.979735677;Profile-Iberia2.csv
Total;ES00584;0.0;Profile-Iberia2.csv
Total;ES00585;14136.5357394;Profile-Iberia2.csv
Total;ES00586;382803.663030972;Profile-Iberia2.csv
Total;ES00587;61092.251554442;Profile-Iberia2.csv
Total;ES00588;660031.422474591;Profile-Iberia2.csv
Total;ES00589;217734.67490138;Profile-Iberia2.csv
Total;ES00590;173592.083949172;Profile-Iberia2.csv
Total;ES00591;371594.625420906;Profile-Iberia2.csv
Total;ES00592;551732.06266534;Profile-Iberia2.csv
Total;ES00593;70470.859407442;Profile-Iberia2.csv
Total;ES00594;452267.351453615;Profile-Iberia2.csv
Total;ES00595;285483.679312655;Profile-Iberia2.csv
Total;ES00596;779839.477852138;Profile-Iberia2.csv
Total;ES00597;219320.574614669;Profile-Iberia2.csv
Total;ES00598;2333.2146366;Profile-Iberia2.csv
Total;ES00599;535998.8761256001;Profile-Iberia2.csv
Total;ES00600;687511.887216546;Profile-Iberia2.csv
Total;ES00601;334507.26378601696;Profile-Iberia2.csv
Total;ES00602;0.0;Profile-Iberia2.csv
Total;ES00603;0.0;Profile-Iberia2.csv
Total;ES00604;644314.0194456279;Profile-Iberia2.csv
Total;ES00605;955547.2384850269;Profile-Iberia2.csv
Total;ES00606;262342.53630171;Profile-Iberia2.csv
Total;ES00607;155348.861702823;Profile-Iberia2.csv
Total;ES00608;1.0998670860992551e6;Profile-Iberia2.csv
Total;ES00609;16652.7476024;Profile-Iberia2.csv
Total;ES00610;97458.604117315;Profile-Iberia2.csv
Total;ES00611;14571.1541521;Profile-Iberia2.csv
Total;ES00612;0.0;Profile-Iberia2.csv
Total;ES00613;32687.422072634;Profile-Iberia2.csv
Total;ES00614;669440.9111095461;Profile-Iberia2.csv
Total;ES00615;20518.5640101;Profile-Iberia2.csv
Total;ES00616;742209.071947907;Profile-Iberia2.csv
Total;ES00617;227731.584633079;Profile-Iberia2.csv
Total;ES00618;296289.665531575;Profile-Iberia2.csv
Total;ES00619;105030.800599214;Profile-Iberia2.csv
Total;ES00620;172.703632415;Profile-Iberia2.csv
Total;ES00621;7159.7664829000005;Profile-Iberia2.csv
Total;ES00622;57.18663325;Profile-Iberia2.csv
Total;ES00623;117293.673486811;Profile-Iberia2.csv
Total;ES00624;543609.502025043;Profile-Iberia2.csv
Total;ES00625;0.0;Profile-Iberia2.csv
Total;ES00626;274723.213653802;Profile-Iberia2.csv
Total;ES00628;6336.2789641;Profile-Iberia2.csv
Total;ES00629;23610.302150127998;Profile-Iberia2.csv
Total;ES00630;11963.4436759;Profile-Iberia2.csv
Total;ES00631;5375.543525499999;Profile-Iberia2.csv
Total;ES00632;489059.401314401;Profile-Iberia2.csv
Total;ES00633;59801.434868723;Profile-Iberia2.csv
Total;ES00634;557997.658950743;Profile-Iberia2.csv
Total;ES00635;0.0;Profile-Iberia2.csv
Total;ES00636;1.7943493376693767e6;Profile-Iberia2.csv
Total;ES00637;0.0;Profile-Iberia2.csv
Total;ES00638;547159.876963736;Profile-Iberia2.csv
Total;ES00639;126328.475300712;Profile-Iberia2.csv
Total;ES00640;5855.9112448;Profile-Iberia2.csv
Total;ES00641;135148.941613192;Profile-Iberia2.csv
Total;ES00642;79067.154117582;Profile-Iberia2.csv
Total;ES00643;23624.94192824;Profile-Iberia2.csv
Total;ES00644;0.0;Profile-Iberia2.csv
Total;ES00645;21250.5529157;Profile-Iberia2.csv
Total;ES00646;18093.8507603;Profile-Iberia2.csv
Total;ES00647;0.0;Profile-Iberia2.csv
Total;ES00648;217330.25103103602;Profile-Iberia2.csv
Total;ES00649;34693.757913577;Profile-Iberia2.csv
Total;ES00650;13862.0398998;Profile-Iberia2.csv
Total;ES00651;0.0;Profile-Iberia2.csv
Total;ES00652;234488.07097829998;Profile-Iberia2.csv
Total;ES00653;65346.250828642995;Profile-Iberia2.csv
Total;ES00654;228976.880758731;Profile-Iberia2.csv
Total;ES00655;848497.063492489;Profile-Iberia2.csv
Total;ES00656;17316.112548099998;Profile-Iberia2.csv
Total;ES00657;66261.465707176;Profile-Iberia2.csv
Total;ES00658;15188.7697912;Profile-Iberia2.csv
Total;ES00659;0.0;Profile-Iberia2.csv
Total;ES00660;18574.2184796;Profile-Iberia2.csv
Total;ES00661;71101.513598923;Profile-Iberia2.csv
Total;ES00662;33765.046989596995;Profile-Iberia2.csv
Total;ES00663;729.70144027;Profile-Iberia2.csv
Total;ES00664;5352.6688722;Profile-Iberia2.csv
Total;ES00665;514.67969925;Profile-Iberia2.csv
Total;ES00666;1610.3755923200001;Profile-Iberia2.csv
Total;ES00667;4025.9389808;Profile-Iberia2.csv
Total;ES00668;103194.652178823;Profile-Iberia2.csv
Total;ES00669;577416.638376712;Profile-Iberia2.csv
Total;ES00671;12215.064862199999;Profile-Iberia2.csv
Total;ES00672;1322.15496074;Profile-Iberia2.csv
Total;ES00673;7846.0060819;Profile-Iberia2.csv
Total;ES00674;6610.7748037;Profile-Iberia2.csv
Total;ES00675;953.87304261;Profile-Iberia2.csv
Total;ES00676;157.83510776999998;Profile-Iberia2.csv
Total;ES00677;33879.420256097;Profile-Iberia2.csv
Total;ES00678;25408.249899508002;Profile-Iberia2.csv
Total;ES00679;49934.224421235;Profile-Iberia2.csv
Total;ES00680;25566.085007278;Profile-Iberia2.csv
Total;ES00681;59564.453460535005;Profile-Iberia2.csv
Total;ES00682;83647.117201308;Profile-Iberia2.csv
Total;ES00683;590129.226948187;Profile-Iberia2.csv
Total;ES00684;0.0;Profile-Iberia2.csv
Total;ES00685;1.365236396525621e6;Profile-Iberia2.csv
Total;ES00686;143790.528136866;Profile-Iberia2.csv
Total;ES00687;0.0;Profile-Iberia2.csv
Total;ES00688;196960.372267386;Profile-Iberia2.csv
Total;ES00689;120685.29833160201;Profile-Iberia2.csv
Total;ES00690;0.0;Profile-Iberia2.csv
Total;ES00691;60086.224302308;Profile-Iberia2.csv
Total;ES00692;0.0;Profile-Iberia2.csv
Total;ES00693;30788.825848733995;Profile-Iberia2.csv
Total;ES00694;46357.77237778;Profile-Iberia2.csv
Total;ES00695;46080.989072849996;Profile-Iberia2.csv
Total;ES00696;14731.276725199998;Profile-Iberia2.csv
Total;ES00697;51384.934933521;Profile-Iberia2.csv
Total;ES00698;10682.463091099999;Profile-Iberia2.csv
Total;ES00699;74829.16710069099;Profile-Iberia2.csv
Total;ES00700;302122.244630009;Profile-Iberia2.csv
Total;ES00701;143007.300007874;Profile-Iberia2.csv
Total;ES00702;8600.8696408;Profile-Iberia2.csv
Total;ES00703;159541.55690618;Profile-Iberia2.csv
Total;ES00704;220979.673218518;Profile-Iberia2.csv
Total;ES00705;0.0;Profile-Iberia2.csv
Total;ES00706;63446.053379012;Profile-Iberia2.csv
Total;ES00707;567219.804175171;Profile-Iberia2.csv
Total;ES00708;1.2237969252549289e6;Profile-Iberia2.csv
Total;ES00709;398389.07931039395;Profile-Iberia2.csv
Total;ES00710;101408.141756093;Profile-Iberia2.csv
Total;ES00711;34171.072085672;Profile-Iberia2.csv
Total;ES00712;10613.8391312;Profile-Iberia2.csv
Total;ES00713;443267.547859263;Profile-Iberia2.csv
Total;ES00714;12192.1902089;Profile-Iberia2.csv
Total;ES00715;16995.8674019;Profile-Iberia2.csv
Total;ES00716;157680.017620626;Profile-Iberia2.csv
Total;ES00718;57225.062667544;Profile-Iberia2.csv
Total;ES00719;189000.907905118;Profile-Iberia2.csv
Total;ES00720;84350.28404375;Profile-Iberia2.csv
Total;ES00722;185335.702206859;Profile-Iberia2.csv
Total;ES00723;8143.3765748;Profile-Iberia2.csv
Total;ES00724;0.0;Profile-Iberia2.csv
Total;ES00725;8600.8696408;Profile-Iberia2.csv
Total;ES00726;163420.640612794;Profile-Iberia2.csv
Total;ES00727;6633.649457;Profile-Iberia2.csv
Total;ES00728;44452.542504423;Profile-Iberia2.csv
Total;ES00729;39987.410180263;Profile-Iberia2.csv
Total;ES00730;127708.045641235;Profile-Iberia2.csv
Total;ES00731;85868.703529804;Profile-Iberia2.csv
Total;ES00732;45109.960040264996;Profile-Iberia2.csv
Total;ES00733;0.0;Profile-Iberia2.csv
Total;ES00734;41199.995551696;Profile-Iberia2.csv
Total;ES00735;118199.96725055699;Profile-Iberia2.csv
Total;ES00736;21113.304995899998;Profile-Iberia2.csv
Total;ES00737;275834.921804182;Profile-Iberia2.csv
Total;ES00738;133219.69335387;Profile-Iberia2.csv
Total;ES00739;157337.126567659;Profile-Iberia2.csv
Total;ES00740;552992.45606217;Profile-Iberia2.csv
Total;ES00741;339856.27271368896;Profile-Iberia2.csv
Total;ES00742;1.0;exp_load_ES00742.csv
Total;ES00743;204579.690535083;Profile-Iberia2.csv
Total;ES00744;0.0;Profile-Iberia2.csv
Total;ES00745;86301.949463306;Profile-Iberia2.csv
Total;ES00746;157664.691602915;Profile-Iberia2.csv
Total;ES00747;69236.08562230799;Profile-Iberia2.csv
Total;ES00748;6313.4043108;Profile-Iberia2.csv
Total;ES00749;19031.7115456;Profile-Iberia2.csv
Total;ES00750;43742.284519458;Profile-Iberia2.csv
Total;ES00751;31072.471549653997;Profile-Iberia2.csv
Total;ES00752;254351.276171355;Profile-Iberia2.csv
Total;ES00753;9630.2290393;Profile-Iberia2.csv
Total;ES00754;6953.8946032;Profile-Iberia2.csv
Total;ES00755;128472.059061455;Profile-Iberia2.csv
Total;ES00756;188810.362043129;Profile-Iberia2.csv
Total;ES00757;0.0;Profile-Iberia2.csv
Total;ES00758;377521.448090936;Profile-Iberia2.csv
Total;ES00759;658795.733703325;Profile-Iberia2.csv
Total;ES00760;529377.807727915;Profile-Iberia2.csv
Total;ES00761;458217.506270011;Profile-Iberia2.csv
Total;ES00762;291856.557722035;Profile-Iberia2.csv
Total;ES00763;142625.522044297;Profile-Iberia2.csv
Total;ES00764;0.0;Profile-Iberia2.csv
Total;ES00765;69889.84321362199;Profile-Iberia2.csv
Total;ES00766;0.0;Profile-Iberia2.csv
Total;ES00767;369883.601354066;Profile-Iberia2.csv
Total;ES00768;2280.60293401;Profile-Iberia2.csv
Total;ES00769;306011.621930608;Profile-Iberia2.csv
Total;ES00770;95987.992656658;Profile-Iberia2.csv
Total;ES00771;77637.259539799;Profile-Iberia2.csv
Total;ES00772;0.0;Profile-Iberia2.csv
Total;ES00773;122071.731068115;Profile-Iberia2.csv
Total;ES00774;0.0;Profile-Iberia2.csv
Total;ES00775;156456.909908675;Profile-Iberia2.csv
Total;ES00776;80304.672861112;Profile-Iberia2.csv
Total;ES00777;27955.571290996;Profile-Iberia2.csv
Total;ES00778;9630.2290393;Profile-Iberia2.csv
Total;ES00779;149746.85910965299;Profile-Iberia2.csv
Total;ES00780;11620.3238764;Profile-Iberia2.csv
Total;ES00781;128.326805013;Profile-Iberia2.csv
Total;ES00782;16378.2517628;Profile-Iberia2.csv
Total;ES00783;322.53261153;Profile-Iberia2.csv
Total;ES00784;360383.07159897697;Profile-Iberia2.csv
Total;ES00785;56949.423095279;Profile-Iberia2.csv
Total;ES00786;6038.9084712;Profile-Iberia2.csv
Total;ES00787;5993.1591646;Profile-Iberia2.csv
Total;ES00788;19077.460852199998;Profile-Iberia2.csv
Total;ES00789;41940.905572083;Profile-Iberia2.csv
Total;ES00790;2516.211863;Profile-Iberia2.csv
Total;ES00791;6953.8946032;Profile-Iberia2.csv
Total;ES00792;8280.6244946;Profile-Iberia2.csv
Total;ES00793;25095.095895831;Profile-Iberia2.csv
Total;ES00794;127720.855447083;Profile-Iberia2.csv
Total;ES00795;1228.36888221;Profile-Iberia2.csv
Total;ES00796;66579.880881112;Profile-Iberia2.csv
Total;ES00797;7205.5157895;Profile-Iberia2.csv
Total;ES00798;30899.767917239;Profile-Iberia2.csv
Total;ES00799;3339.6993818;Profile-Iberia2.csv
Total;ES00800;86677.09377742601;Profile-Iberia2.csv
Total;ES00801;5078.173032600001;Profile-Iberia2.csv
Total;ES00802;17544.8590811;Profile-Iberia2.csv
Total;ES00803;35203.405189101;Profile-Iberia2.csv
Total;ES00804;3339.6993818;Profile-Iberia2.csv
Total;ES00805;24721.781553975;Profile-Iberia2.csv
Total;ES00806;1939.77059984;Profile-Iberia2.csv
Total;ES00807;13175.8003008;Profile-Iberia2.csv
Total;ES00808;119254.94626075301;Profile-Iberia2.csv
Total;ES00809;142189.988645465;Profile-Iberia2.csv
Total;ES00810;3659.944528;Profile-Iberia2.csv
Total;ES00811;18688.5917461;Profile-Iberia2.csv
Total;ES00812;18459.845213099998;Profile-Iberia2.csv
Total;ES00813;1.0;exp_load_ES00813.csv
Total;ES00814;4.8265518463;Profile-Iberia2.csv
Total;ES00815;324029.300095419;Profile-Iberia2.csv
Total;ES00816;77972.144464111;Profile-Iberia2.csv
Total;ES00817;1.0;exp_load_ES00817.csv
Total;ES00818;1.0;exp_load_ES00818.csv
Total;ES00819;117576.17545506598;Profile-Iberia2.csv
Total;ES00820;80129.224270301;Profile-Iberia2.csv
Total;ES00821;8989.7387469;Profile-Iberia2.csv
Total;ES00822;863013.318476669;Profile-Iberia2.csv
Total;ES00823;34520.825534629;Profile-Iberia2.csv
Total;ES00824;0.0;Profile-Iberia2.csv
Total;ES00825;127073.50275869301;Profile-Iberia2.csv
Total;ES00826;58492.089713830996;Profile-Iberia2.csv
Total;ES00827;0.0;Profile-Iberia2.csv
Total;ES00828;449169.665903729;Profile-Iberia2.csv
Total;ES00829;174683.433658115;Profile-Iberia2.csv
Total;ES00830;279670.772416059;Profile-Iberia2.csv
Total;ES00831;1059.09644779;Profile-Iberia2.csv
Total;ES00832;15943.6333501;Profile-Iberia2.csv
Total;ES00833;322399.252301261;Profile-Iberia2.csv
Total;ES00834;172712.324783254;Profile-Iberia2.csv
Total;ES00835;76943.47130521;Profile-Iberia2.csv
Total;ES00836;247771.61089614299;Profile-Iberia2.csv
Total;ES00837;157294.579712521;Profile-Iberia2.csv
Total;ES00838;45105.613856138;Profile-Iberia2.csv
Total;ES00839;20015.3216375;Profile-Iberia2.csv
Total;ES00840;0.0;Profile-Iberia2.csv
Total;ES00841;415522.65212516004;Profile-Iberia2.csv
Total;ES00842;12558.1846617;Profile-Iberia2.csv
Total;ES00843;436422.307859238;Profile-Iberia2.csv
Total;ES00844;120906.49622901299;Profile-Iberia2.csv
Total;ES00845;557897.239222756;Profile-Iberia2.csv
Total;ES00846;94296.18329859;Profile-Iberia2.csv
Total;ES00847;12054.9422891;Profile-Iberia2.csv
Total;ES00848;7754.5074687;Profile-Iberia2.csv
Total;ES00849;590459.994434905;Profile-Iberia2.csv
Total;ES00850;37098.798961538996;Profile-Iberia2.csv
Total;ES00851;37695.598666136;Profile-Iberia2.csv
Total;ES00852;8921.114787;Profile-Iberia2.csv
Total;ES00853;77876.070920251;Profile-Iberia2.csv
Total;ES00854;782.31314286;Profile-Iberia2.csv
Total;ES00855;13633.2933668;Profile-Iberia2.csv
Total;ES00856;7594.3848956;Profile-Iberia2.csv
Total;ES00857;95883.68423761001;Profile-Iberia2.csv
Total;ES00858;149119.8648627;Profile-Iberia2.csv
Total;ES00859;1.0;exp_load_ES00859.csv
Total;ES00860;554631.196224582;Profile-Iberia2.csv
Total;ES00861;98707.788934028;Profile-Iberia2.csv
Total;ES00862;74603.16552608699;Profile-Iberia2.csv
Total;ES00863;62895.002981015;Profile-Iberia2.csv
Total;ES00864;38054.501976413;Profile-Iberia2.csv
Total;ES00865;1724.74885882;Profile-Iberia2.csv
Total;ES00866;230660.455241611;Profile-Iberia2.csv
Total;ES00867;59403.415901303;Profile-Iberia2.csv
Total;ES00868;1896.30875857;Profile-Iberia2.csv
Total;ES00869;242031.90289010698;Profile-Iberia2.csv
Total;ES00870;10979.833584;Profile-Iberia2.csv
Total;ES00871;60850.237722528;Profile-Iberia2.csv
Total;ES00872;285517.533799539;Profile-Iberia2.csv
Total;ES00873;206245.880281455;Profile-Iberia2.csv
Total;ES00874;75958.031241046;Profile-Iberia2.csv
Total;ES00875;110158.38288294201;Profile-Iberia2.csv
Total;ES00876;93124.77230309701;Profile-Iberia2.csv
Total;ES00877;165614.31986426402;Profile-Iberia2.csv
Total;ES00878;104039.641871725;Profile-Iberia2.csv
Total;ES00879;12237.9395155;Profile-Iberia2.csv
Total;ES00880;63333.738831309005;Profile-Iberia2.csv
Total;ES00881;146257.330748738;Profile-Iberia2.csv
Total;ES00882;97638.17014572;Profile-Iberia2.csv
Total;ES00883;591284.168193304;Profile-Iberia2.csv
Total;ES00884;146465.49009376802;Profile-Iberia2.csv
Total;ES00885;263616.883237053;Profile-Iberia2.csv
Total;ES00886;1068.24630911;Profile-Iberia2.csv
Total;ES00887;61337.696584351;Profile-Iberia2.csv
Total;ES00888;245028.482472407;Profile-Iberia2.csv
Total;ES00889;131975.083467817;Profile-Iberia2.csv
Total;ES00890;12809.805848;Profile-Iberia2.csv
Total;ES00891;46754.876359068;Profile-Iberia2.csv
Total;ES00892;103160.11145234;Profile-Iberia2.csv
Total;ES00893;2882.2063158;Profile-Iberia2.csv
Total;ES00894;23414.266371347;Profile-Iberia2.csv
Total;ES00895;90489.383496404;Profile-Iberia2.csv
Total;ES00896;32953.911783578995;Profile-Iberia2.csv
Total;ES00897;21982.5418213;Profile-Iberia2.csv
Total;ES00898;88301.651654792;Profile-Iberia2.csv
Total;ES00899;55148.730387503;Profile-Iberia2.csv
Total;ES00900;158200.415983201;Profile-Iberia2.csv
Total;ES00901;40358.437056789;Profile-Iberia2.csv
Total;ES00902;88.75365480399999;Profile-Iberia2.csv
Total;ES00903;395944.00761915697;Profile-Iberia2.csv
Total;ES00904;414986.01275874197;Profile-Iberia2.csv
Total;ES00905;271523.73589673097;Profile-Iberia2.csv
Total;ES00906;257930.244426673;Profile-Iberia2.csv
Total;ES00907;816056.9164220281;Profile-Iberia2.csv
Total;ES00908;99316.254711808;Profile-Iberia2.csv
Total;ES00909;59287.212662539;Profile-Iberia2.csv
Total;ES00910;116325.38941262201;Profile-Iberia2.csv
Total;ES00911;69139.09709231599;Profile-Iberia2.csv
Total;ES00914;33043.351677982;Profile-Iberia2.csv
Total;ES00915;772218.100865644;Profile-Iberia2.csv
Total;ES00916;35673.708060949;Profile-Iberia2.csv
Total;ES00917;614027.063490296;Profile-Iberia2.csv
Total;ES00918;295980.62896549195;Profile-Iberia2.csv
Total;ES00919;243750.70433906902;Profile-Iberia2.csv
Total;ES00920;0.0;Profile-Iberia2.csv
Total;ES00921;76577.705598943;Profile-Iberia2.csv
Total;ES00922;0.0;Profile-Iberia2.csv
Total;ES00923;381398.015585687;Profile-Iberia2.csv
Total;ES00924;18253.9733334;Profile-Iberia2.csv
Total;ES00925;232085.774888734;Profile-Iberia2.csv
Total;ES00926;67893.572220131;Profile-Iberia2.csv
Total;ES00927;23838.591190062;Profile-Iberia2.csv
Total;ES00928;183193.94841838;Profile-Iberia2.csv
Total;ES00929;307317.307140972;Profile-Iberia2.csv
Total;ES00930;71699.45703618499;Profile-Iberia2.csv
Total;ES00931;84295.842368896;Profile-Iberia2.csv
Total;ES00932;3957.3150209;Profile-Iberia2.csv
Total;ES00933;483453.51003017;Profile-Iberia2.csv
Total;ES00934;52611.70259;Profile-Iberia2.csv
Total;ES00935;54372.135907968;Profile-Iberia2.csv
Total;ES00936;33154.751239553;Profile-Iberia2.csv
Total;ES00937;47983.245241278004;Profile-Iberia2.csv
Total;ES00938;151533.14078585;Profile-Iberia2.csv
Total;ES00939;77249.076673298;Profile-Iberia2.csv
Total;ES00940;495865.068164217;Profile-Iberia2.csv
Total;ES00941;92463.466076194;Profile-Iberia2.csv
Total;ES00942;269521.51749338204;Profile-Iberia2.csv
Total;ES00943;53163.896720662;Profile-Iberia2.csv
Total;ES00944;401290.0428419;Profile-Iberia2.csv
Total;ES00945;314905.744626714;Profile-Iberia2.csv
Total;ES00946;218672.53568668;Profile-Iberia2.csv
Total;ES00947;60823.474378167;Profile-Iberia2.csv
Total;ES00948;149043.692267211;Profile-Iberia2.csv
Total;ES00949;583563.972704554;Profile-Iberia2.csv
Total;ES00950;18963.0875857;Profile-Iberia2.csv
Total;ES00951;362427.379364398;Profile-Iberia2.csv
Total;ES00952;18276.847986700002;Profile-Iberia2.csv
Total;ES00953;248533.33685103297;Profile-Iberia2.csv
Total;ES00954;15737.7614704;Profile-Iberia2.csv
Total;ES00955;64875.490463729;Profile-Iberia2.csv
Total;ES00956;1.0356309421952609e6;Profile-Iberia2.csv
Total;ES00957;41956.917829392994;Profile-Iberia2.csv
Total;ES00958;199432.89354258298;Profile-Iberia2.csv
Total;ES00959;0.0;Profile-Iberia2.csv
Total;ES00960;75192.416595095;Profile-Iberia2.csv
Total;ES00961;41098.889584109995;Profile-Iberia2.csv
Total;ES00962;11757.5717962;Profile-Iberia2.csv
Total;ES00963;231808.53409073802;Profile-Iberia2.csv
Total;ES00964;9492.9811195;Profile-Iberia2.csv
Total;ES00965;35727.463496204;Profile-Iberia2.csv
Total;ES00966;25972.110103353;Profile-Iberia2.csv
Total;ES00967;32839.996010145005;Profile-Iberia2.csv
Total;ES00968;63683.0347872;Profile-Iberia2.csv
Total;ES00969;81436.05321333;Profile-Iberia2.csv
Total;ES00970;119045.41443652501;Profile-Iberia2.csv
Total;ES00971;134087.328953539;Profile-Iberia2.csv
Total;ES00972;102471.813134543;Profile-Iberia2.csv
Total;ES00973;186717.102519646;Profile-Iberia2.csv
Total;ES00974;189206.55103828502;Profile-Iberia2.csv
Total;ES00975;84984.369433226;Profile-Iberia2.csv
Total;ES00976;11094.2068505;Profile-Iberia2.csv
Total;ES00977;134816.115407677;Profile-Iberia2.csv
Total;ES00978;39201.894585941;Profile-Iberia2.csv
Total;ES00979;65760.968292972;Profile-Iberia2.csv
Total;ES00980;3316.8247285;Profile-Iberia2.csv
Total;ES00981;1.0;exp_load_ES00981.csv
Total;ES00982;11231.4547703;Profile-Iberia2.csv
Total;ES00983;0.0;Profile-Iberia2.csv
Total;ES00984;41485.471224880006;Profile-Iberia2.csv
Total;ES00985;141915.49280586498;Profile-Iberia2.csv
Total;ES00986;0.0;Profile-Iberia2.csv
Total;ES00987;0.0;Profile-Iberia2.csv
Total;ES00988;42059.167529644;Profile-Iberia2.csv
Total;ES00989;3820.0671011;Profile-Iberia2.csv
Total;ES00991;15440.390977500001;Profile-Iberia2.csv
Total;ES00994;523524.641441511;Profile-Iberia2.csv
Total;ES00995;116752.00169666701;Profile-Iberia2.csv
Total;ES00996;64111.248296975995;Profile-Iberia2.csv
Total;ES00997;40941.511969406;Profile-Iberia2.csv
Total;ES00998;218118.96907682;Profile-Iberia2.csv
Total;ES00999;5329.7942189000005;Profile-Iberia2.csv
Total;ES01000;22234.1630076;Profile-Iberia2.csv
Total;ES01001;34970.312471974;Profile-Iberia2.csv
Total;ES01002;14616.903458699999;Profile-Iberia2.csv
Total;ES01003;40407.617561384;Profile-Iberia2.csv
Total;ES01004;168694.163184576;Profile-Iberia2.csv
Total;ES01005;509004.26901973697;Profile-Iberia2.csv
Total;ES01006;569630.106393392;Profile-Iberia2.csv
Total;ES01007;231574.755134012;Profile-Iberia2.csv
Total;ES01008;115522.946574858;Profile-Iberia2.csv
Total;ES01009;5375.543525499999;Profile-Iberia2.csv
Total;ES01010;52455.926201026996;Profile-Iberia2.csv
Total;ES01011;33001.033569377;Profile-Iberia2.csv
Total;ES01012;0.0;Profile-Iberia2.csv
Total;ES01013;83979.028420691;Profile-Iberia2.csv
Total;ES01014;9241.3599332;Profile-Iberia2.csv
Total;ES01015;7365.638362599999;Profile-Iberia2.csv
Total;ES01016;28576.846874624003;Profile-Iberia2.csv
Total;ES01017;7960.3793484;Profile-Iberia2.csv
Total;ES01018;55923.266148241;Profile-Iberia2.csv
