Timestep,Node_0
0,93.133916666666664241
1,93.133222222222229902
2,93.133222222222229902
3,93.132527777777781353
4,93.133916666666664241
5,93.133916666666664241
6,93.133916666666664241
7,93.133916666666664241
8,93.133916666666664241
9,93.133916666666664241
10,93.133916666666664241
11,93.133916666666664241
12,93.133916666666664241
13,93.133916666666664241
14,93.133916666666664241
15,93.133916666666664241
16,93.133916666666664241
17,93.133916666666664241
18,93.133916666666664241
19,93.133916666666664241
20,93.133916666666664241
21,93.133916666666664241
22,93.133916666666664241
23,93.133916666666664241
