Timestep,Node_0
0,24213.212680000000546
1,22950.234519999994518
2,22129.655320000016218
3,21595.281409999981406
4,21316.281179999990854
5,21701.05645999999615
6,22863.775729999964824
7,25064.482290000018111
8,27907.911989999982325
9,31114.281230000011419
10,33570.662859999967623
11,36328.845399999911024
12,37609.978119999941555
13,37529.12271999996301
14,38880.136669999978039
15,39964.616510000028939
16,39760.639969999967434
17,38404.68368000000919
18,36706.481230000026699
19,34608.721570000067004
20,32711.353709999977582
21,30615.420470000015484
22,30327.709210000011808
23,29264.508719999987079
